Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-01 00:00:00+05:30,798.1037396798232,862.9617932906929,798.1037396798232,846.69873046875,52878,0.0,0.0
2015-01-02 00:00:00+05:30,852.4272933583555,896.4103737691125,844.756929060717,877.9141845703125,46311,0.0,0.0
2015-01-05 00:00:00+05:30,882.5746057895816,906.8478347716933,864.1269517631767,872.5255126953125,42128,0.0,0.0
2015-01-06 00:00:00+05:30,881.6037045179002,979.3762858028302,867.0397666679348,912.7705078125,249659,0.0,0.0
2015-01-07 00:00:00+05:30,934.0338813859855,968.0164030580328,912.7705084068642,924.5673217773438,172704,0.0,0.0
2015-01-08 00:00:00+05:30,930.9268328348704,956.3651877521143,930.8782982308015,938.2088012695312,78097,0.0,0.0
2015-01-09 00:00:00+05:30,941.801287098829,967.5309098907042,929.3248710719996,933.596923828125,45517,0.0,0.0
2015-01-12 00:00:00+05:30,940.0536101268558,940.1021447319478,917.52804210864,922.9166870117188,11434,0.0,0.0
2015-01-13 00:00:00+05:30,925.4896727419509,957.3361368415143,922.4797568363676,926.8489379882812,22711,0.0,0.0
2015-01-14 00:00:00+05:30,932.0434319307731,943.6945815124632,922.1399429341743,927.4315185546875,13177,0.0,0.0
2015-01-15 00:00:00+05:30,937.9175152447821,937.9175152447821,908.8867113066912,920.1980590820312,14111,0.0,0.0
2015-01-16 00:00:00+05:30,931.0724808670675,961.2198178473919,921.5573874516492,947.1898803710938,49778,0.0,0.0
2015-01-19 00:00:00+05:30,947.2383607090476,969.9581242609233,933.596819362144,939.0340576171875,26128,0.0,0.0
2015-01-20 00:00:00+05:30,940.5875386674575,952.4814198015749,926.2663348529078,932.9171752929688,10924,0.0,0.0
2015-01-21 00:00:00+05:30,932.6745210834292,946.6559245971897,929.1306652298863,938.3544921875,12340,0.0,0.0
2015-01-22 00:00:00+05:30,935.0047413314848,941.8497797663289,904.8088694434837,914.3724975585938,20382,0.0,0.0
2015-01-23 00:00:00+05:30,917.5280765232299,934.3736741180343,912.7704998295244,926.703369140625,15050,0.0,0.0
2015-01-27 00:00:00+05:30,923.3535723445382,1014.2325122274373,923.3535723445382,996.8043823242188,97902,0.0,0.0
