Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,filename
28-June-2024,139.05,141.3,136.35,136.9,1436104,21070,Union Bank of India
27-June-2024,140.95,140.95,137.25,138.4,514494,6219,Union Bank of India
26-June-2024,140.95,141.45,138.8,140.45,605925,5741,Union Bank of India
25-June-2024,143.35,143.35,139.7,140.15,737111,6806,Union Bank of India
24-June-2024,144.0,145.0,141.0,141.45,1237481,17527,Union Bank of India
21-June-2024,147.55,147.65,144.75,146.95,504854,5735,Union Bank of India
20-June-2024,148.0,148.9,145.0,145.9,551132,6170,Union Bank of India
19-June-2024,147.55,149.0,145.25,146.9,1096251,10966,Union Bank of India
18-June-2024,147.9,149.0,146.35,147.05,560550,8160,Union Bank of India
14-June-2024,146.5,147.85,144.9,147.5,520778,4999,Union Bank of India
13-June-2024,149.0,149.2,145.9,146.2,447331,4903,Union Bank of India
12-June-2024,147.0,148.8,146.5,147.35,814618,6383,Union Bank of India
11-June-2024,148.35,148.35,145.3,146.1,734488,8318,Union Bank of India
10-June-2024,147.8,151.0,146.5,147.1,1503792,12462,Union Bank of India
7-June-2024,147.25,150.7,145.75,146.65,1528116,11436,Union Bank of India
6-June-2024,144.05,149.9,143.05,144.65,2084562,14589,Union Bank of India
5-June-2024,140.1,143.85,129.6,141.1,3768566,29289,Union Bank of India
4-June-2024,170.0,170.0,136.0,139.15,5423105,58530,Union Bank of India
3-June-2024,166.4,172.45,163.95,170.0,3952062,37373,Union Bank of India
31-May-2024,153.0,161.45,149.0,160.2,3259974,23908,Union Bank of India
30-May-2024,154.95,156.75,151.8,152.7,513687,4498,Union Bank of India
29-May-2024,156.0,158.6,154.55,154.95,488696,3825,Union Bank of India
28-May-2024,160.25,160.4,152.4,157.8,998843,7433,Union Bank of India
27-May-2024,157.0,161.65,156.15,159.9,2053346,19855,Union Bank of India
24-May-2024,152.2,157.05,151.15,156.5,1101103,8543,Union Bank of India
23-May-2024,149.25,153.0,149.1,152.55,1307442,12044,Union Bank of India
22-May-2024,144.0,149.55,143.9,148.25,1271171,8675,Union Bank of India
21-May-2024,141.95,143.7,139.25,142.7,599425,3946,Union Bank of India
18-May-2024,139.55,141.7,139.3,141.15,202630,1998,Union Bank of India
17-May-2024,140.9,141.2,139.0,139.15,894194,12697,Union Bank of India
16-May-2024,139.95,143.35,138.8,140.7,737587,5644,Union Bank of India
15-May-2024,135.1,140.55,134.95,138.9,1910726,12568,Union Bank of India
14-May-2024,138.85,138.85,133.45,133.7,1168750,10908,Union Bank of India
13-May-2024,139.1,139.45,130.4,136.4,3002820,24946,Union Bank of India
10-May-2024,142.85,143.9,137.6,142.05,1356803,12384,Union Bank of India
9-May-2024,144.8,147.1,141.05,142.1,1472725,9933,Union Bank of India
8-May-2024,142.65,145.65,140.85,144.2,820539,6647,Union Bank of India
7-May-2024,149.75,149.8,140.8,141.7,975171,7815,Union Bank of India
6-May-2024,154.65,154.65,144.95,147.65,722092,6978,Union Bank of India
3-May-2024,155.35,155.95,149.45,152.4,870420,7715,Union Bank of India
2-May-2024,154.75,155.7,153.75,154.65,634893,5313,Union Bank of India
30-April-2024,157.0,157.15,153.35,154.25,1048166,7363,Union Bank of India
29-April-2024,152.3,157.0,151.85,156.75,1215974,12681,Union Bank of India
26-April-2024,151.15,153.25,150.3,150.85,712110,6138,Union Bank of India
25-April-2024,147.65,151.1,146.7,149.95,1268725,10959,Union Bank of India
24-April-2024,148.55,148.85,146.6,147.2,439109,4425,Union Bank of India
23-April-2024,152.05,152.05,146.3,146.9,805016,6663,Union Bank of India
22-April-2024,142.9,151.85,142.65,150.5,1810534,12733,Union Bank of India
19-April-2024,140.65,141.75,138.05,140.85,1188619,10799,Union Bank of India
18-April-2024,144.1,146.85,141.45,143.0,577297,6803,Union Bank of India
16-April-2024,144.0,146.4,142.9,143.2,919057,10583,Union Bank of India
15-April-2024,145.05,147.2,143.45,145.35,669415,5328,Union Bank of India
12-April-2024,151.0,153.3,148.7,149.15,1202998,11110,Union Bank of India
10-April-2024,152.1,152.2,149.9,150.9,955167,10448,Union Bank of India
9-April-2024,155.7,156.5,151.05,151.45,1063465,11311,Union Bank of India
8-April-2024,159.2,159.45,154.35,155.05,1309294,10349,Union Bank of India
5-April-2024,159.4,163.15,158.9,160.2,1058445,9813,Union Bank of India
4-April-2024,159.95,160.05,157.0,159.05,720780,10709,Union Bank of India
3-April-2024,156.85,158.15,155.0,157.45,1001863,9748,Union Bank of India
2-April-2024,156.85,158.15,155.3,156.95,340057,4242,Union Bank of India
1-April-2024,154.25,157.0,154.25,156.7,383216,4907,Union Bank of India
28-March-2024,152.45,154.15,151.3,153.45,949718,9863,Union Bank of India
27-March-2024,150.75,152.0,148.75,151.3,453650,5367,Union Bank of India
26-March-2024,148.1,150.7,146.85,149.95,608702,6414,Union Bank of India
22-March-2024,148.7,150.8,147.65,148.1,607983,6274,Union Bank of India
21-March-2024,147.15,149.35,146.05,146.6,851562,10642,Union Bank of India
20-March-2024,149.45,150.25,143.8,144.7,1000054,11408,Union Bank of India
19-March-2024,153.15,155.4,148.3,149.15,1299017,11956,Union Bank of India
18-March-2024,149.0,154.0,146.45,153.3,1552646,17407,Union Bank of India
15-March-2024,144.0,150.4,137.75,148.1,1646730,22001,Union Bank of India
14-March-2024,139.05,144.4,138.05,143.8,1886444,16826,Union Bank of India
13-March-2024,151.05,152.95,139.55,141.65,1252057,10915,Union Bank of India
12-March-2024,154.4,155.45,148.05,150.35,1020744,7768,Union Bank of India
11-March-2024,158.0,160.85,152.85,153.65,4631854,15706,Union Bank of India
7-March-2024,156.85,161.85,153.65,157.35,2375094,14360,Union Bank of India
6-March-2024,158.25,158.6,152.95,155.0,1441087,13916,Union Bank of India
5-March-2024,148.75,158.6,148.0,157.85,4102387,28766,Union Bank of India
4-March-2024,148.9,150.25,147.25,148.85,686469,5346,Union Bank of India
2-March-2024,146.25,147.7,145.95,146.8,42605,1128,Union Bank of India
1-March-2024,147.45,147.7,145.4,146.7,863280,5981,Union Bank of India
29-February-2024,141.05,150.65,138.95,145.65,3556058,21420,Union Bank of India
28-February-2024,143.0,143.65,138.9,140.75,1290243,9214,Union Bank of India
27-February-2024,147.4,147.95,143.9,145.75,1260118,11103,Union Bank of India
26-February-2024,144.75,148.7,144.1,147.2,1078704,6617,Union Bank of India
23-February-2024,149.45,149.45,145.1,145.8,793155,6106,Union Bank of India
22-February-2024,146.65,148.0,142.05,147.25,1749852,9963,Union Bank of India
21-February-2024,146.3,150.7,144.35,145.05,4332335,25390,Union Bank of India
20-February-2024,142.7,144.85,140.8,141.1,1788410,12197,Union Bank of India
19-February-2024,145.4,145.4,140.7,141.2,1422023,12140,Union Bank of India
16-February-2024,147.8,149.5,143.75,144.9,2847697,20830,Union Bank of India
15-February-2024,140.95,146.45,140.45,145.75,2856270,18706,Union Bank of India
14-February-2024,134.65,139.7,132.6,139.05,2922886,19765,Union Bank of India
13-February-2024,141.25,145.9,135.4,136.25,4753929,31217,Union Bank of India
12-February-2024,149.75,150.0,138.0,139.75,3093271,26286,Union Bank of India
9-February-2024,150.3,151.0,141.25,148.95,1791951,17244,Union Bank of India
8-February-2024,148.65,153.9,147.7,149.4,2270549,15932,Union Bank of India
7-February-2024,147.4,150.15,145.2,146.6,1904247,18980,Union Bank of India
6-February-2024,148.6,149.45,144.2,144.95,1251393,12847,Union Bank of India
5-February-2024,150.25,155.3,145.75,146.7,3197512,26965,Union Bank of India
2-February-2024,146.85,152.45,146.15,148.85,2678257,19204,Union Bank of India
1-February-2024,140.9,146.9,139.45,144.6,3585034,21805,Union Bank of India
31-January-2024,141.05,141.4,139.1,139.85,1910759,17026,Union Bank of India
30-January-2024,141.85,144.5,140.2,141.05,1983981,13593,Union Bank of India
29-January-2024,141.2,145.1,140.95,142.2,1259160,8486,Union Bank of India
25-January-2024,143.35,144.35,139.6,140.35,15439125,13052,Union Bank of India
24-January-2024,139.35,143.15,135.05,142.85,3419145,20755,Union Bank of India
23-January-2024,145.05,145.05,135.6,139.95,3438738,20549,Union Bank of India
20-January-2024,137.0,145.25,135.65,141.65,2904765,23514,Union Bank of India
19-January-2024,134.5,137.45,131.25,136.1,2578071,19839,Union Bank of India
18-January-2024,130.3,133.85,128.05,132.95,2440734,15430,Union Bank of India
17-January-2024,135.25,135.35,131.0,132.0,1788970,11740,Union Bank of India
16-January-2024,135.0,140.15,133.55,135.9,2898488,19492,Union Bank of India
15-January-2024,132.95,135.75,132.65,134.1,2346304,16889,Union Bank of India
12-January-2024,124.65,132.5,124.4,131.2,2515844,16298,Union Bank of India
11-January-2024,124.55,124.7,122.7,123.35,454859,2798,Union Bank of India
10-January-2024,123.0,124.0,121.65,123.25,808099,5298,Union Bank of India
