Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,filename
24-June-2024,7.0,7.25,6.65,6.65,268683,189,Gayatri Projects Limited
18-June-2024,6.84,7.3,6.84,7.0,249573,172,Gayatri Projects Limited
10-June-2024,7.5,7.5,7.19,7.19,35650,19,Gayatri Projects Limited
3-June-2024,7.9,7.9,7.56,7.56,1011,3,Gayatri Projects Limited
24-May-2024,7.98,8.04,7.7,7.95,186419,183,Gayatri Projects Limited
23-May-2024,7.64,7.66,7.3,7.66,181128,123,Gayatri Projects Limited
22-May-2024,7.24,7.3,7.24,7.3,299826,138,Gayatri Projects Limited
21-May-2024,6.63,6.96,6.63,6.96,193558,145,Gayatri Projects Limited
18-May-2024,6.63,6.63,6.63,6.63,16163,24,Gayatri Projects Limited
17-May-2024,5.79,6.32,5.79,6.32,44376,52,Gayatri Projects Limited
16-May-2024,5.86,6.08,5.8,6.02,54619,102,Gayatri Projects Limited
15-May-2024,5.66,5.93,5.66,5.86,47086,130,Gayatri Projects Limited
14-May-2024,5.39,5.65,5.39,5.65,84021,69,Gayatri Projects Limited
13-May-2024,5.39,5.49,5.39,5.39,59903,125,Gayatri Projects Limited
10-May-2024,5.64,5.88,5.64,5.67,50066,155,Gayatri Projects Limited
9-May-2024,6.14,6.14,5.8,5.93,33225,115,Gayatri Projects Limited
8-May-2024,6.05,6.19,5.87,6.09,18313,48,Gayatri Projects Limited
7-May-2024,6.02,6.45,5.95,6.09,28761,132,Gayatri Projects Limited
6-May-2024,5.76,6.34,5.74,6.24,166854,251,Gayatri Projects Limited
3-May-2024,6.08,6.2,6.04,6.04,117494,231,Gayatri Projects Limited
2-May-2024,6.38,6.69,6.08,6.35,214082,160,Gayatri Projects Limited
29-April-2024,6.38,6.38,6.38,6.38,63930,43,Gayatri Projects Limited
22-April-2024,6.71,6.71,6.71,6.71,11485,10,Gayatri Projects Limited
15-April-2024,7.06,7.06,7.06,7.06,12345,6,Gayatri Projects Limited
8-April-2024,7.43,7.43,7.43,7.43,80060,30,Gayatri Projects Limited
1-April-2024,7.82,7.82,7.82,7.82,5912,9,Gayatri Projects Limited
26-March-2024,8.23,8.23,8.23,8.23,1702,8,Gayatri Projects Limited
18-March-2024,8.66,8.66,8.66,8.66,1411,7,Gayatri Projects Limited
11-March-2024,9.15,9.15,9.11,9.11,20343,10,Gayatri Projects Limited
2-March-2024,10.37,10.37,9.41,9.58,81196,97,Gayatri Projects Limited
1-March-2024,9.51,9.9,9.25,9.9,175200,118,Gayatri Projects Limited
29-February-2024,9.49,9.49,8.59,9.43,291154,240,Gayatri Projects Limited
28-February-2024,9.05,9.05,8.8,9.04,112600,175,Gayatri Projects Limited
27-February-2024,8.05,8.62,8.05,8.62,50516,83,Gayatri Projects Limited
26-February-2024,8.15,8.21,7.5,8.21,433409,108,Gayatri Projects Limited
23-February-2024,7.51,8.04,7.41,7.82,219551,194,Gayatri Projects Limited
22-February-2024,7.75,7.85,7.51,7.66,62831,118,Gayatri Projects Limited
21-February-2024,7.87,8.09,7.41,7.78,212533,210,Gayatri Projects Limited
20-February-2024,7.49,7.88,7.49,7.8,221237,236,Gayatri Projects Limited
19-February-2024,7.0,7.51,7.0,7.51,247995,197,Gayatri Projects Limited
16-February-2024,6.9,7.25,6.9,7.16,64785,124,Gayatri Projects Limited
15-February-2024,6.95,7.22,6.74,7.04,406166,232,Gayatri Projects Limited
14-February-2024,7.19,7.3,6.72,7.09,123056,105,Gayatri Projects Limited
13-February-2024,7.24,7.55,6.98,7.05,49447,110,Gayatri Projects Limited
12-February-2024,7.87,7.87,7.13,7.24,324081,205,Gayatri Projects Limited
9-February-2024,8.09,8.09,7.35,7.5,407521,444,Gayatri Projects Limited
8-February-2024,7.71,7.71,7.4,7.71,518900,319,Gayatri Projects Limited
7-February-2024,7.0,7.35,6.71,7.35,715779,377,Gayatri Projects Limited
6-February-2024,7.2,7.35,6.94,7.0,213118,307,Gayatri Projects Limited
5-February-2024,6.97,7.69,6.97,7.3,448665,234,Gayatri Projects Limited
2-February-2024,7.5,7.65,7.33,7.33,288929,300,Gayatri Projects Limited
1-February-2024,8.4,8.42,7.62,7.71,958530,391,Gayatri Projects Limited
29-January-2024,8.02,8.02,8.02,8.02,6143,10,Gayatri Projects Limited
23-January-2024,8.44,8.44,8.44,8.44,71210,7,Gayatri Projects Limited
15-January-2024,8.88,8.88,8.88,8.88,85836,34,Gayatri Projects Limited
8-January-2024,9.34,9.34,9.34,9.34,46266,16,Gayatri Projects Limited
1-January-2024,10.85,10.85,9.83,9.83,971541,154,Gayatri Projects Limited
26-December-2023,10.34,10.34,10.34,10.34,542040,168,Gayatri Projects Limited
22-December-2023,9.85,9.85,9.85,9.85,226747,142,Gayatri Projects Limited
21-December-2023,9.39,9.39,9.39,9.39,293565,142,Gayatri Projects Limited
20-December-2023,8.95,8.95,8.95,8.95,113521,79,Gayatri Projects Limited
19-December-2023,8.52,8.53,8.45,8.53,50929,38,Gayatri Projects Limited
18-December-2023,8.09,8.13,8.09,8.13,77807,40,Gayatri Projects Limited
15-December-2023,8.25,8.25,7.7,7.75,99422,112,Gayatri Projects Limited
14-December-2023,8.15,8.15,7.85,7.88,147347,201,Gayatri Projects Limited
13-December-2023,8.2,8.24,7.8,8.14,138767,121,Gayatri Projects Limited
12-December-2023,8.0,8.2,7.95,8.04,299923,268,Gayatri Projects Limited
11-December-2023,7.39,7.91,7.35,7.88,194985,245,Gayatri Projects Limited
8-December-2023,7.7,7.9,7.32,7.54,73444,197,Gayatri Projects Limited
7-December-2023,7.6,7.99,7.32,7.7,80688,115,Gayatri Projects Limited
6-December-2023,8.4,8.4,7.63,7.65,110269,212,Gayatri Projects Limited
5-December-2023,8.0,8.21,7.91,8.03,242928,186,Gayatri Projects Limited
4-December-2023,7.35,7.86,7.35,7.83,268563,176,Gayatri Projects Limited
1-December-2023,7.28,7.55,7.21,7.49,156068,233,Gayatri Projects Limited
30-November-2023,6.98,7.47,6.98,7.28,194664,314,Gayatri Projects Limited
29-November-2023,6.51,7.12,6.51,7.12,286509,137,Gayatri Projects Limited
28-November-2023,6.79,6.79,6.5,6.79,30467,56,Gayatri Projects Limited
24-November-2023,6.3,6.47,6.3,6.47,66972,88,Gayatri Projects Limited
23-November-2023,6.2,6.29,5.88,6.17,10935,38,Gayatri Projects Limited
22-November-2023,6.15,6.28,6.0,6.05,20686,46,Gayatri Projects Limited
21-November-2023,6.19,6.33,6.1,6.11,119257,92,Gayatri Projects Limited
20-November-2023,6.15,6.3,5.99,6.12,62374,90,Gayatri Projects Limited
17-November-2023,6.49,6.7,6.22,6.3,60595,74,Gayatri Projects Limited
16-November-2023,6.64,6.65,6.33,6.43,21933,127,Gayatri Projects Limited
15-November-2023,6.41,6.96,6.41,6.65,89026,72,Gayatri Projects Limited
13-November-2023,6.87,6.87,6.54,6.63,50707,93,Gayatri Projects Limited
12-November-2023,6.7,7.0,6.7,6.83,18143,55,Gayatri Projects Limited
10-November-2023,6.5,6.8,6.46,6.7,53701,88,Gayatri Projects Limited
