Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
27-June-2024,7.8,8.5,7.8,8.5,10228,14
26-June-2024,8.11,8.11,8.1,8.1,177,6
25-June-2024,8.66,8.66,8.51,8.51,14,3
24-June-2024,8.84,8.84,8.84,8.84,5670,2
21-June-2024,8.42,8.84,8.42,8.84,2347,5
20-June-2024,8.42,8.42,8.42,8.42,710,3
19-June-2024,7.83,8.42,7.83,8.42,342,6
18-June-2024,8.43,8.43,8.02,8.02,543,5
14-June-2024,8.43,8.43,8.43,8.43,4,1
13-June-2024,8.03,8.03,8.03,8.03,10,1
12-June-2024,7.95,7.95,7.95,7.95,103,3
11-June-2024,8.1,8.11,8.1,8.11,878,2
10-June-2024,8.6,8.61,8.18,8.18,1967,5
7-June-2024,9.0,9.0,8.61,8.61,21024,11
6-June-2024,9.49,9.98,9.04,9.04,16829,9
5-June-2024,9.5,9.51,9.49,9.51,8000,10
4-June-2024,9.06,9.06,9.06,9.06,1,1
3-June-2024,8.31,8.63,8.24,8.63,484,7
31-May-2024,7.51,8.24,7.48,8.22,634,13
30-May-2024,8.11,8.11,7.87,7.87,753,12
29-May-2024,8.71,8.71,8.28,8.28,881,4
28-May-2024,8.6,8.71,8.6,8.71,4814,24
27-May-2024,9.5,9.52,9.05,9.05,755,5
24-May-2024,9.82,10.01,9.52,9.52,1121,10
23-May-2024,10.83,10.83,10.02,10.02,5856,13
22-May-2024,10.04,10.33,9.45,10.33,16866,74
21-May-2024,9.84,9.84,8.95,9.84,22151,80
18-May-2024,9.38,9.38,9.38,9.38,1248,5
17-May-2024,8.7,8.94,8.7,8.94,479,9
16-May-2024,8.52,8.52,8.52,8.52,241,4
15-May-2024,8.12,8.12,8.12,8.12,5997,16
14-May-2024,7.74,7.74,7.74,7.74,6743,16
13-May-2024,7.38,7.38,7.38,7.38,782,8
10-May-2024,7.03,7.03,7.03,7.03,463,5
8-May-2024,6.87,6.87,6.7,6.7,51,2
3-May-2024,6.68,6.68,6.68,6.68,200,1
2-May-2024,6.68,6.68,6.68,6.68,100,1
30-April-2024,7.19,7.19,6.55,6.66,501,4
29-April-2024,7.2,7.35,6.85,6.85,2338,7
26-April-2024,6.53,7.2,6.53,7.2,1189,6
