Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,filename
28-June-2024,139.35,142.0,136.5,136.8,178275,2473,Sterlite Technologies Limited.
27-June-2024,139.1,142.2,135.2,136.05,261787,3067,Sterlite Technologies Limited.
26-June-2024,142.3,145.25,138.75,139.4,113804,1431,Sterlite Technologies Limited.
25-June-2024,143.9,146.5,142.3,142.85,349099,3464,Sterlite Technologies Limited.
24-June-2024,139.4,145.2,138.65,142.15,309896,3800,Sterlite Technologies Limited.
21-June-2024,138.95,142.05,136.5,140.95,320213,4000,Sterlite Technologies Limited.
20-June-2024,134.45,139.0,134.45,136.5,260724,2757,Sterlite Technologies Limited.
19-June-2024,137.45,137.85,133.1,135.2,312461,3223,Sterlite Technologies Limited.
18-June-2024,133.65,139.15,133.65,136.7,445171,3693,Sterlite Technologies Limited.
14-June-2024,134.0,136.9,132.15,134.85,293137,3719,Sterlite Technologies Limited.
13-June-2024,131.0,136.0,130.3,134.25,257681,3098,Sterlite Technologies Limited.
12-June-2024,132.05,133.35,129.75,130.2,188599,2212,Sterlite Technologies Limited.
11-June-2024,133.5,133.5,130.6,131.75,183805,2680,Sterlite Technologies Limited.
10-June-2024,127.0,135.5,125.45,131.65,528642,6419,Sterlite Technologies Limited.
7-June-2024,122.75,129.6,122.0,125.7,438169,4660,Sterlite Technologies Limited.
6-June-2024,124.5,124.7,119.35,122.1,114146,1445,Sterlite Technologies Limited.
5-June-2024,119.65,121.2,114.2,120.35,83033,1217,Sterlite Technologies Limited.
4-June-2024,126.15,126.55,109.8,116.1,589976,6950,Sterlite Technologies Limited.
3-June-2024,127.0,129.8,126.0,126.85,113237,1454,Sterlite Technologies Limited.
31-May-2024,124.95,126.95,123.15,126.45,168924,2662,Sterlite Technologies Limited.
30-May-2024,125.0,126.15,123.5,124.35,118592,1676,Sterlite Technologies Limited.
29-May-2024,127.5,127.5,124.9,125.2,41254,1189,Sterlite Technologies Limited.
28-May-2024,127.75,128.5,125.1,126.55,131303,1772,Sterlite Technologies Limited.
