Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
28-June-2024,296.05,305.45,295.0,296.9,190747,4330
27-June-2024,297.0,298.65,294.5,296.4,87477,2448
26-June-2024,304.45,304.45,297.0,297.4,30504,972
25-June-2024,301.85,305.85,299.7,300.7,69621,2630
24-June-2024,304.65,308.5,301.1,301.8,111376,3608
21-June-2024,311.1,311.1,303.9,304.7,38353,1208
20-June-2024,302.9,310.7,302.2,307.4,57176,1601
19-June-2024,304.6,306.45,299.0,302.95,104989,3338
18-June-2024,304.75,309.0,302.55,303.85,121974,2948
14-June-2024,304.25,309.7,304.2,304.8,237466,7746
13-June-2024,303.1,306.9,299.4,304.1,60504,1668
12-June-2024,296.2,304.2,293.8,299.4,93838,2422
11-June-2024,296.85,299.95,291.6,293.25,77349,2172
10-June-2024,286.0,298.85,283.25,295.7,364108,7159
7-June-2024,279.35,285.2,278.15,282.95,127552,3196
6-June-2024,280.95,285.95,276.7,278.15,172627,4619
5-June-2024,285.5,288.35,275.6,277.75,45821,1983
4-June-2024,294.9,294.9,260.15,284.95,327136,11802
3-June-2024,298.85,300.0,292.0,293.1,80161,2142
31-May-2024,289.45,290.95,284.35,289.75,70608,2453
30-May-2024,290.8,291.35,288.0,288.9,13893,595
29-May-2024,292.9,293.9,288.0,289.65,26512,824
28-May-2024,292.65,295.0,289.5,291.5,67710,1917
27-May-2024,296.65,298.25,290.0,290.45,47037,1155
24-May-2024,298.15,298.75,295.0,295.55,27065,824
23-May-2024,299.1,299.15,295.55,297.35,38032,1054
22-May-2024,301.95,301.95,295.1,297.55,58481,1822
21-May-2024,301.95,303.0,295.15,299.05,65035,1600
18-May-2024,295.3,298.6,295.3,297.3,31958,1989
17-May-2024,292.45,295.75,289.65,295.3,88964,3051
16-May-2024,294.15,294.15,289.5,290.55,29088,803
15-May-2024,292.15,293.5,289.1,290.85,67413,2044
14-May-2024,292.95,293.7,289.15,291.85,41893,974
13-May-2024,290.85,295.75,287.15,290.05,85918,2347
10-May-2024,291.4,294.9,284.3,293.1,126721,2772
9-May-2024,297.35,297.35,288.95,291.2,50601,1334
8-May-2024,289.0,294.7,286.65,293.45,49064,1035
7-May-2024,292.8,292.8,286.6,290.55,46630,1380
6-May-2024,299.95,299.95,291.55,292.05,50892,1407
3-May-2024,297.15,300.5,295.55,296.8,223437,4189
2-May-2024,296.85,296.85,293.5,294.25,118803,3283
30-April-2024,298.9,302.0,295.3,296.0,61053,1355
29-April-2024,295.6,301.85,294.9,298.45,382329,5861
26-April-2024,295.35,297.35,292.2,293.85,111620,2162
25-April-2024,299.0,299.0,292.65,293.15,138418,2659
24-April-2024,309.55,309.6,294.4,295.85,478153,9617
23-April-2024,300.75,327.25,298.4,301.65,1336744,16301
22-April-2024,317.95,320.55,302.3,303.8,1211453,14198
19-April-2024,384.25,385.0,374.55,377.85,28215,1028
