Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
28-June-2024,136.9,136.9,124.05,127.25,5489,88
27-June-2024,131.85,135.0,127.0,129.65,3755,68
26-June-2024,133.35,138.0,128.2,131.85,8032,90
25-June-2024,118.65,139.0,118.55,136.05,55611,418
24-June-2024,117.6,124.9,117.0,124.0,4006,85
21-June-2024,118.0,121.1,115.2,120.0,4689,115
20-June-2024,115.1,121.95,115.1,117.2,5945,116
19-June-2024,126.0,126.0,121.05,122.15,6931,96
18-June-2024,110.1,127.0,110.1,123.6,3371,60
14-June-2024,130.0,130.0,123.0,124.2,2480,66
13-June-2024,125.05,128.95,118.0,124.75,6583,194
12-June-2024,126.0,129.25,123.2,124.8,3397,63
11-June-2024,125.0,129.8,117.7,124.8,5664,86
10-June-2024,117.95,125.0,115.0,124.55,10241,159
7-June-2024,114.35,119.0,114.35,116.4,3494,37
6-June-2024,120.95,120.95,109.2,114.05,2057,62
5-June-2024,116.0,116.8,103.0,112.35,9419,139
4-June-2024,120.05,120.5,102.55,106.35,15343,248
3-June-2024,127.7,128.2,121.9,122.3,7966,128
31-May-2024,129.0,129.0,117.0,122.9,14985,294
30-May-2024,126.0,129.75,125.0,129.0,3293,60
29-May-2024,129.8,131.0,125.0,128.05,4659,97
28-May-2024,127.0,130.75,127.0,129.8,7692,80
27-May-2024,123.85,131.0,123.85,127.0,7385,120
24-May-2024,122.6,129.75,122.6,123.85,3620,81
23-May-2024,127.9,127.9,125.25,126.25,3819,82
22-May-2024,131.0,131.0,125.2,126.6,2325,85
21-May-2024,115.65,130.9,115.65,127.05,5727,92
18-May-2024,133.75,133.75,124.5,127.4,3844,42
17-May-2024,127.8,128.75,125.9,128.0,2926,78
16-May-2024,132.95,132.95,125.8,130.0,3676,78
15-May-2024,133.95,133.95,124.2,126.5,11631,169
14-May-2024,128.95,134.5,124.8,133.2,6871,116
13-May-2024,125.0,130.0,121.05,128.5,13898,161
10-May-2024,117.1,125.4,117.1,121.75,11120,177
9-May-2024,127.1,128.4,122.8,124.05,2941,75
8-May-2024,130.0,132.7,125.3,126.3,790,46
7-May-2024,133.5,133.5,127.0,129.3,3452,47
6-May-2024,134.0,136.85,126.0,129.8,8320,141
3-May-2024,135.0,135.25,129.0,131.9,3715,60
2-May-2024,134.9,136.95,131.6,132.8,7715,103
30-April-2024,134.95,137.79,131.0,131.37,3537,108
29-April-2024,132.1,140.01,132.1,133.37,10796,174
26-April-2024,142.0,142.0,134.65,135.84,8120,134
25-April-2024,137.6,141.9,135.05,138.64,9916,130
24-April-2024,143.65,144.0,135.6,137.75,21354,185
23-April-2024,148.0,148.0,140.8,143.48,20705,212
22-April-2024,135.2,148.0,135.2,143.46,14279,206
19-April-2024,133.0,150.0,130.0,140.56,44948,499
18-April-2024,131.01,143.95,131.0,136.38,47608,440
16-April-2024,135.5,135.6,126.03,130.23,21203,387
15-April-2024,138.9,140.89,124.3,135.59,36455,534
12-April-2024,145.0,149.95,132.6,136.09,245468,2711
10-April-2024,110.0,128.8,110.0,128.8,38306,353
9-April-2024,103.99,109.9,100.26,107.34,19278,154
8-April-2024,102.9,104.0,99.87,102.71,9742,86
5-April-2024,102.9,105.0,99.1,100.13,33361,128
4-April-2024,100.6,101.0,100.0,100.0,3154,53
3-April-2024,105.0,105.0,99.56,100.09,25804,174
2-April-2024,99.99,108.9,99.0,104.9,5890,67
1-April-2024,101.9,102.0,99.0,99.41,7012,57
28-March-2024,99.9,101.95,97.55,98.3,9463,75
27-March-2024,100.6,101.85,96.5,98.0,25995,95
26-March-2024,101.9,104.9,98.0,99.0,7652,100
22-March-2024,101.85,101.9,99.0,100.0,5143,43
21-March-2024,100.05,105.7,98.65,99.4,7850,111
20-March-2024,95.5,104.0,95.5,101.25,1620,42
19-March-2024,104.95,106.5,100.25,100.55,5975,76
18-March-2024,100.0,104.9,100.0,104.35,8045,101
15-March-2024,94.35,99.0,90.0,98.8,8723,119
14-March-2024,90.9,94.95,83.0,94.45,22565,94
13-March-2024,95.0,97.8,89.0,90.95,7947,124
12-March-2024,99.9,100.5,95.0,95.3,6966,118
11-March-2024,102.7,104.5,97.95,98.3,3055,54
7-March-2024,100.6,103.8,98.0,102.7,5973,74
6-March-2024,103.0,106.35,100.0,101.0,12742,130
5-March-2024,103.0,106.0,100.1,105.1,8704,102
4-March-2024,108.0,108.0,103.0,104.6,2441,32
2-March-2024,108.0,108.0,101.9,106.0,305,13
1-March-2024,106.5,108.45,101.05,103.05,5501,117
29-February-2024,102.85,105.1,102.7,105.05,2543,40
28-February-2024,105.0,105.0,100.05,102.85,3497,65
27-February-2024,107.9,108.0,104.35,104.8,1732,50
26-February-2024,110.9,110.95,100.4,107.0,6109,98
23-February-2024,110.9,111.0,107.5,108.5,2316,60
22-February-2024,111.5,111.5,106.95,110.65,10900,96
21-February-2024,110.9,111.8,109.05,109.95,2766,52
20-February-2024,112.0,115.0,109.2,109.95,14945,167
19-February-2024,115.9,116.5,109.0,110.8,5972,90
16-February-2024,110.8,114.8,109.1,114.45,3335,42
15-February-2024,115.9,118.9,110.0,110.9,11392,111
14-February-2024,112.0,117.5,110.1,115.05,5682,70
13-February-2024,109.85,116.5,108.1,111.5,3921,61
12-February-2024,123.9,127.0,112.2,113.7,12444,177
9-February-2024,123.45,124.0,114.0,118.45,17951,134
8-February-2024,119.0,127.9,117.05,123.45,25235,289
7-February-2024,118.9,118.9,116.0,118.1,6461,66
6-February-2024,118.0,120.0,112.05,114.6,4912,85
5-February-2024,115.0,116.05,114.95,116.05,6966,53
2-February-2024,113.4,116.0,110.0,110.55,8385,96
1-February-2024,114.0,114.0,110.2,113.4,1650,43
31-January-2024,113.7,114.8,111.5,113.5,2259,48
30-January-2024,109.9,116.0,109.9,113.7,5873,101
29-January-2024,113.0,116.0,111.2,113.7,4066,44
25-January-2024,113.0,114.95,107.0,112.4,2801,48
24-January-2024,112.5,115.95,110.0,110.5,1681,31
23-January-2024,117.95,118.0,112.35,112.55,2690,49
20-January-2024,114.0,120.75,112.0,118.25,7348,84
