Date,Open,High,Low,Close,Volume
2024-06-28,992.8,1007.25,988.0,989.1,301910
2024-06-27,992.95,1002.7,984.0,991.25,72480
2024-06-26,1004.95,1004.95,988.25,990.0,300680
2024-06-25,1019.95,1019.95,988.0,995.0,126250
2024-06-24,1024.4,1037.5,1007.7,1010.2,336320
2024-06-21,1023.95,1045.7,1008.0,1012.6,203140
2024-06-20,1016.0,1026.4,1007.25,1015.55,180170
2024-06-19,1035.0,1036.8,1004.0,1014.8,139410
2024-06-18,1019.0,1038.0,1019.0,1032.15,110260
2024-06-14,1025.0,1027.35,1014.6,1017.95,209890
2024-06-13,1044.25,1044.25,1013.8,1017.55,132540
2024-06-12,1028.0,1033.6,1015.95,1026.8,153100
2024-06-11,987.6,1035.85,982.5,1019.8,408460
2024-06-10,990.0,990.05,972.6,977.6,293550
2024-06-07,979.15,981.95,965.0,977.75,329140
2024-06-06,945.0,984.8,925.5,973.4,367820
2024-06-05,935.05,941.25,858.0,918.85,882220
2024-06-04,1055.05,1055.05,843.45,912.7,706390
2024-06-03,1071.7,1084.75,1038.0,1054.15,482250
2024-05-31,1038.8,1038.8,998.5,1021.7,187300
2024-05-30,1043.0,1053.3,1020.3,1025.15,247920
2024-05-29,1046.95,1061.05,1028.0,1043.0,386550
2024-05-28,1105.0,1107.65,1078.9,1082.7,139970
2024-05-27,1122.1,1122.1,1096.0,1100.25,101460
2024-05-24,1122.7,1124.65,1107.0,1108.95,76930
2024-05-23,1129.25,1138.75,1116.55,1121.7,278880
2024-05-22,1122.35,1148.3,1106.0,1134.0,322930
2024-05-21,1108.0,1122.0,1087.8,1115.5,230200
2024-05-18,1099.7,1113.5,1097.1,1101.4,46660
2024-05-17,1040.05,1100.0,1038.9,1093.4,276110
2024-05-16,1028.25,1044.55,1028.25,1040.05,58023
2024-05-15,1028.15,1040.0,1021.0,1028.2,50195
2024-05-14,995.3,1032.45,993.7,1026.45,263431
2024-05-13,998.65,1000.0,973.35,990.35,58569
2024-05-10,989.35,1003.95,983.0,994.95,146400
2024-05-09,1016.95,1016.95,982.2,986.1,167895
2024-05-08,990.0,1015.95,989.05,1007.8,71295
2024-05-07,1024.15,1028.05,987.1,993.3,265922
2024-05-06,1059.95,1059.95,1007.5,1022.45,106510
2024-05-03,1062.35,1075.45,1041.2,1052.35,118434
2024-05-02,1038.6,1076.35,1038.25,1056.05,136533
2024-04-30,1052.45,1057.45,1034.9,1038.5,182990
2024-04-29,1050.3,1067.3,1037.8,1045.35,108450
2024-04-26,1035.0,1058.85,1027.0,1044.15,154120
2024-04-25,1031.45,1037.75,1022.0,1027.5,69250
