Date,Open,High,Low,Close,Volume
2024-06-28,23.5,23.5,22.8,23.13,35587
2024-06-27,23.51,23.76,22.61,23.14,60112
2024-06-26,23.81,23.81,22.5,23.47,80334
2024-06-25,23.16,23.8,23.01,23.5,94510
2024-06-24,24.0,24.0,22.22,23.03,144964
2024-06-21,23.4,24.34,22.66,22.91,87382
2024-06-20,22.8,24.24,22.15,23.12,77154
2024-06-19,23.2,23.85,21.03,22.04,130174
2024-06-18,23.03,24.11,22.9,23.03,126495
2024-06-14,24.0,24.4,22.82,23.03,55020
2024-06-13,23.0,24.26,22.81,23.07,223507
2024-06-12,23.97,23.97,22.45,22.81,76534
2024-06-11,22.99,23.6,22.0,22.56,50503
2024-06-10,25.0,25.2,22.06,22.44,192047
2024-06-07,21.99,24.31,21.99,23.6,267685
2024-06-06,22.1,22.1,21.25,22.1,38668
2024-06-05,22.38,22.4,20.71,21.05,40756
2024-06-04,23.61,23.61,21.37,21.41,79099
2024-06-03,22.49,22.49,22.05,22.49,63924
2024-05-31,21.42,21.42,21.42,21.42,103413
2024-05-30,21.99,21.99,20.1,20.4,7959
2024-05-29,20.0,21.25,19.87,20.99,6965
2024-05-28,19.46,20.44,19.42,20.24,22496
2024-05-27,20.98,20.98,20.0,20.44,5588
2024-05-24,18.95,20.17,18.95,20.15,27697
2024-05-23,19.75,20.98,19.0,19.21,39813
2024-05-22,21.69,21.69,19.7,19.99,25504
2024-05-21,21.05,21.51,19.8,20.73,6860
2024-05-18,21.65,22.4,20.54,20.69,35112
2024-05-17,23.69,23.69,21.47,21.62,53345
2024-05-16,23.78,23.78,22.6,22.6,43036
2024-05-15,23.78,23.8,23.02,23.78,20166
2024-05-14,23.69,23.7,22.5,23.11,7686
2024-05-13,22.11,23.35,21.29,22.97,15530
2024-05-10,22.14,22.6,21.24,22.3,3793
2024-05-09,22.48,22.5,21.51,22.14,2883
2024-05-08,21.98,21.98,20.51,21.89,2316
2024-05-07,22.26,23.0,21.15,21.16,28908
2024-05-06,22.95,22.95,21.82,22.26,23110
2024-05-03,23.05,23.94,22.0,22.92,63811
