Date,Open,High,Low,Close,Volume
2024-06-28,16.51,17.1,16.51,16.83,53333
2024-06-27,17.94,17.94,16.59,16.75,42816
2024-06-26,17.54,17.54,17.03,17.05,31545
2024-06-25,17.32,17.6,17.1,17.2,210086
2024-06-24,17.66,17.67,17.09,17.12,240036
2024-06-21,17.85,18.11,17.5,17.66,292141
2024-06-20,17.99,18.17,17.64,17.83,328475
2024-06-19,17.01,18.25,16.83,17.83,313464
2024-06-18,18.19,18.33,17.18,17.26,534014
2024-06-14,17.7,18.03,17.52,17.82,255960
2024-06-13,16.39,18.09,16.39,17.55,540499
2024-06-12,16.6,16.6,16.27,16.33,248575
2024-06-11,15.74,16.46,15.48,16.34,249887
2024-06-10,15.87,15.87,15.4,15.55,154637
2024-06-07,15.19,15.71,15.19,15.57,135883
2024-06-06,14.95,15.33,14.95,15.17,100000
2024-06-05,15.09,15.09,14.6,14.95,37149
2024-06-04,15.25,15.25,14.33,14.68,363769
2024-06-03,15.2,15.62,15.14,15.21,184434
2024-05-31,15.59,15.59,15.05,15.2,98285
2024-05-30,15.2,15.49,15.06,15.12,107421
2024-05-29,15.75,15.75,15.41,15.42,31010
2024-05-28,15.94,15.94,15.52,15.64,39079
2024-05-27,15.98,15.98,15.73,15.79,91114
2024-05-24,16.09,16.09,15.75,15.85,55345
2024-05-23,15.81,15.98,15.8,15.84,81987
2024-05-22,15.61,15.93,15.6,15.8,101249
2024-05-21,16.14,16.14,15.8,15.84,110019
2024-05-17,15.99,16.16,15.91,15.98,48408
2024-05-16,16.04,16.17,15.83,15.89,71746
2024-05-15,16.05,16.18,15.87,15.93,50533
2024-05-14,15.76,16.12,15.76,16.04,71248
2024-05-13,15.97,16.25,15.66,15.85,25313
2024-05-10,16.27,16.27,15.97,16.05,46616
2024-05-09,16.28,16.33,15.87,15.99,99127
2024-05-08,16.49,16.58,16.21,16.29,39730
2024-05-07,16.0,16.51,16.0,16.41,151051
2024-05-06,16.59,16.72,15.98,16.07,94935
2024-05-03,16.71,16.99,16.44,16.59,64760
2024-05-02,16.69,16.91,16.58,16.68,182640
2024-04-30,17.04,17.33,16.65,16.7,81719
2024-04-29,16.69,17.21,16.58,16.99,171271
2024-04-26,16.39,16.94,16.36,16.53,184159
2024-04-25,16.21,16.59,16.12,16.39,125573
2024-04-24,16.28,16.46,16.21,16.21,31645
2024-04-23,16.62,16.62,16.11,16.14,50172
2024-04-22,16.2,16.62,16.1,16.22,83228
2024-04-19,15.67,16.1,15.66,15.94,154769
2024-04-18,15.91,16.33,15.91,15.95,109806
2024-04-16,15.91,16.15,15.9,15.93,115504
2024-04-15,16.0,16.2,15.74,15.9,243836
2024-04-12,16.83,16.84,16.46,16.61,54922
2024-04-10,16.92,17.2,16.73,16.89,177523
2024-04-09,16.59,16.94,16.18,16.78,113406
2024-04-08,16.84,16.84,16.3,16.42,59395
2024-04-05,16.86,16.86,16.35,16.66,105668
2024-04-04,16.97,16.97,16.38,16.72,130495
2024-04-03,15.83,16.7,15.7,16.52,250906
2024-04-02,15.76,15.84,15.41,15.7,141044
2024-04-01,14.26,15.79,14.26,15.56,185912
2024-03-28,14.29,14.63,14.06,14.19,167738
2024-03-27,14.95,14.95,14.16,14.23,245245
2024-03-26,15.35,15.38,14.7,14.82,489016
2024-03-22,15.3,15.56,15.16,15.3,250509
2024-03-21,15.28,15.6,15.26,15.32,144799
2024-03-20,15.47,15.59,15.14,15.23,117835
2024-03-19,15.48,15.69,15.46,15.51,124339
2024-03-18,15.98,16.05,15.4,15.73,206764
2024-03-15,15.88,16.06,15.55,15.78,192266
2024-03-14,15.04,15.92,14.71,15.7,495608
2024-03-13,16.05,16.1,15.0,15.07,438690
2024-03-12,16.42,16.69,15.91,16.11,128271
2024-03-11,17.08,17.08,16.5,16.59,180122
2024-03-07,16.82,17.09,16.82,17.0,155115
2024-03-06,17.06,17.18,16.57,16.82,310353
2024-03-05,17.5,17.68,17.05,17.11,93802
2024-03-04,17.79,17.79,17.43,17.46,68321
2024-03-01,17.84,17.88,17.57,17.66,131705
2024-02-29,17.5,17.63,17.24,17.41,198428
2024-02-28,18.0,18.4,17.45,17.52,189312
2024-02-27,18.13,18.26,17.7,17.93,234694
2024-02-26,18.53,18.62,18.04,18.11,302646
