Date,Open,High,Low,Close,Volume
2024-06-28,204.95,213.8,200.3,211.05,129602
2024-06-27,226.05,231.7,202.5,205.1,409916
2024-06-26,224.0,237.8,223.9,228.45,129677
2024-06-25,222.5,225.75,219.85,222.3,10786
2024-06-24,227.6,227.6,217.15,221.3,97380
2024-06-21,223.0,239.75,210.95,228.0,161185
2024-06-20,220.95,223.05,216.1,219.35,84609
2024-06-19,216.4,222.9,215.05,218.25,85422
2024-06-18,216.05,224.35,213.8,216.4,123458
2024-06-14,220.05,224.0,215.0,221.05,37364
2024-06-13,228.25,228.25,214.8,219.5,87129
2024-06-12,224.05,224.9,220.0,223.8,95897
2024-06-11,221.95,228.55,218.45,220.9,77048
2024-06-10,217.0,225.0,211.6,219.5,146054
2024-06-07,183.8,218.5,181.75,218.5,105455
2024-06-06,182.85,188.35,179.4,182.1,76665
2024-06-05,176.5,189.35,167.35,180.05,77600
2024-06-04,200.0,200.0,158.8,170.8,107041
2024-06-03,200.0,203.95,193.6,198.5,35341
2024-05-31,197.25,197.25,187.1,193.1,110668
2024-05-30,195.0,199.25,192.0,196.1,73653
2024-05-29,196.45,196.45,190.0,193.6,72952
2024-05-28,189.05,198.0,186.3,192.95,173696
2024-05-27,197.5,206.15,185.7,188.45,321700
2024-05-24,197.95,201.5,194.45,196.7,81824
2024-05-23,191.45,201.95,191.45,197.85,368180
2024-05-22,185.9,196.05,184.7,190.65,317947
2024-05-21,166.55,188.6,165.75,181.5,358694
2024-05-17,175.15,179.65,165.05,166.85,607976
2024-05-16,160.65,168.25,158.6,164.75,378551
2024-05-15,147.5,159.55,147.3,157.5,266777
2024-05-14,137.4,148.0,137.4,147.4,48464
2024-05-13,145.65,145.65,139.2,143.1,60245
2024-05-10,138.75,146.0,131.95,141.95,72419
2024-05-09,139.6,140.1,132.7,133.45,30272
2024-05-08,136.5,140.5,135.7,139.65,52275
2024-05-07,139.8,141.4,134.75,136.5,97657
2024-05-06,143.55,144.45,137.8,139.65,60123
2024-05-03,148.5,149.65,142.2,143.05,44107
2024-05-02,143.95,148.0,143.9,147.05,111472
2024-04-30,145.05,146.6,142.5,143.8,46248
2024-04-29,143.95,151.05,142.25,142.7,177669
2024-04-26,144.65,146.2,139.4,140.5,60326
2024-04-25,144.0,146.05,141.9,142.5,29698
2024-04-24,145.05,148.35,142.9,143.85,47993
2024-04-23,148.35,149.15,144.1,145.3,67596
2024-04-22,138.3,149.0,138.3,148.35,50363
2024-04-19,137.45,139.95,135.0,137.85,76666
2024-04-18,138.65,145.0,138.35,141.15,87021
2024-04-16,132.5,138.15,131.0,136.6,34274
2024-04-15,138.65,139.15,132.55,133.85,74343
2024-04-12,145.0,146.8,138.45,139.25,48116
2024-04-10,149.0,149.65,145.05,145.75,29871
2024-04-09,146.0,151.05,143.35,148.55,87941
2024-04-08,144.75,148.6,139.55,143.6,133098
2024-04-05,133.0,144.7,132.3,143.55,105125
2024-04-04,139.95,142.1,134.2,135.8,111212
2024-04-03,133.35,139.75,131.15,138.6,72017
2024-04-02,129.15,132.85,128.65,131.15,54872
2024-04-01,122.95,129.1,122.95,128.5,39735
2024-03-28,120.05,124.6,118.1,122.65,176555
2024-03-27,113.45,124.65,111.85,120.15,134901
2024-03-26,118.5,118.5,112.2,113.0,109929
2024-03-22,118.35,119.8,115.25,118.5,146329
2024-03-21,109.75,117.75,109.75,116.0,102367
2024-03-20,112.95,112.95,108.3,109.45,141635
2024-03-19,112.0,114.55,110.0,110.35,92129
2024-03-18,117.05,117.4,111.6,112.2,43746
2024-03-15,116.95,120.7,113.7,117.4,94001
2024-03-14,116.3,124.6,113.05,121.4,103301
2024-03-13,124.55,125.65,114.55,115.9,94571
2024-03-12,125.1,126.9,120.9,124.55,61387
2024-03-11,135.0,135.0,124.7,125.45,136866
2024-03-07,130.05,138.85,130.05,132.65,258381
2024-03-06,133.35,135.9,119.55,126.25,201988
2024-03-05,147.85,147.85,131.05,132.9,474740
2024-03-04,157.4,157.75,152.7,153.35,50335
2024-03-01,149.45,154.9,148.45,152.6,50933
2024-02-29,152.25,154.5,146.25,148.5,68325
2024-02-28,160.0,161.75,151.4,152.25,28284
2024-02-27,155.2,164.7,155.2,158.85,76730
2024-02-26,160.45,160.55,155.15,157.3,23957
2024-02-23,155.75,163.3,155.75,158.6,30270
