Date,Open,High,Low,Close,Volume
2024-06-28,1344.0,1371.25,1330.0,1343.05,58714
2024-06-27,1371.5,1393.0,1323.45,1334.1,150543
2024-06-26,1298.0,1387.4,1286.05,1371.45,74518
2024-06-25,1332.95,1343.75,1275.35,1289.65,77715
2024-06-24,1260.8,1325.0,1233.25,1316.95,40538
2024-06-21,1237.45,1303.8,1237.45,1260.75,49730
2024-06-20,1237.25,1259.4,1236.0,1239.4,30083
2024-06-19,1238.15,1255.9,1211.2,1240.5,9446
2024-06-18,1255.15,1275.2,1229.75,1235.4,29489
2024-06-14,1250.2,1263.9,1243.25,1255.15,8240
2024-06-13,1262.4,1275.25,1243.6,1249.85,42695
2024-06-12,1274.5,1277.6,1249.6,1264.75,11991
2024-06-11,1215.9,1264.0,1215.9,1260.25,73705
2024-06-10,1201.1,1223.45,1201.1,1206.0,8830
2024-06-07,1165.0,1205.25,1141.55,1200.35,14474
2024-06-06,1149.0,1175.0,1118.15,1155.35,57115
2024-06-05,1100.0,1125.7,1060.0,1106.35,7953
2024-06-04,1160.85,1160.85,1062.0,1087.0,22165
2024-06-03,1160.05,1165.15,1134.0,1152.6,10271
2024-05-31,1162.0,1167.55,1130.0,1135.3,11218
2024-05-30,1181.85,1181.85,1143.75,1155.5,8632
2024-05-29,1185.0,1206.4,1169.1,1174.8,37322
2024-05-28,1271.9,1271.9,1183.0,1188.95,23631
2024-05-27,1261.6,1303.9,1245.3,1251.45,56123
2024-05-24,1208.85,1253.0,1193.15,1227.75,91705
2024-05-23,1195.55,1212.75,1177.95,1187.8,7583
2024-05-22,1220.65,1229.9,1192.0,1195.5,34576
2024-05-21,1233.0,1254.1,1201.7,1214.0,21903
2024-05-18,1194.0,1233.8,1166.05,1233.65,5927
2024-05-17,1095.05,1198.9,1095.0,1175.05,140655
2024-05-16,1090.0,1100.7,1087.1,1094.5,2558
2024-05-15,1100.0,1105.0,1084.45,1089.3,11522
2024-05-14,1082.05,1099.9,1075.3,1092.8,3003
2024-05-13,1077.75,1085.65,1055.15,1076.5,4104
2024-05-10,1077.25,1081.8,1051.7,1077.7,6157
2024-05-09,1082.85,1090.05,1051.0,1056.15,4573
2024-05-08,1063.05,1090.0,1063.05,1082.85,18521
2024-05-07,1090.85,1100.0,1066.2,1080.9,5827
2024-05-06,1110.65,1114.25,1083.05,1087.2,8643
2024-05-03,1140.75,1148.25,1098.8,1105.85,29923
2024-05-02,1135.15,1148.05,1115.75,1126.15,8602
2024-04-30,1106.55,1125.0,1099.15,1119.6,6470
2024-04-29,1102.05,1130.8,1095.85,1105.25,12089
2024-04-26,1064.65,1114.45,1064.65,1105.05,11201
2024-04-25,1070.25,1075.0,1059.85,1065.65,6742
2024-04-24,1066.35,1082.0,1066.35,1073.25,5518
2024-04-23,1056.7,1072.0,1055.5,1065.7,18137
2024-04-22,1088.25,1088.25,1057.95,1061.7,5506
2024-04-19,1065.4,1088.3,1056.0,1066.9,24462
2024-04-18,1089.65,1115.0,1076.2,1082.3,11444
2024-04-16,1053.4,1094.35,1050.2,1077.95,8626
2024-04-15,1010.05,1077.65,1010.05,1064.95,35424
2024-04-12,1085.55,1096.1,1065.0,1071.25,23761
2024-04-10,1089.15,1112.5,1076.75,1092.9,29497
2024-04-09,1088.95,1093.85,1075.0,1080.2,4831
2024-04-08,1111.0,1117.45,1068.2,1081.3,10521
2024-04-05,1097.0,1115.05,1088.05,1095.5,7330
2024-04-04,1124.8,1124.8,1090.7,1095.3,6269
2024-04-03,1090.0,1118.7,1083.55,1105.9,14251
2024-04-02,1079.4,1113.7,1079.15,1091.4,24815
2024-04-01,1050.2,1082.65,1050.2,1079.25,6291
2024-03-28,1050.25,1068.2,1032.0,1040.05,33088
2024-03-27,1079.3,1079.3,1047.35,1051.85,10021
2024-03-26,1099.95,1099.95,1050.0,1058.1,12014
2024-03-22,1075.95,1094.4,1066.1,1088.5,26231
2024-03-21,1030.0,1067.0,1030.0,1061.15,3981
2024-03-20,1014.25,1028.9,998.0,1025.2,19442
2024-03-19,1026.65,1030.05,1009.1,1014.25,4526
2024-03-18,1022.65,1039.9,1021.95,1026.15,2429
2024-03-15,1051.45,1051.45,1012.65,1022.65,26602
2024-03-14,1015.05,1045.4,1005.2,1033.85,33064
2024-03-13,1050.0,1057.65,1013.95,1021.8,18268
2024-03-12,1059.1,1070.75,1036.45,1046.0,9311
