Date,Open,High,Low,Close,Volume
2024-06-28,42.7,42.7,41.51,42.49,22000
2024-06-27,41.8,43.16,41.8,43.14,22000
2024-06-26,43.02,44.15,42.21,42.85,30000
2024-06-25,42.77,44.36,42.77,44.36,20000
2024-06-24,42.6,42.89,41.1,42.26,48000
2024-06-21,44.0,45.67,42.56,42.56,48000
2024-06-20,41.5,43.6,40.51,43.55,48000
2024-06-19,42.0,42.38,41.01,41.53,26000
2024-06-18,44.0,44.0,42.0,42.28,56000
2024-06-14,45.5,45.5,43.39,43.8,42000
2024-06-13,46.5,46.5,44.51,45.15,28000
2024-06-12,45.8,46.49,45.7,46.49,18000
2024-06-11,45.5,46.53,45.13,45.82,72000
2024-06-10,48.0,48.25,47.25,47.5,62000
2024-06-07,48.27,48.3,47.5,48.3,96000
2024-06-06,46.57,46.57,46.0,46.0,204000
2024-06-05,44.37,46.57,44.37,46.57,16000
2024-06-04,49.01,49.01,44.37,44.37,22000
2024-06-03,46.01,46.7,45.0,46.7,14000
2024-05-31,46.51,48.0,46.34,46.34,44000
2024-05-30,51.32,51.32,48.76,48.77,44000
2024-05-29,50.5,52.96,49.6,51.32,30000
2024-05-28,50.9,50.9,50.0,50.5,22000
2024-05-27,52.0,52.0,50.62,50.99,28000
2024-05-24,52.0,52.0,52.0,52.0,4000
2024-05-23,53.89,54.0,52.5,52.75,14000
2024-05-22,52.36,53.9,50.71,53.89,24000
2024-05-21,53.98,54.0,51.77,53.0,32000
2024-05-17,52.0,53.43,51.37,52.99,0
2024-05-16,52.0,52.0,49.57,51.33,50000
2024-05-15,54.0,54.0,52.17,52.17,28000
2024-05-14,56.01,56.01,54.91,54.91,24000
2024-05-13,57.94,58.0,55.55,57.79,34000
2024-05-10,55.0,56.0,54.01,55.5,16000
2024-05-09,54.94,55.8,53.2,54.5,48000
2024-05-08,51.0,53.15,51.0,53.15,30000
2024-05-07,50.7,53.72,50.54,50.62,100000
2024-05-06,53.62,54.47,53.2,53.2,42000
2024-05-03,56.0,56.0,54.66,56.0,14000
2024-05-02,56.52,57.94,56.3,57.44,30000
2024-04-30,56.63,59.24,56.63,59.24,6000
2024-04-29,59.98,59.98,58.0,58.0,6000
2024-04-26,55.08,58.53,54.0,57.53,70000
2024-04-25,54.1,56.0,54.1,55.75,20000
2024-04-24,56.25,56.25,56.0,56.0,18000
2024-04-23,58.45,59.0,57.75,57.75,6000
2024-04-22,56.2,58.25,54.5,58.25,20000
2024-04-19,52.22,57.38,52.22,56.0,14000
2024-04-18,54.0,54.65,52.0,54.65,144000
2024-04-16,51.36,53.69,51.36,52.05,0
2024-04-15,52.0,54.0,52.0,53.99,10000
2024-04-12,55.0,55.0,53.13,53.13,6000
2024-04-10,54.99,55.84,54.99,55.84,6000
2024-04-09,54.61,54.7,54.0,54.0,10000
2024-04-08,54.57,56.99,54.57,54.6,14000
2024-04-05,54.57,54.57,54.57,54.57,2000
2024-04-04,53.99,54.57,52.0,54.57,36000
2024-04-03,49.9,52.47,49.9,51.98,14000
2024-04-02,48.8,50.8,48.8,50.0,16000
2024-04-01,48.78,48.81,48.0,48.81,16000
2024-03-28,48.25,48.8,45.9,46.49,118000
2024-03-27,49.75,49.75,47.08,48.17,72000
2024-03-26,48.9,48.9,46.54,47.95,56000
2024-03-22,49.99,50.0,48.9,48.9,14000
2024-03-21,49.0,49.8,48.0,49.8,30000
2024-03-20,50.0,50.0,47.0,47.5,24000
2024-03-19,47.2,49.74,47.2,49.3,30000
2024-03-18,46.0,47.38,45.0,47.38,60000
2024-03-15,47.15,47.15,45.12,45.13,24000
2024-03-14,47.48,49.97,47.48,47.48,110000
2024-03-13,51.01,51.01,49.97,49.97,24000
2024-03-12,52.59,52.59,52.59,52.59,6000
2024-03-11,56.11,56.2,55.34,55.35,46000
2024-03-07,58.25,58.25,58.25,58.25,2000
2024-03-06,58.0,58.0,57.17,57.17,16000
2024-03-05,58.33,61.99,58.24,60.17,18000
2024-03-04,62.1,62.55,60.86,61.3,38000
2024-03-01,61.44,62.01,61.44,62.01,26000
2024-02-29,58.0,60.0,58.0,59.06,16000
2024-02-28,61.01,61.5,60.51,60.8,26000
2024-02-27,62.01,64.0,60.57,61.51,88000
2024-02-26,65.33,65.33,63.75,63.75,8000
2024-02-23,66.31,66.31,62.0,65.33,48000
2024-02-22,63.15,66.31,60.1,65.19,174000
2024-02-21,64.0,64.9,63.16,63.16,14000
2024-02-20,66.0,66.0,63.05,65.0,20000
2024-02-19,63.53,66.0,63.3,66.0,36000
2024-02-16,66.9,66.9,64.11,64.11,26000
2024-02-15,63.66,65.1,62.7,64.4,46000
2024-02-14,63.66,66.0,63.53,66.0,22000
2024-02-13,66.0,67.5,63.11,66.87,50000
2024-02-12,70.94,70.94,66.06,66.06,22000
2024-02-09,70.49,70.49,68.0,68.05,32000
2024-02-08,68.8,70.49,68.1,68.95,32000
2024-02-07,72.0,72.0,68.8,70.0,46000
2024-02-06,68.31,70.9,68.25,70.35,30000
2024-02-05,70.2,71.77,68.05,70.54,80000
2024-02-02,72.1,73.61,70.05,70.5,42000
2024-02-01,71.0,71.9,68.3,70.11,26000
2024-01-31,72.0,72.0,68.6,71.0,20000
2024-01-30,70.0,71.65,68.15,70.55,68000
2024-01-29,73.04,73.04,68.0,68.26,244000
2024-01-25,70.03,71.0,69.0,69.57,96000
2024-01-24,72.0,72.0,69.82,71.95,58000
2024-01-23,75.0,75.99,71.25,71.54,90000
2024-01-20,78.49,78.49,74.0,75.0,120000
2024-01-19,73.0,75.84,73.0,75.84,148000
2024-01-18,69.15,74.98,68.6,72.23,192000
2024-01-17,71.2,72.89,69.99,71.41,108000
2024-01-16,74.56,77.5,72.6,73.67,154000
2024-01-15,80.1,80.5,75.57,76.11,166000
2024-01-12,81.8,82.44,77.14,79.54,516000
2024-01-11,78.52,78.52,76.02,78.52,488000
2024-01-10,71.39,71.39,70.98,71.39,878000
2024-01-09,56.5,64.9,56.5,64.9,184000
2024-01-08,56.02,60.0,54.37,59.0,56000
2024-01-05,56.2,59.0,56.2,57.5,38000
2024-01-04,59.15,59.5,57.1,58.9,42000
2024-01-03,57.5,59.0,56.1,58.05,82000
2024-01-02,58.05,58.9,57.0,57.5,38000
2024-01-01,56.0,59.39,56.0,58.24,20000
2023-12-29,56.0,59.4,54.55,59.15,66000
2023-12-28,57.05,57.05,55.85,56.0,20000
2023-12-27,57.0,57.1,55.21,55.5,26000
2023-12-26,56.0,57.0,54.1,56.9,26000
2023-12-22,56.7,56.75,56.0,56.0,8000
2023-12-21,53.0,56.7,53.0,56.47,26000
2023-12-20,56.9,56.9,53.1,53.1,68000
2023-12-19,56.0,56.98,54.62,56.94,30000
2023-12-18,56.0,58.36,56.0,57.05,46000
2023-12-15,59.15,60.15,54.75,56.04,200000
2023-12-14,63.5,63.5,57.66,58.74,124000
2023-12-13,64.0,65.1,61.5,61.96,76000
2023-12-12,67.98,69.17,63.0,65.41,348000
2023-12-11,60.0,66.0,58.01,65.99,788000
2023-12-08,55.0,55.0,50.0,55.0,496000
2023-12-07,51.5,57.6,40.5,45.84,1160000
2023-12-06,38.0,48.0,36.01,48.0,192000
2023-12-05,40.0,40.0,40.0,40.0,8000
2023-12-04,41.48,42.0,40.0,40.28,24000
2023-12-01,41.88,41.88,40.0,40.67,32000
2023-11-30,42.01,44.0,40.0,40.25,28000
2023-11-29,42.0,42.0,42.0,42.0,2000
2023-11-28,41.5,42.86,38.05,42.86,56000
2023-11-24,41.55,41.6,41.5,41.5,8000
2023-11-23,42.9,42.9,42.0,42.25,16000
2023-11-22,43.0,43.0,40.6,42.9,48000
2023-11-21,42.61,44.87,42.0,42.23,44000
2023-11-20,46.01,46.01,42.51,42.51,12000
2023-11-17,45.98,48.0,44.1,48.0,18000
2023-11-16,48.0,48.0,42.0,43.81,54000
2023-11-15,50.0,50.0,50.0,50.0,6000
2023-11-10,49.0,49.0,49.0,49.0,6000
2023-11-09,48.0,49.0,48.0,49.0,4000
2023-11-08,50.0,52.0,49.0,49.0,8000
2023-11-07,48.01,49.0,48.0,49.0,8000
2023-11-06,48.0,49.99,48.0,49.99,16000
2023-11-03,49.99,50.0,48.01,48.01,44000
2023-11-02,49.99,49.99,48.1,48.1,6000
2023-10-31,48.01,49.9,48.0,49.9,12000
2023-10-30,50.0,50.5,50.0,50.5,6000
2023-10-27,52.0,52.0,52.0,52.0,4000
2023-10-26,50.0,51.0,48.2,50.96,32000
2023-10-25,54.0,54.0,52.0,52.0,6000
2023-10-23,55.0,56.0,55.0,56.0,4000
2023-10-20,55.26,55.26,55.1,55.1,4000
2023-10-19,59.0,59.0,55.5,57.99,12000
2023-10-18,56.0,59.0,56.0,58.82,26000
2023-10-17,56.0,58.0,56.0,57.5,10000
2023-10-16,58.5,58.5,58.0,58.0,4000
2023-10-13,60.0,60.0,60.0,60.0,2000
2023-10-12,60.0,62.0,58.0,62.0,6000
2023-10-11,58.0,60.0,57.5,58.0,8000
2023-10-10,57.95,62.52,57.0,57.5,36000
2023-10-09,52.1,52.1,52.1,52.1,2000
2023-10-06,55.99,67.2,55.99,61.75,42000
2023-10-05,56.0,56.0,56.0,56.0,2000
2023-10-04,54.0,54.0,54.0,54.0,2000
2023-10-03,48.1,55.99,48.1,55.99,4000
2023-09-29,55.0,59.0,55.0,55.84,48000
2023-09-27,42.25,54.99,42.25,54.95,26000
2023-09-26,49.2,49.2,49.0,49.0,24000
2023-09-25,52.45,52.45,48.56,50.8,26000
2023-09-22,52.45,52.45,52.45,52.45,2000
2023-09-20,47.0,47.0,47.0,47.0,2000
2023-09-18,47.51,47.51,47.51,47.51,2000
2023-09-15,48.5,48.5,48.5,48.5,2000
2023-09-14,50.5,50.6,46.2,48.99,36000
2023-09-12,49.25,49.25,49.25,49.25,2000
2023-09-11,48.0,49.9,45.01,49.0,20000
2023-09-08,50.01,50.01,50.01,50.01,2000
2023-09-07,52.55,52.55,52.55,52.55,2000
2023-09-06,52.2,52.56,52.2,52.55,8000
2023-09-05,56.7,56.7,56.7,56.7,2000
2023-09-04,56.8,56.8,56.8,56.8,2000
2023-08-29,49.01,55.0,49.01,52.42,18000
2023-08-21,55.0,58.0,55.0,55.0,2000
2023-08-11,58.0,58.0,58.0,58.0,2000
2023-08-09,57.99,60.9,57.9,57.9,8000
2023-08-04,63.25,63.25,56.0,56.0,4000
2023-08-03,57.5,58.0,54.0,57.0,12000
2023-07-31,56.0,56.94,56.0,56.94,10000
2023-07-28,58.4,58.4,53.12,57.0,12000
2023-07-27,55.0,55.0,54.25,54.25,4000
2023-07-26,55.75,59.0,55.75,58.75,24000
2023-07-25,55.0,55.85,51.75,52.0,14000
2023-07-24,51.0,55.0,51.0,52.75,42000
2023-07-21,52.8,52.8,52.8,52.8,2000
2023-07-20,52.5,54.75,50.35,53.0,22000
2023-07-19,52.5,52.94,50.65,52.74,8000
2023-07-18,49.99,50.99,49.0,50.5,16000
2023-07-17,44.0,48.99,44.0,48.99,6000
2023-07-14,47.93,47.95,46.65,46.65,8000
2023-07-13,47.15,49.89,46.0,47.07,16000
2023-07-12,48.5,48.5,47.05,47.05,6000
2023-07-11,41.4,48.99,41.4,47.0,14000
2023-07-10,42.5,48.0,42.5,47.44,16000
2023-07-07,48.02,49.6,48.02,49.18,20000
2023-07-06,53.98,53.98,50.0,50.0,16000
2023-07-05,52.5,54.25,50.0,52.68,52000
2023-07-04,50.0,52.75,50.0,52.5,10000
2023-07-03,51.25,55.68,50.0,50.0,30000
2023-06-30,52.0,59.3,49.5,50.25,72000
2023-06-28,52.0,58.9,52.0,52.0,80000
2023-06-27,57.0,62.9,50.21,52.0,60000
2023-06-26,60.0,60.25,60.0,60.25,30000
2023-06-23,65.9,65.9,60.46,60.46,6000
2023-06-22,58.0,62.0,58.0,62.0,4000
2023-06-16,60.5,62.91,58.1,62.91,6000
2023-06-13,64.0,64.0,64.0,64.0,2000
2023-06-12,53.3,70.0,53.3,65.0,16000
2023-06-07,62.31,62.31,62.3,62.3,4000
2023-06-05,64.0,67.0,62.3,62.3,8000
2023-06-02,64.0,64.0,64.0,64.0,2000
2023-06-01,64.01,64.01,64.01,64.01,2000
2023-05-31,65.0,65.0,65.0,65.0,2000
2023-05-29,70.0,70.0,70.0,70.0,2000
2023-05-22,69.95,70.0,68.99,69.5,10000
2023-05-18,70.0,70.0,65.5,66.01,30000
2023-05-17,69.8,69.8,68.1,68.1,4000
2023-05-16,68.45,70.0,68.45,69.9,22000
2023-05-15,64.1,67.95,64.0,65.0,14000
2023-05-08,70.0,70.0,70.0,70.0,2000
2023-05-04,69.99,69.99,69.99,69.99,4000
2023-04-25,65.12,68.7,65.12,66.5,0
2023-04-24,67.01,68.02,67.01,67.1,12000
2023-04-21,68.11,68.11,67.1,67.1,8000
2023-04-20,73.9,73.9,73.9,73.9,2000
2023-04-19,67.5,67.7,66.1,67.0,74000
2023-04-18,66.5,66.6,66.0,66.1,46000
2023-04-13,67.0,67.0,67.0,67.0,0
2023-04-11,67.99,73.0,66.61,72.9,12000
2023-04-06,67.0,67.0,67.0,67.0,0
2023-04-05,67.55,68.0,67.5,68.0,6000
2023-03-31,67.0,67.0,67.0,67.0,0
2023-03-29,68.0,68.0,66.0,66.0,6000
2023-03-28,64.0,73.0,64.0,67.0,178000
2023-03-27,68.01,69.55,68.01,69.0,10000
2023-03-24,68.0,72.0,68.0,70.0,10000
2023-03-23,74.0,74.0,72.0,72.0,4000
2023-03-22,71.95,71.95,71.95,71.95,2000
2023-03-17,73.0,73.0,71.5,71.5,10000
