Date,Open,High,Low,Close,Volume
2024-06-28,20.85,20.85,20.85,20.85,10676
2024-06-27,21.27,21.27,21.27,21.27,1986
2024-06-26,21.7,21.7,21.7,21.7,3118
2024-06-25,21.7,21.7,21.65,21.7,26609
2024-06-24,21.66,22.09,21.66,22.09,18607
2024-06-21,22.49,22.49,21.66,21.66,12544
2024-06-20,21.61,22.05,21.61,22.05,2926
2024-06-19,22.0,22.4,22.0,22.05,55329
2024-06-18,21.56,22.0,21.56,22.0,9470
2024-06-14,22.35,22.35,21.91,22.0,5563
2024-06-13,23.26,23.75,22.2,22.35,40487
2024-06-12,23.26,23.26,22.01,23.26,78716
2024-06-11,20.72,22.16,20.35,22.16,17749
2024-06-10,20.14,21.14,20.0,21.11,15329
2024-06-07,19.0,20.16,19.0,20.14,35237
2024-06-06,20.15,20.5,19.0,19.2,58043
2024-06-05,20.0,20.7,19.11,20.0,29989
2024-06-04,20.48,20.49,18.92,20.0,32645
2024-06-03,20.1,21.25,19.87,19.9,28572
2024-05-31,21.35,21.7,20.8,20.91,46143
2024-05-30,21.5,21.95,21.3,21.74,14900
2024-05-29,22.4,23.0,21.33,21.47,19023
2024-05-28,23.2,23.2,22.11,22.4,8643
2024-05-27,21.45,22.52,20.56,22.27,57814
2024-05-24,22.4,22.4,21.25,21.45,27594
2024-05-23,22.0,22.7,21.4,22.17,34192
2024-05-22,23.44,23.44,21.73,22.33,60888
2024-05-21,23.78,24.6,22.6,22.87,51799
2024-05-18,24.24,24.24,23.16,23.78,802
2024-05-17,23.9,24.34,23.1,24.24,12368
2024-05-16,24.24,24.39,23.0,23.91,16595
2024-05-15,23.81,24.74,23.35,23.7,31871
2024-05-14,23.61,23.95,22.9,23.8,5445
2024-05-13,24.23,24.85,23.1,23.21,9930
2024-05-10,23.5,24.24,22.61,24.01,8970
2024-05-09,23.5,24.2,22.9,23.51,6417
2024-05-08,23.95,24.7,23.25,23.43,23727
2024-05-07,24.69,24.69,23.75,24.4,9823
2024-05-06,25.0,25.0,23.76,24.74,10166
2024-05-03,25.44,25.44,23.9,24.49,17329
2024-05-02,23.56,25.39,23.56,24.37,12405
2024-04-30,25.05,25.74,24.55,24.69,32650
2024-04-29,25.47,26.95,25.45,25.75,15499
2024-04-26,26.35,26.35,25.45,25.99,15378
2024-04-25,26.0,26.24,25.55,25.94,1473
2024-04-24,25.8,26.25,25.5,25.77,19745
2024-04-23,25.75,25.75,24.7,25.46,17072
2024-04-22,25.59,27.15,25.0,25.16,47658
2024-04-19,25.59,26.55,24.8,26.14,11383
2024-04-18,25.48,26.89,25.48,25.59,11691
2024-04-16,25.02,27.44,25.02,26.0,0
2024-04-15,25.73,26.37,25.11,26.16,36574
2024-04-12,26.05,26.94,25.11,26.43,12907
2024-04-10,26.32,27.1,26.0,26.09,22839
2024-04-09,26.52,27.6,26.02,26.06,29675
2024-04-08,27.19,27.7,26.15,27.06,38953
2024-04-05,28.0,28.0,26.05,27.19,39497
2024-04-04,27.5,28.34,26.3,27.14,25286
2024-04-03,27.0,28.37,27.0,27.49,32177
2024-04-02,28.8,28.8,27.21,27.51,23463
2024-04-01,27.24,28.75,26.7,28.24,39113
2024-03-28,28.05,29.5,27.23,27.39,79202
2024-03-27,29.57,29.9,28.1,28.66,135562
2024-03-26,29.0,29.65,27.25,29.35,239628
2024-03-22,28.77,29.65,27.53,28.24,120122
2024-03-21,27.99,28.26,26.92,28.24,233267
2024-03-20,26.8,26.92,26.5,26.92,137098
2024-03-19,24.45,25.64,24.45,25.64,118458
2024-03-18,22.33,24.42,22.33,24.42,33041
2024-03-15,23.95,23.95,22.4,23.26,74720
2024-03-14,23.64,23.9,22.5,23.52,52498
2024-03-13,22.26,23.95,22.11,23.46,139346
2024-03-12,24.99,25.45,23.26,23.27,81610
