Date,Open,High,Low,Close,Volume
2024-06-28,4.03,4.03,3.93,3.97,354696
2024-06-27,3.99,4.08,3.95,3.97,259827
2024-06-26,3.99,4.04,3.96,3.98,325062
2024-06-25,3.95,4.0,3.95,3.97,249697
2024-06-24,4.0,4.06,3.8,3.95,515680
2024-06-21,3.98,4.16,3.95,4.06,605610
2024-06-20,3.95,3.99,3.94,3.96,425278
2024-06-19,3.97,3.99,3.93,3.95,537882
2024-06-18,3.98,4.0,3.96,3.97,487642
2024-06-14,4.01,4.03,3.97,3.98,423947
2024-06-13,3.99,4.04,3.96,4.01,395012
2024-06-12,3.97,3.99,3.95,3.96,397599
2024-06-11,4.04,4.04,3.96,3.98,343842
2024-06-10,4.0,4.01,3.95,3.98,365155
2024-06-07,4.0,4.04,3.96,4.0,263764
2024-06-06,4.05,4.05,3.98,4.0,577779
2024-06-05,3.94,4.06,3.8,4.04,467446
2024-06-04,3.98,4.0,3.5,3.88,1068622
2024-06-03,4.05,4.1,3.94,3.97,498081
2024-05-31,3.95,4.05,3.95,3.98,384710
2024-05-30,4.02,4.05,3.92,3.95,296788
2024-05-29,3.99,4.05,3.9,4.02,189100
2024-05-28,4.02,4.05,3.95,3.99,235097
2024-05-27,3.97,4.05,3.9,3.96,627799
2024-05-24,4.03,4.04,3.95,3.99,474988
2024-05-23,4.1,4.1,3.56,4.01,835232
2024-05-22,4.08,4.15,4.05,4.08,384977
2024-05-21,4.08,4.11,4.02,4.09,418551
2024-05-18,4.11,4.14,4.0,4.08,232007
2024-05-17,4.11,4.19,4.1,4.11,471349
2024-05-16,4.14,4.18,4.1,4.12,264018
2024-05-15,4.1,4.2,4.1,4.14,203686
2024-05-14,4.1,4.27,4.08,4.12,517902
2024-05-13,4.1,4.12,4.05,4.09,329314
2024-05-10,4.16,4.21,4.08,4.1,300451
2024-05-09,4.14,4.17,4.06,4.1,358612
2024-05-08,4.15,4.18,4.12,4.14,305313
2024-05-07,4.25,4.28,4.1,4.15,338086
2024-05-06,4.28,4.32,4.18,4.21,374805
2024-05-03,4.25,4.35,4.22,4.27,315137
2024-05-02,4.27,4.27,4.18,4.24,556686
2024-04-30,4.39,4.4,4.2,4.27,593310
2024-04-29,4.47,4.48,4.25,4.31,1097624
2024-04-26,4.52,4.57,4.45,4.47,321586
2024-04-25,4.49,4.5,4.42,4.48,364904
2024-04-24,4.58,4.58,4.42,4.47,341492
2024-04-23,4.36,4.53,4.35,4.49,502788
2024-04-22,4.36,4.44,4.34,4.35,454517
2024-04-19,4.36,4.42,4.35,4.39,363734
2024-04-18,4.52,4.59,4.35,4.42,462894
2024-04-16,4.31,4.58,4.31,4.51,0
2024-04-15,4.45,4.5,4.2,4.41,759243
2024-04-12,4.64,4.64,4.46,4.54,651971
2024-04-10,4.69,4.78,4.51,4.58,488253
2024-04-09,4.7,4.76,4.5,4.63,374697
2024-04-08,4.84,4.87,4.33,4.65,730370
2024-04-05,4.8,4.85,4.7,4.78,838543
2024-04-04,4.89,4.89,4.6,4.78,1176207
2024-04-03,4.49,4.74,4.45,4.7,841274
2024-04-02,4.35,4.5,4.32,4.47,1002625
2024-04-01,4.02,4.39,3.92,4.31,582346
2024-03-28,4.16,4.16,3.98,4.01,754911
2024-03-27,4.1,4.25,4.0,4.03,853397
2024-03-26,4.34,4.4,4.1,4.12,1217627
2024-03-22,4.53,4.53,4.26,4.34,730952
2024-03-21,4.45,4.55,4.4,4.45,350508
2024-03-20,4.49,4.49,4.31,4.39,387292
2024-03-19,4.38,4.63,4.3,4.43,797652
2024-03-18,4.39,4.45,4.31,4.36,552441
2024-03-15,4.41,4.47,4.26,4.36,496100
2024-03-14,4.0,4.47,4.0,4.41,680776
2024-03-13,4.3,4.44,3.95,4.16,1202404
2024-03-12,4.5,4.54,4.34,4.38,518215
2024-03-11,4.6,4.74,4.37,4.46,850715
2024-03-07,4.48,4.62,4.4,4.6,607078
2024-03-06,4.58,4.58,4.4,4.44,585501
2024-03-05,4.52,4.64,4.48,4.5,720453
2024-03-04,4.67,4.7,4.46,4.52,1097841
2024-03-01,4.7,4.79,4.32,4.53,2528693
2024-02-29,4.9,4.97,4.56,4.64,1716345
2024-02-28,5.09,5.09,4.7,4.9,771614
2024-02-27,5.16,5.17,4.95,5.04,1337511
2024-02-26,5.18,5.18,4.97,5.13,2177394
2024-02-23,4.89,5.06,4.85,4.97,1187905
2024-02-22,4.84,5.01,4.52,4.84,1361834
2024-02-21,4.93,4.97,4.75,4.78,1903941
2024-02-20,5.04,5.08,4.8,4.83,2595848
2024-02-19,5.39,5.39,4.9,4.97,3472989
2024-02-16,5.43,5.46,5.24,5.31,584952
2024-02-15,5.33,5.45,5.32,5.38,607524
2024-02-14,5.1,5.38,4.86,5.32,1304334
2024-02-13,5.29,5.34,4.85,5.1,1263527
2024-02-12,5.59,5.59,5.22,5.29,1490554
2024-02-09,5.64,5.7,5.35,5.45,1121521
2024-02-08,5.54,5.65,5.49,5.59,1324377
2024-02-07,5.43,5.55,5.43,5.49,2156552
2024-02-06,5.54,5.66,5.4,5.43,1647081
2024-02-05,5.7,5.75,5.52,5.54,2245511
2024-02-02,5.79,5.79,5.56,5.63,1327251
2024-02-01,5.77,5.84,5.66,5.69,1498990
2024-01-31,5.83,5.99,5.56,5.67,3400085
2024-01-30,5.54,5.76,5.45,5.75,2288813
2024-01-29,5.53,5.6,5.39,5.49,2098378
2024-01-25,5.8,6.04,5.53,5.53,6111634
2024-01-24,6.24,6.29,5.82,5.82,2800486
2024-01-23,6.24,6.26,6.02,6.12,4486324
2024-01-20,5.97,5.97,5.83,5.97,1747962
2024-01-19,5.61,5.69,5.54,5.69,2274635
2024-01-18,5.43,5.43,5.2,5.42,1213487
2024-01-17,5.45,5.53,5.32,5.36,1134015
2024-01-16,5.58,5.7,5.36,5.54,2190439
2024-01-15,5.67,5.74,5.31,5.55,3145503
2024-01-12,4.98,5.5,4.98,5.48,7002780
2024-01-11,5.27,5.34,5.24,5.24,1150762
2024-01-10,6.06,6.08,5.51,5.51,2958368
2024-01-09,5.68,5.8,5.68,5.8,1304208
2024-01-08,5.45,5.53,5.42,5.53,1296684
2024-01-05,5.24,5.27,5.05,5.27,3606334
2024-01-04,5.0,5.02,4.86,5.02,2837313
2024-01-03,4.66,4.79,4.5,4.79,1672766
2024-01-02,4.5,4.62,4.42,4.57,1648532
2024-01-01,4.47,4.51,4.4,4.43,1366980
2023-12-29,4.47,4.47,4.37,4.43,874623
2023-12-28,4.47,4.48,4.42,4.43,950055
