BSE_securities_name
Harshdeep
Suprajit Engg.
Inter Globe Fin
Antony Waste han
Garware Hi Tech
Patel Engineerin
Gujarat Hotels
Khaitan (India)
Ashapura Minech.
N R Agarwal Inds
Dollar Industrie
Mitsu Chem Plast
Gennex Lab.
J.G.Chemicals
G M D C
Kopran
Billwin Indust.
Manappuram Fin.
Shiva Granito
Worth Peripheral
Mangalam World.
Dwarikesh Sugar
GACM Tech
SAL Automotive
ANI Integrated
Container Corpn.
Samvardh. Mothe.
AXISCADES Tech.
Steel City Sec.
Tyche Industries
Chemcrux Enterp.
Hatsun Agro
Godrej Agrovet
Relaxo Footwear
Sumit Woods
Artemis Medicare
Labelkraft Tech.
Arfin India
Kama Holdings
M & M
Gland Pharma
Harsha Engg Intl
Popular Vehicles
Team Lease Serv.
Mercury Labs
Upsurge Seeds
Eimco Elecon(I)
SRG Housing
Themis Medicare
Platinumone Bus.
Confidence Petro
United Breweries
Aristo Bio-Tech
Hitech Corp.
GVK Power Infra.
Kilitch Drugs
Healthy Life
Apcotex Industri
Deco-Mica
Universal Starch
Chemo Pharma Lab
MKP Mobility
Larsen & Toubro
Madhuveer Com
Lak. Auto. Looms
MMP Industries
Sejal Glass
Star Paper Mills
Kalyan Jewellers
Arvind Fashions.
Manorama Indust.
Shigan Quantum
5Paisa Capital
Senco Gold
HEC Infra Proj.
Bharat Forge
Madhav Infra
Jindal Steel
JSW Steel
Sky Industries
Uday Jewellery
Tracxn Technolo.
Taneja Aerospace
Destiny Logistic
Aakash Explor.
RIR Power Electr
HFCL
Shiv Aum Steels
Indrayani Biotec
Vaswani Industri
Walpar Nutrition
R J Shah & Co
Durlax Top
Indian Hume Pipe
Futuristic Solu
Dutron Polymers
Pavna Industries
Rane Engine Val.
Insecticid.India
Solitaire Mach.
BMW Industries
Wheels India
Radico Khaitan
Ipca Labs.
Alembic Pharma
Bambino Agro Ind
Muthoot Finance
Bharti Airtel
Mangalam Global
Sonam
Airan
Arvind Ltd
Bajaj Holdings
Ansal Buildwell
Rasi Electrodes
Adroit Info.
Jay Ushin
KSE
Vertoz Advertis.
Hi-Tech Pipes
Poojawes. Metal.
Vinny Overseas
Power Grid Corpn
Roopa Industries
Rane Holdings
Airo Lam
Axel Polymers
Adani Ports
Avadh Sugar
Ambar Protein
Joindre Capital
Parnax Lab
Conart Engineers
Salzer Electron.
Gourmet Gateway
Zenotech Lab.
Greenpanel Inds.
HLE Glascoat
Nupur Recyclers
Ratnaveer Precis
Powergrid Infra.
India Nipp.Elec.
IFB Industries
Electronics Mart
Rama Steel Tubes
Bajaj Electrical
Oriental Rail
Akme Fintrade
SRF
Yasho Industries
Panache Digilife
Niraj Cement
Jonjua Overseas
Filatex India
Ceejay Finance
Aayush Food&Herb
Affordable Robo.
AB Cotspin
Ansal Housing
Kapston Services
Adit.Birla Money
Brigade Enterpr.
Phoenix Mills
We Win Ltd
Classic Leasing
Coral Labs.
B2B Soft.Tech.
SEAMEC Ltd
Sukhjit Starch
Cressanda Railwa
Rubfila Intl.
SBI Cards
Apollo Micro Sys
Gateway Distri
Hisar Spg. Mills
The Hi-Tech Gear
City Crops Agro
Apeejay Surrend.
Comfort Fincap
Dhanashree Elect
Asian Energy
Winsome Textile
Swasti Vin. Art
Heubach Colorant
Premco Global
Vera Synthetic
RPSG Ventures
Huhtamaki India
Gokaldas Exports
Modison
Mohit Paper Mill
DU Digital
CCL Products
Privi Speci.
S H Kelkar & Co.
Sonu Infratech
WSFX Global
Sh. Hari Chem.
MPDL Ltd
National Fitting
Laxmipati Engg
Emerald Finance
Medico Intercon.
Ideaforge Tech
Glenmark Pharma.
Jindal Photo
Paul Merchants
MRP Agro
IOL Chemicals
Selan Expl. Tech
Inv.& Prec.Cast.
Nila Infrastruct
Globe Textiles
Allcargo Termi
Apollo Pipes
INDIA SHELTE FIN
Gorani Industrie
Ravindra Energy
Proventus Agro.
Poddar Pigments
SG Finserve
Jayant Agro Org.
Dollex Agrotech
Ugro Capital
Landmark Cars
Ajwa Fun World
Dhampur Sugar
Greenlam Industr
Dhruv Consultanc
Saurashtra Cem.
M B Agro Prod.
Odyssey Tech.
Bal Pharma
Sandhar Tech
Jagan Lamps
Veto Switchgears
B&B Triplewall
Eldeco Housing
Comrade Applian.
Sasken Technol.
Prime Property
Gallantt Ispat L
Kinetic Engg.
GP Petroleums
Mangalam Cement
Xchanging Sol.
Veekayem Fash.
Bajaj Finance
Scoobee Garments
Pritika Auto
Z F Steering
Gilada Finance
Camex
Tech Mahindra
Latteys Industri
Birla Precision
Ambika Cotton
Bannari Amm.Sug.
ISGEC Heavy
Shoppers Stop
Delta Corp
GTPL Hathway
Libord Securitie
Jindal Poly Inve
DRA Consultants
Barak Valley
Ashiana Housing
IIFL Finance
Espire Hospi
JFL Life
Kamdhenu Venture
Sudarshan Chem.
Shalby
Mono Pharmacare
GSB Finance
Synthiko Foils
Ajmera Realty
Bajaj Finserv
Nandan Denim
Adarsh Plant
MTAR Technologie
InfoBeans Tech.
PMC Fincorp
Narbada Gems
VMS Industries
Quess Corp
MAS FINANC SER
Forbes & Co
Deepak Fertiliz.
TruCap Finance
Rushil Decor
Prakash Industri
B & A
Radaan Media.
Maheshwari Logi.
Nitin Spinners
Majestic Auto
NDA Securities
F Mec Intl. Fin.
Multibase India
Bhagawati Oxygen
Ashapuri Gold
GMR Urban
Kanoria Energy
Finolex Inds.
Palco Metals Ltd
Alfa Transformer
Edelweiss.Fin.
Allied Blenders
Tejnaksh Health.
Moneyboxx Fin.
Apollo Sindoori
Speciality Rest.
Safa Systems
Texmaco Rail
Lokesh Mach.
Sarveshwar Foods
Aarvi Encon
Sundaram Brake
Emmessar Biotech
Aadhar Hsg. Fin.
ERIS Lifescience
Everest Kanto
Race Eco
Mangalam Alloys
Servotech Power
Arex Industries
J D Orgochem
DigiSpice Tech.
Raghuvansh Agro.
Yamuna Syndicate
Madhusudan Inds.
Bharat Rasayan
Emami Paper
Shree Bhavya
Flora Corporatio
Shriram Finance
Pratik Panels
Shri Keshav
Home First Finan
Sahara
Cont. Securities
Hindalco Inds.
Nilkamal Ltd
United Polyfab
Ashnoor Textile
Arih.Found.Hsg.
SMS Pharma.
Finkurve Fin.
Baid Finserv
Rallis India
Baba Arts
Hisar Met.Inds.
Chemfab Alka.
CESC
Lemon Tree Hotel
Borosil
Citadel Realty
Greenply Industr
Anjani Foods
Autoline Industr
OK Play India
Tata Power Co.
Zuari Agro Chem.
Cell Point
Cool Caps
Plastiblends (I)
Sharma E I Hosp.
NOCIL
Hind.Tin Works
Lux Industries
Ujjivan Small
IVP
Patanjali Foods
Rander Corpn.
Ceenik Exports
CIAN Agro
Cella Space
Octavius Plant.
Macrotech Devel.
Beryl Drugs
Westlife Food
Acknit Indus.
Zeal Aqua
Kesoram Inds.
HPL Electric
Globe Intl. Car.
Parag Milk Foods
Anand Rayons
Glance Finance
Jubilant Food.
TVS Srichakra
Shyam Metalics
SBFC Finance
NHC Foods
Star Housing Fin
PTC Industries
Milestone Global
Ducol Organics
Super Bakers (I)
Vindhya Telelink
Reliable Data
Rite Zone
Ugar Sugar Works
India Infr Trust
Brijlaxmi Leas.
Delphi World
Mukand
DMCC Speciality
Poonawalla Fin
VRL Logistics
Asi Industries
Arunis Abode
Ishita Drugs
Jainex Aamcol
Prataap Snacks
India Pesticides
Ashirwad Cap.
Harish Textile
Stove Kraft
India Glycols
Chola Financial
Longview Tea
Syschem (India)
LWS Knitwear
Celebrity Fash.
V2 Retail
Oriental Hotels
KHFM Hospitality
Purv Flexi
Kirloskar Indus.
Jagatjit Inds.
Technopack Poly.
Dynamatic Tech.
Dilip Buildcon
ABans Enterprise
Tata Consumer
Alfa Ica (I)
Nyssa Corp.
Jagran Prakashan
Brahmaputra Inf.
BF Investment
Virgo Global
Raj Oil Mills
Allied Digital
Sover. Diamonds
Grill Splendour
Bharat Bijlee
Inani Securities
Manaksia Steels
Himatsing. Seide
Rajas. Tube Mfg
Repco Home Fin
Navin Fluo.Intl.
Pritika Engineer
Ekam Leasing
Morgan Ventures
Alankit
Kandarp Digi
Tour. Fin. Corp.
Pradhin
Simplex Castings
Trident
Mufin Green
Fedbank Financi.
United Nilgiri
Tokyo Finance
Akshar Spintex
Kabra Extrusion
D & H India
Halder Venture
Riddhi Steel
Monte Carlo Fas.
Yuken India
Cholaman.Inv.&Fn
Syncom Formul.
On Door Concepts
Innovative Tech
Fortis Health.
Natl. Plastic
NTPC
Milton Industri.
Ponni Sug.Erode
V I P Inds.
Atal Realtech
Equitas Sma. Fin
SIS
CWD
Shanthala
T B Z
Indoco Remedies
Madras Fertilize
Competent Auto
Shriram Properti
SC Agrotech
Bajel Projects
Howard Hotels
Chowgule Steam
Samrat Forgings
Aveer Foods
Tirupati Foam
Sakthi Finance
Mangal Credit
Deep Industries
Retina Paints
Mini Diamonds(I)
IFCI
Shivam
ESAF Small Fin
Centenial Surgic
Riba Textiles
Kaiser Corporat.
Texmo Pipes
Advance Petroch.
Muthoot Cap.Serv
Exide Inds.
Sadbhav Infra.
W I Plywoods
Centum Electron
JM Financial
Vivanza Biosci.
Amber Enterp.
G S Auto Intl.
Advik Capital
Cranex
Krsnaa Diagnost.
Pentokey Organy
Rupa & Co
Sh.Renuka Sugar
Indiabulls Hous.
Manomay Tex Indi
Bloom Industries
Titaanium Ten
Nelcast
Porwal Auto Comp
Almondz Global
REC Ltd
Viaz Tyres
Royale Manor
Reliance Industr
Lahoti Overseas
Aatmaj Health
Universal Cables
Reetech Intl
UFO Moviez
Suryalata Spg.
Zim Laboratories
KM Sugar Mills
Sahyadri Industr
Indag Rubber
Rasandik Engg.
Artefact Project
Tamboli Industri
Aditya Birla Cap
Silgo Retail
Lerthai Finance
DAPS Advertising
AAVAS Financiers
Puravankara
Pashupati Cotsp.
GSL Securities
Bhandari Hosiery
Chalet Hotels
Prec. Electronic
Adani Enterp.
Uravi T & Wedge
Manaksia Alumi.
Power Fin.Corpn.
Richfield Fin
Dalmia Bharat
Abhinav Leasing
Jindal Worldwide
Sharat Industrie
Sayaji Hotels
Vidli Restaurant
Adani Green
Hilton Met.Forg.
Vivo Bio Tech
Paras Defence
Oriental Carbon
RSD Finance
Jubilant Ingrev.
Max Financial
Starlineps Enter
Inventure Grow.
Megastar Foods
Nidhi Granites
Dev Labtech
Genus Power
Shalimar Wires
Syrma SGS Tech.
Guj. Terce Labs.
Galada Finance
Madhya Prad. Tod
Lancor Holdings
Rishabh Instrum.
Adani Wilmar
Diensten Tech
Agri-Tech India
Regency Fincorp
T.V. Today Netw.
Econo Trade Indi
T N Petro Prod.
Gujarat Fluoroch
Unick Fix-A-Form
PTC India
Utkarsh Small F.
Maks Energy
Best Eastern Hot
Sportking India
Suryoday Small
3C IT Solutions
Nuway Organic
COSCO (India)
Birla Cable
Bafna Pharma.
BSL
Adeshwar Meditex
Omega Interactiv
Sh. Rama Multi.
Onelife Capital
Simm. Marshall
Divgi Torq
Rungta Irrigatn.
Jayatma Enterp.
Hindware Home In
HDFC Bank
Capri Global
Deep Polymers
Transpek Inds.
A.K.Capital Serv
Jay Bharat Maru.
Tilak Ventures
Liberty Shoes
Mitcon Consult.
Unifinz Capital
Quasar India
Shubhlaxmi Jewel
Laxmi Organic
Sainik Finance
Lagnam Spintex
Ducon Tech
Mishra Dhatu Nig
Grasim Inds
AMJ Land Holdin.
Neogen Chemicals
Praveg
Aartech Solonics
Avasara Finance
Active Clothing
IZMO
Chennai Meena
Samkrg Pistons
Indo-City Info.
KCK Industries
AastamangalamFin
SPL Industries
Hester Bios
Orchid Pharma
Getalong Enterp.
Indian Renewable
Sreeleathers
Whirlpool India
Centrum Capital
GEE
PNB Housing
Konndor Indust.
Somi Conv.Belt.
PVV Infra Ltd
Artemis Electri.
Can Fin Homes
Malu Paper
Vishal Fabrics
DCX Systems
Mahindra Holiday
AVSL Industries
H U D C O
Abans Holdings
Sangam Finserv
Sundaram Finance
IRB InvIT Fund
Rajshree Polypac
Tirupati Sarjan
Teamo Production
Sarla Performanc
MMTC
Lehar Footwears
Arihant Academy
Chennai Ferrous
Sh.Pushkar Chem.
Greenchef Appli.
Petro Carbon
Mehta Integrat.
NLC India
Cubical Finan
Jindal Hotels
Modern Insulator
ICDS
South West Pinn.
Globesecure Tech
Sunil Industries
Bandaram Pharma
Sangal Papers
Mukta Arts
XT Global Infot.
WEP Solutions
Anupam Rasayan
Polylink Poly.
Incredible Indus
Future Market
Danube Industrie
Shankar Lal Ram.
IRB Infra.Devl.
Adani Energy Sol
Accel
Birla Corpn.
DCM Shriram
Damodar Indust.
IFGL Refractori.
Trident Texofab
Austin Engg Co
Sri KPR Inds.
Sahaj Fashions
Inter State Oil
PTC India Fin
Neelamalai Agro
Riddhi Corporate
Uma Converter
Cubex Tubings
Choksi Laborator
ABM Knowledge
Archidply Inds.
K Z Leasing
Ecofinity Ato
Vintage Coffee
Vardhman Acrylic
Marvel Decor
Shahlon Silk
Health.Global
Mansi Fin.(Chen)
Binayaka Tex Pr
Amarjothi Spg.
Vardhman Textile
Shree Metalloys
LIC Housing Fin.
Narmada Agrobase
Beekay Niryat
BCPL Railway
Spel Semiconduct
Expo Gas Contain
Kotak Mah. Bank
ICICI Pru Life
M & M Fin. Serv.
Atul
Devyani Intl.
Challani Capital
Bhagiradha Chem.
Ultramarine Pig.
Religare Enterp.
Banswara Syntex
Cambridge Tech.
Fino Payments
TTK Healthcare
Venus Remedies
Rishi Techtex
Kshitij Polyline
Flomic Global
Sylvan Plyboard
Shradha Infrapr.
BF Utilities
Inditrade Cap.
Sakuma Exports
Jana Small Finan
Padmanabh Alloys
Batliboi
JSW Energy
Balaji Telefilms
Anant Raj
Universal Auto.
KKRRAFTON Develo
Shraddha Prime
GIC Housing Fin
Real Touch Fin
HEG
Triton Valves
Jumbo Bag
Lead Reclaim
Voltas
Ausom Enter.
Colab Cloud
Pil Italica Life
Anupam Finserv
I D F C
Dipna Pharmachem
Prerna Infra.
Ratnabhumi Dev.
Vishwaraj Sugar
Machino Plastics
Veritas (India)
Jigar Cables
Shubham Polyspin
Goblin India
Emmbi Industries
IndusInd Bank
Venky's (India)
Emerald Leisures
Goldkart Jewels
Crest Ventures
RHI Magnesita
Genesys Intl.
Osiajee Texfab
Bhatia Colour
RattanIndia Pow.
Cospower Engine.
Addi Industries
Him Teknoforg.
Sunil Agro Foods
Suryalak. Cott.
ICICI Bank
Vadivarhe Speci.
Organic Recyclin
Bhilwara Tech
Indostar Capital
Earthstahl &All.
JMD Ventures
Supershakti Met.
Tyroon Tea Co.
Epack Durable
Nexus Select
Salona Cotspin
Century Textiles
Steel Exchange
Solid Stone Co
Vascon Engineers
Swan Energy
Rico Auto Inds
Mega Fin (India)
Vamshi Rubber
S A I L
Variman Global
Raj Rayon Inds.
Smruthi Organic
KKalpana Inds.
L&T Finance Ltd
Bajaj Healthcare
Indo National
Ashiana Ispat
Supra Pacific
Std. Capital Mkt
NTC Industries
J A Finance
Narendra Prop.
Country Condo
Capital Trust
AWFIS Space
Vipul Organics
Metal Coatings
The Ramco Cement
Vinayak Polycon
HCKK Ventures
United Van Der
Commerl. Synbags
ABC India
Mayukh Dealtrade
Virinchi
Eighty Jewellers
Mafia Trends
Kalyani Forge
Konark Synth
RRIL
S.A.L Steel
Pruden. Sugar
Transvoy Logist.
Ganesha Ecosphe.
Transchem
Renaiss. Global
Anna Infrastruct
Sheela Foam
S C I
Enbee Trade
Marble City
Hybrid Financial
National Standar
MSP Steel & Pow.
Sabrimala Indus.
Strides Pharma
T T
Starteck Fin.
Regency Trust
Lykis
Elpro Internatio
Chandra Bhagat
Garment Mantra
Nidan Laborator.
Guj. Craft Inds
Hikal
Tata Chemicals
Lex Nimble Solu.
IDFC First Bank
Raja Bahadur Int
G G Engineering
CSB Bank
Super Tannery
Vedavaag Systems
Ajooni Biotech
Medicamen Biotec
Suryaamba Spinni
G N F C
Udaipur Cement
AU Small Finance
Colinz Labs
Le Travenues
Vaidya Sane
Gokul Refoils
Tirupati Starch
Swastik Pipe
Guj Inds. Power
Intrasoft Tech.
Organic Coatings
CL Educate
Tuni Text. Mills
Cineline India
Megasoft
Suraj Industries
Capital Small
Astral Lab
Federal Bank
Disha Resources
Bandhan Bank
Plaza Wires
Transwar.Fin.
Sakar Healthcare
DCB Bank
Aether Industri.
Deccan Cements
MRO-TEK Realty
Karur Vysya Bank
Scan Steels
Tera Software
Ruby Mills
PTL Enterprises
Milkfood
Stratmont Indus.
Aarti Industries
T N Merc. Bank
North Eastn.Car.
DRS Dilip Road
Chordia Food
NHPC Ltd
Tinna Trade
Stovec Inds.
United Credit
Vippy Spinpro
Diligent Indust.
Anjani Synth.
Subhash Silk
NCC Blue Water
Euro Asia Export
Shanti Educat.
Marg Techno-Proj
Shri Krishna
VTM
Global Vectra
Vakrangee
Sadhana Nitro
Sashwat Technoc
Den Networks
Hittco Tools
Ajanta Soya
Inducto Steel
Parin Furniture
Galactico Corpo.
Data Infr.Trust
Resonance Speci.
Sapphire Foods
Gini Silk Mills
Indl.& Prud.Inv.
Pioneer Invest
Kenvi Jewels
Khadim India
Nova Iron &Steel
Surana Telecom
Alkosign
GeeCee Vent.
Umang Dairies
Chandra Pr. Intl
GOCL Corpn.
Marinetrans Indi
HB Estate Devel.
Multi Comm. Exc.
Libas Consumer
Vineet Laborator
Snowman Logistic
Sobha
Uma Exports
Pasupati Spinng.
BPL
Banaras Beads
Aruna Hotels
Ambalal Sarabhai
Krypton Industri
India Grid Trust
Orissa Bengal
DEE Development
Polson
Confidence Fut.
Rana Sugars
Nutech Global
Ajcon Global
Axis Bank
Orient Ceratech
Mahamaya Steel
Arvee Laborat.
Esaar (India)
Tata Steel
Uniroyal Ind
Hindprakash Indu
Enkei Wheels
Zenlabs Ethica
Total Transport
Hardcast.& Waud
Eraaya Lifespace
Ambition Mica
BAG Films
Cosmo First
Reliance Infra.
Sh. Dinesh Mills
CNI Research
Lotus Eye Hospit
Orient Green
Roni Households
Tatva Chintan
Richa Info
Sangam India
Shiva Global
Shangar Decor
Rachana Infra.
Ganga Papers
Kitex Garments
Inflame Applian.
AYM Syntex
Sh. Krishna Pap.
H. S. India
S Chand & Compan
Jaykay Enter.
Bharat Parenter.
S.M. Gold
York Exports
Cravatex
Lak. Electrical
Caprolactam Chem
SMS Lifesciences
Davangere Sugar
Worth Investment
Rajshree Sugars
Mawana Sugars
FSN E-Commerce
Nath Bio-Genes
NMS Global
Medplus Health
Samhi Hotels
Wherrelz IT
PNB Gilts
RTCL
Juniper Hotels
IL&FS Inv.Manag.
RBL Bank
City Union Bank
Helpage Finlease
Lloyds Enterpris
Karnataka Bank
Mafatlal Inds.
Desh Rakshak
Rel. Chemotex
Sanchay Finvest
Jubilant Pharmo
Lambodhara Text.
Heranba Inds
Surat Trade
Aarnav Fashions
Dalmia BharatLtd
ETT Ltd
63 Moons Tech.
Spenta Intl.
Natl.Fertilizer
DCW
Bharat Textiles
Superior Indus.
Bindal Exports L
Canara Bank
The Invest.Trust
Moschip Tech.
Zee Entertainmen
Generic Engineer
Softtech Enginee
Amal
Aeonx Digital
HDFC Life Insur.
Laurus Labs
Dhunseri Vent.
Sampre Nutrition
Quadpro ITeS
Rhetan TMT Ltd
Keystone Realtor
Global Surfaces
Sindhu Trade
Veer Global Inf.
Supertex Inds.
Cons. Finvest
Union Bank (I)
Suncare Traders
Dr Lalchand. Lab
Vilin Bio Med
Rainbow Foundat.
Mindspace Busine
Comfort Intech
Ashoka Metcast
Avalon Tech
Sonal Mercantile
SwarnsaritaJewel
Quality Foils
Softrak Venture
Aspinwall & Co
South Ind.Bank
FGP
KJMC Corporate
Samyak Internati
Shreeshay Engi.
Crane Infra
Paradeep Phosph.
Rossell India
Ganon Products
Amarnath Sec.
Precot
Jindal Drilling
Alpine Housing
Mega Corp.
GMR Airports Inf
Euro India Fresh
Nandani Creation
Kamadgiri Fash.
Meera Industries
BSEL ALGO
Rane (Madras)
Basant Agro Tech
Super Crop Safe
Kaira Can
Bank of Baroda
Sharpline Broadc
PG Foils
Rathi Bars
Yes Bank
Avonmore Capital
Uflex
C J Gelatine
Kerala Ayurveda
Asian Star Co.
Infibeam Avenues
Mahickra Chem.
S. V. J. Enterp.
Kanungo Financi.
IDBI Bank
J & K Bank
Mohite Industrie
Alkali Metals
Abhishek Finle.
R C F
Vishal Bearings
Chandrima Mercan
Nagreeka Exports
VJTF Eduservices
Vedant Asset
United Drilling
Associated Cera.
St Bk of India
Quick Heal Tech
Bhakti Gems
Add-Shop E-Reta.
Polycon Intl.
Biocon
Grovy India
Pasupati Acrylon
Coastal Roadways
Vardhman Hold.
Incap
Machhar Industri
Everest Organics
New Light Appare
Neeraj Paper Mkt
Repro India
Transcorp Intl.
Ravi Leela Gran
Sailani Tours N
AKI India
Fundviser Capit.
Future Supply
Agarwal Float
Nectar Lifesci.
Precision Camshf
Phosphate Co
Pratiksha Chem.
Sharp Chucks and
Veerhealth Care
Euro Leder Fash
Godrej Industrie
Capital India
Nazara Technolo.
Duroply Indust.
Indian Bank
Elgi Rubber Co
Neelkanth Rock
Olympia Industri
Sharika Enterpr.
Kuwer Industries
DLF
Compucom Soft.
Vivaa Tradecom
Mitshi India
Vikas Lifecare
Maruti Infra.
Sundaram Fin.Hol
Go Digit General
Luharuka Media
Sar Auto Prod.
Ranjeet Mechatr.
Duke Offshore
Jain Irrigation
Shivalik Rasayan
HCP Plastene
Sakthi Sugars
Rollatainers
G S F C
Vertex Secur.
AVI Products
Godrej Propert.
Andhra Sugars
I R F C
Trigyn Techno.
Chemcon Special.
Munjal Showa
Indus Finance
GHCL Textiles
Bank of India
Dhanlaxmi Cotex
Shashijit Infra.
Hercules Hoists
Lead Financial S
Lakhotia Poly.
Salguti Industri
Sastasundar Ven.
Barbeque-Nation
Market Creators
Patel Integrated
HLV
Sunflag Iron
Paramount Cosmet
Ent.Network
Mehai Technology
Sahara Housing
Sacheta Metals
Bimetal Bearings
Pion. Embroider.
Metroglobal
Pun. & Sind Bank
Picturehouse
IFL Enterprises
I G Petrochems
Lords Ishwar
Media Matrix
Panchmahal Steel
Sulabh Engineers
B-Right Real
Jhaveri Credits
RTS Power Corpn.
Sagardeep Alloys
Elegant Marbles
Dhanlaxmi Bank
Swati Projects
Kanishk Steel
Vivanta Indust.
V B Desai Fin.
Polymechplast Ma
Entero Healthcar
Prima Industries
Piramal Pharma
Agni Green
Bhartiya Intl.
Inani Marbles
Punjab Natl.Bank
Harri. Malayalam
Standard Surfact
Super Fine Knit.
Nuvoco Vistas
I O B
Embassy Off.REIT
Le Merite Export
Pace E-Commerce
Southern Infosys
Bank of Maha
Zydus Wellness
Humming Bird Edu
Sandu Pharma.
Swelect Energy
UCO Bank
Jayatma Industri
Chothani Foods
Navoday Enterpri
India Home Loans
Times Guaranty
Jai Mata Glass
Central Bank
RDB Realty
Accuracy Shippi.
Ashiana Agro Ind
KMF Builders
Amrapali Inds.
Retro Green
Shilpa Medicare
Wires & Fabriks
Bhageria Indust.
Kandagiri Spinng
Aditya Spinners
Sellwin Traders
TransIndia Real
India Motor Part
New India Assura
Omax Autos
J J Finance Corp
Jattashankar Ind
Cosmo Ferrites
Chart.Logistics
Sanginita Chemi.
Decorous Investm
Tainwala Chem.
Khyati Multimed.
Orient Tradelink
Abirami Fin.
Elin Electronics
Fiberweb (India)
Pansari Develop.
Achyut Healthcar
Jet Knitwears
Rodium Realty
Vertexplus Tech.
Shrydus Indust.
Aro Granite Inds
Epic Energy
Super Sales Ind.
Amin Tannery
Ishan Internat.
Remi Edelstahl
Softsol India
Dhampur Bio
TGV Sraac
Neil Industries
Transwind Infra.
Apex Frozen Food
Thinkink Picture
Natl. Gen. Inds.
SJVN
Smartlink Hold.
Shivagrico Impl.
Hindustan Agrig.
AKG Exim
Biofil Chemicals
Butterfly Gan Ap
Sarthak Global
Shah Metacorp
Cian Healthcare
Sh. Karthik Pap.
Dynemic Products
Kohinoor Foods
Zuari Industries
Debock Industrie
AA Plus Trade
Dhunseri Invest.
Kanpur Plastipa.
Sawaca Business
BLB
B.C. Power
Mirza Internatio
Kuber Udyog
Alembic
Jai Corp
Arihant's Secur.
Prakash Woollen
PVR Inox
Just Dial
Leading Lea. Fin
CDG Petchem
Sterlite Tech.
Brookfield India
Cartrade Tech
ECS Biztech
Angel Fibers
Murudesh.Ceramic
Perfect-Octave
Vaishali Pharma
Sinnar Bidi Udy.
Kay Power &Paper
Shakti Press
TVS Supply
Sparc Electrex
Tai Industries
Kreon Finnancial
Naga Dhunseri
Century Enka
Ekansh Concept
Exxaro Tiles
Amco India
Sunteck Realty
Aashka Hospitals
Peeti Securities
OnMobile Global
Superhouse Ltd
Mahaan Foods
Igarashi Motors
P B A Infra.
Advance Lifes.
Jet Freight
NIIT
Odyssey Corpn.
Ganga Forging
Coastal Corporat
Sintercom India
Art Nirman Ltd
Natural Capsules
Mathew Easow Res
Kemistar Corp.
Maral Overseas
Riddhi Siddhi Gl
Concord Drugs
Ruchi Infrastr.
Refex Renewables
Garnet Construct
UR Sugar
KKV Agro Powers
Vikas Ecotech
Mena Mani Inds.
The Byke Hospi.
Sh. Ajit Pulp
Parvati Sweetner
CCL Internationa
H P Cotton Tex
White Organic
Hind.Composites
Frontier Capital
Aarey Drugs
Multipurpose Trd
Ambica Agarbat.
S R G Securities
Asian Hotels (N)
Modi Rubber
Bonlon Industrie
N D Metal Inds.
California Soft.
Saboo Sodium
Naturo Indiabull
Manali Petrochem
Stanpacks(India)
Atul Auto
India Power Corp
Info Edg.(India)
Southern Latex
T N Steel Tubes
BKV Industries
Rapicut Carbides
Modern Shares
Charter. Capital
Teesta Agro Ind.
Gulshan Polyols
Sah Polymers
Genus Paper & Bo
Sicagen India
Toyam Sports
Aster DM Health.
Greencrest Finan
Gopal Iron Stl.
Singer India
Smiths & Founder
Alphageo (India)
SEPC
Inox Wind
Jiwanram Sheo
Rajdarshan Inds
Mysore Petro
Modern Steels
Gujarat Hy-Spin
Parshwanath Corp
Virat Industries
Rel. Indl. Infra
CHD Chemicals
Vishvprabha Ven.
Srestha Finvest
Kranti Industrie
Nam Securities
Peria Kara. Tea
Valson Industrie
Inox Wind Energy
Samrat Pharma
Vapi Enterprise
Archidply Decor
Jyoti
Kiran Vyapar
Anjani Finance
Ashirwad Steels
A-1 Acid
Suryavanshi Spg.
Oriental Aromat.
Guj. Raffia Inds
IP Rings
Gyan Developers
KIC Metaliks
Morarka Finance
Adinath Exim Res
Mangalam Organic
Assam Entrade
Tanvi Foods
Zenith Health
Gratex Industrie
Hariyana Ship
Simran Farms
Purple Entertain
Dredging Corpn.
Martin Burn
Archit Organosys
Megri Soft
Bharat Road
Hardwyn India
Piramal Enterp.
Prozone Realty
Amraworld Agrico
Hexa Tradex
Seasons Textiles
Tridhya Tech
Orient Press
Gautam Exim
Mega Flex Plast.
IndiaNivesh
Cindrella Fin.
Gagan Gases
Prism Johnson
Pro Fin Capital
Everest Inds.
Lyka Labs
Rita Finance and
Greaves Cotton
Sarthak Industri
Bartronics India
Integ. Proteins
Indowind Energy
KG Petrochem
Tejas Networks
Fine Line Cir.
Ace Men
Laxmi Cotspin
Paragon Finance
Indian CardCloth
Adjia Tech
Vivid Global
Thirdwave Fin.
Natraj Proteins
Parshva Enterpr.
Himalaya Food
Neelkanth
Mukesh Babu Fin.
Music Broadcast
Inox Green
Madhav Copper
GSS Infotech
Kesar Enterprise
Mayur Floorings
Yatra Online
Amforge Inds.
CitiPort Fin.
Indian Terrain
Kesar Petroprod.
Aryan Share
Digidrive Dist.
Gujarat Cotex
SPML Infra
KCL Infra
India Cem. Cap.
Janus Corporatio
Eureka Forbes
Biogen Pharma
Pacific Inds
DCM Nouvelle
Unishire Urban
