Security Code,Company Name
532455,Shalimar Wires Industries Ltd.
532457,Gulshan Polyols Ltd.
532460,Ponni Sugars (Erode) Ltd.
532461,Punjab National Bank
532466,Oracle Financial Services Software Limited
532467,Hazoor Multi Projects Limited
532468,Kama Holdings Limited
532475,Aptech Ltd.
532477,Union Bank of India
532478,United Breweries Ltd.
532479,ISMT Limited
532481,Noida Toll Bridge Company Ltd
532482,Granules India Ltd.
532483,Canara Bank
532485,Balmer Lawrie Investments Ltd.
532486,Pokarna Ltd.
532488,Divi's Laboratories Ltd.
532493,Astra Microwave Products Ltd.
532497,Radico Khaitan Ltd.
532500,Maruti Suzuki India  Ltd.
532503,Rajapalayam Mills Limited
532504,Navin Fluorine International Limited
532505,UCO Bank
532507,B.A.G. Films & Media Ltd
532508,Jindal Stainless Limited
532509,Suprajit Engineering Ltd.
532513,TVS Electronics Ltd.
532514,Indraprashtha Gas Ltd.
532515,T.V.Today Network Limited
532521,Palred Technologies Limited
532522,PETRONET LNG LTD.
532523,Biocon Ltd.
532524,PTC India Ltd
532525,Bank of maharashtra
532527,ramkrishna forgings Ltd.
532528,Datamatics Global Services Limited
532529,New Delhi Television Limited
532531,STRIDES PHARMA SCIENCE LIMITED
532532,Jaiprakash Associates Limited
532538,UltraTech Cement Ltd
532539,UNO Minda Limited
532540,Tata Consultancy Services Ltd.
532541,COFORGE LIMITED
532543,GP Petroleums Limited
532548,Century Plyboards (India) Ltd.
532553,Welspun Enterprises Limited
532555,NTPC Limited
532604,S.A.L. Steel Ltd.
532605,JBM Auto Limited
532610,Dwarikesh Sugar Industries Ltd.
532612,Indoco Remedies Ltd.
532613,VIP Clothing Limited
532614,Impex Ferro tech Ltd.
532616,Xchanging Solutions Limited
532617,Jet Airways (India) Ltd
532624,Jindal Photo Limited
532626,Pondy Oxides & Chemicals Limited
532627,Jaiprakash Power Ventures Limited
532628,3i Infotech limited
532629,McNally Bharat Engineering Company Limited
532630,Gokaldas Exports Ltd
532633,Allsec Technologies Ltd.
532636,IIFL FINANCE LIMITED 
532637,Mangalam Drugs and Organics Ltd.
532638,Shoppers Stop Ltd
532640,Cyber Media (India) Ltd.
532641,Nandan Denim Limited
532642,JSW Holdings Limited
532644,J.K. CEMENT LTD
532645,Beeyu Overseas Ltd.
532648,Yes Bank Ltd.
532649,Nectar Lifesciences Limited
532650,MSP STEEL & POWER LTD.
532651,SPL INDUSTRIES LIMITED
532652,Karnataka Bank Ltd.
532654,McLeod Russel India Limited
532656,FACOR Alloys Limited
532659,IDFC LIMITED
532661,Rane (Madras)  Ltd.
532662,HT Media Ltd
532663,Sasken Technologies Limited
532666,FCS Software Solutions Ltd.
532667,SUZLON ENERGY LTD.
532668,Aurionpro Solutions Ltd.
532670,Shree Renuka Sugars Ltd.
532673,K. M. Sugar Mills Ltd.
532674,Bannari Amman Spinning Mills Ltd
532676,PBA INFRASTRUCTURE LTD.
532683,AIA Engineering Ltd.
532684,Everest Kanto Cylinders Ltd.
532686,Kernex Microsystems (India) Ltd.
532687,Repro India Ltd.
532689,PVR INOX LIMITED
532694,Bartronics India Ltd.
532695,Celebrity Fashions Ltd.
532698,Nitin Spinners Ltd.
532699,Royal Orchid Hotels Ltd
532700,Entertainment Network (India) Ltd
532701,CELLA SPACE LIMITED
532702,Gujarat State Petronet Ltd.
532705,Jagran Prakashan Limited
532707,Dynemic Products Ltd.
532708,GVK Power & Infrastructure Ltd
532710,Sadbhav Engineering Ltd.
532713,Sakuma Exports Ltd.
532714,KEC International Ltd.
532716,Gillanders Arbuthnot & Co. Ltd.
532717,Indo Tech Transformers Limited
532719,B L Kashyap and Sons Ltd
532720,Mahindra & Mahindra Financial Services Limited
532722,Nitco Ltd.
532723,MPDL LIMITED
532725,Solar Industries India Limited
532726,GALLANTT ISPAT LIMITED
532728,Malu Paper Mills Limited
532729,Uttam Sugar Mills Ltd
532730,STL Global Ltd
532732,Kewal Kiran Clothing Ltd.
532733,SUN TV NETWORK LIMITED
532734,GODAWARI POWER AND ISPAT LTD.
532735,R Systems International Limited
532737,Emkay Global Financial Services Ltd
532738,Tantia Constructions Limited
532740,Lokesh Machines Limited
532741,Kamdhenu Limited
532742,PAUSHAK LIMITED (formerly known as Darshak Limited)
532744,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.)
532745,Inditrade Capital Limited
532748,Prime Focus Limited
532749,Allcargo Logistics Ltd
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED
532755,Tech Mahindra Limited
532756,CIE Automotive India Limited
532757,VOLTAMP TRANSFORMERS LIMITED
532759,ATLANTAA LIMITED
532760,DEEP ENERGY RESOURCES LIMITED
532761,HOV Services Limited
532762,Action Construction Equipments Ltd.
532764,GeeCee Ventures Limited
532766,Richa Industries Limited
532767,Gayatri Projects Limited
532768,FIEM INDUSTRIES LIMITED
532771,JHS Svendgaard Laboratories Ltd.
532772,DCB Bank Limited
532773,Global Vectra Helicorp Ltd.
532774,Inspirisys Solutions Limited
532775,GTL Infrastructure Limited
532776,SHIVAM AUTOTECH LIMITED
532777,Info Edge(India) Ltd.
532779,TORRENT POWER LIMITED
532780,Parsvnath Developers Ltd.
532782,SUTLEJ TEXTILES & INDUSTRIES LIMITED
532783,LT Foods Limited
532784,Sobha Limited
532785,Ruchira Papers Ltd
532790,TANLA PLATFORMS LIMITED
532794,Zee Media Corporation Limited
532795,Siti Networks Limited
532796,Lumax Auto Technologies Ltd.
532797,AUTOLINE INDUSTRIES LTD.
532798,Network 18 Media & Investments Limited
532799,Hubtown Limited
532800,TV18 Broadcast Ltd.
532801,Cambridge Technology Enterprises Ltd.
532804,Technocraft Industries (India) Ltd.
532805,Redington Limited
532806,AI CHAMPDANY INDUSTRIES LIMITED
532807,Cineline India Limited
532808,Pearl Global Industries Limited
532809,Firstsource Solutions Ltd.
532810,Power Finance Corporation Ltd
532811,Ahluwalia Contracts (India) Ltd
532812,Transwarranty Finance Limited
532814,Indian Bank
532815,SMS Pharmaceuticals Ltd
532817,Oriental Trimex Limited
532820,E-Land Apparel Limited
532822,VODAFONE IDEA LIMITED
532825,JAGJANANI TEXTILES LIMITED
532826,Raj Television Network Ltd
532827,Page Industries Ltd.
532828,AMD Industries Ltd
532829,LEHAR FOOTWEARS LIMITED
532830,ASTRAL LIMITED
532832,EQUINOX INDIA DEVELOPMENTS LIMITED
532834,Camlin Fine Sciences Ltd
532835,ICRA Limited
532839,Dish TV India Limited
532841,SAHYADRI INDUSTRIES LTD.
532842,Sree Rayalaseema Hi-Strength Hypo Limited
532843,Fortis Healthcare Ltd
532845,TGB Banquets and Hotels Limited
532847,HILTON METAL FORGING LIMITED
532848,Delta Corp Limited
532850,MIC Electronics Limited
532851,Insecticides India Ltd.
532853,Asahi Songwon Colors Ltd.
532855,Haryana Capfin Ltd.
532856,Time Technoplast Limited
532859,Hinduja Global Solutions Limited
532864,Nelcast Limited
532867,V2 Retail Limited
532868,DLF LIMITED
532869,Tarmat Limited
532870,Ankit Metal  & Power Limited
532872,Sun Pharma Advanced Research Company Ltd.
532875,Allied Digital Services Limited
532878,Alpa Laboratories Limited
532879,Sir Shadi Lal Enterprises Ltd
532880,OMAXE LIMITED
532884,Refex Industries Limited
532885,Central Bank of India
532886,SEL Manufacturing Company Limited
532888,ASIAN GRANITO INDIA LIMITED
532889,K.P.R. Mill Ltd.
532890,Take Solutions Ltd
532891,Puravankara Limited
532892,Motilal Oswal Financial Services Limited
532893,VTM Ltd
532894,Indowind Energy Ltd.
532895,Nagreeka Capital & Infrastructure Limited
532896,MAGNUM VENTURES LIMITED
532898,POWER GRID CORPORATION OF INDIA LIMITED
532899,Kaveri Seed Company Ltd
532900,PAISALO DIGITAL LIMITED
532904,Supreme Infrastructure India Limited
532906,MAAN ALUMINIUM LIMITED
532907,IL&FS Engineering and Construction Company Ltd
532911,PARLE INDUSTRIES LIMITED
532915,Religare Enterprises Ltd
532916,BARAK VALLEY CEMENTS LIMITED
532918,RATHI BARS LIMITED
532921,Adani Ports and Special Economic Zone Ltd
532922,Edelweiss Financial Services Ltd.
532923,RENAISSANCE GLOBAL LIMITED
532924,Kolte-Patil Developers Ltd
532925,Kaushalya Infrastructure Development Corporation Ltd
532926,JYOTHY LABS LIMITED
532927,eClerx Services Limited
532928,Transformers and Rectifiers (India) Limited
532929,Brigade Enterprises Limited
532930,BGR ENERGY SYSTEMS LIMITED
532931,Burnpur Cement Limited
532932,MANAKSIA LIMITED
532933,PORWAL AUTO COMPONENTS LIMITED
532934,PPAP Automotive Limited
532935,Aries Agro Limited
532937,Kuantum Papers Limited
532939,Reliance Power Limited
532940,J. Kumar Infraprojects Limited
532941,Cords Cable Industries Limited
532942,KNR Constructions Limited
532944,OnMobile Global Ltd.
532945,SEPC LIMITED
532946,Bang Overseas Ltd
532947,IRB Infrastructure Developers Limited
532951,GSS Infotech Ltd
532952,Nahar Capital & Financial Services Ltd.
532953,V-Guard Industries Ltd.
532955,REC LIMITED
532957,GOKAK TEXTILES LTD.
532960,Dhani Services Limited
532966,TITAGARH RAIL SYSTEMS LIMITED
532967,KIRI INDUSTRIES LIMITED
532974,Aditya Birla  Money Ltd
532975,TELOGICA LIMITED
532976,Jai Balaji Industries Limited
532977,Bajaj Auto Limited
532978,Bajaj Finserv Limited
532980,Gokul Refoils and Solvent Limited
532983,RPG Life Sciences Limited
532985,Kotak Mahindra Mutual Fund
532986,Niraj Cement Structurals Limited
532987,Rane Brake Lining Limited
532988,Rane Engine Valve Limited
532989,Bafna Pharmaceuticals Limited
532992,CHL Limited
532993,SEJAL GLASS LIMITED
532994,Archidply Industries Limited
532998,Lotus Eye Hospital And Institute Limited
533001,SOMI CONVEYOR BELTINGS LIMITED
533007,LGB Forge Limited
533012,Landmark Property Development Company Ltd.
533014,Sicagen India Limited
533018,SIMPLEX MILLS COMPANY LIMITED
533019,SIMPLEX PAPERS LTD.
533022,20 Microns Limited
533023,ZF Commercial Vehicle Control Systems India Limited
533029,Alkali Metals Limited
533033,ISGEC Heavy Engineering Limited
533047,Indian Metals & Ferro Alloys Limited
533048,Teamo Productions HQ Limited
533056,VEDAVAAG Systems Limited
533078,Manjeera Constructions Limited
533080,Mold-Tek Packaging Limited
533088,Mahindra Holidays & Resorts India Limited
533090,Excel Realty N Infra Limited
533093,RAJ OIL MILLS LIMITED
533095,Bengal & Assam Company Limited
533096,Adani Power Limited
533098,NHPC Limited
533101,Suryaamba Spinning Mills Limited
533104,Globus Spirits Limited
533106,Oil India Limited
533108,Bhilwara Technical Textiles Limited
533110,Shree Precoated Steels Limited
533121,EXPLEO SOLUTIONS LIMITED
533122,RattanIndia Power Limited
533137,DEN Networks Limited
533138,ASTEC LIFESCIENCES LIMITED
533146,D-Link (India) Ltd
533148,JSW Energy Limited
533149,Yunik Managing Advisors Limited
533150,Godrej Properties Limited
533151,D.B.Corp Limited
533152,MBL Infrastructure Ltd
533155,Jubilant Foodworks Limited
533156,Vascon Engineers Limited
533158,Thangamayil Jewellery Limited
533160,VALOR ESTATE LIMITED
533161,Emmbi Industries Limited
533162,Hathway Cable & Datacom Limited
533163,ARSS Infrastructure Projects Limited
533164,Texmo Pipes and Products Limited
533166,Sundaram Multi Pap Ltd.
533167,Coromandel Engineering Company Limited
533168,Rossell India Limited
533169,MAN INFRACONSTRUCTION LIMITED
533170,TAMBOLI INDUSTRIES LIMITED
533177,IL&FS Transportation Networks Limited
533179,Persistent Systems Limited
533181,Intrasoft Technologies Limited
533192,K C P SUGAR AND INDUSTRIES CORPORATION LTD.
533193,KIRLOSKAR ELECTRIC COMPANY LTD.
533202,SATCHMO HOLDINGS LIMITED
533203,TARAPUR TRANSFORMERS LIMITED
533206,SJVN LIMITED
533208,Emami Paper Mills Ltd.
533210,Kriti Nutrients Ltd
533212,GKB Ophthalmics Ltd.
533217,Hindustan Media Ventures Limited
533218,EMAMI REALTY LIMITED
533227,Asian Hotels (East) Limited
533229,BAJAJ CONSUMER CARE LIMITED
533239,Prakash Steelage Limited
533248,Gujarat Pipavav Port Limited
533252,Welspun Investments and Commercials Ltd.
533259,Sastasundar Ventures Limited
533260,Career Point Limited
533261,Eros International Media Limited
533262,Ramky Infrastructure Limited
533263,Orient Green Power Company Limited
533267,CANTABIL RETAIL INDIA LIMITED
533268,SEA TV Network Limited
533269,VA Tech Wabag Limited
533270,Bedmutha Industries Limited
533271,Ashoka Buildcon Limited
533272,JUPITER WAGONS LIMITED
533273,OBEROI REALTY LIMITED
533274,Prestige Estates Projects Limited
533275,SHAH METACORP LIMITED
533278,Coal India Limited
533282,GRAVITA INDIA LIMITED
533284,RPP INFRA PROJECTS LIMITED
533285,RDB Realty & Infrastructure Limited
533286,MOIL Limited
533287,ZEE LEARN LIMITED
533289,Kesar Terminals & Infrastructure Limited
533292,A2Z Infra Engineering Limited
533293,Kirloskar Oil Engines Limited
533294,Ravi Kumar Distilleries Limited
533295,PUNJAB & SIND BANK
533296,Future Market Networks Limited
533298,Surana Solar Limited
533301,Shekhawati Poly-Yarn Limited
533302,Kalyani Investment Company Limited
533303,BF Investment Limited
533306,SUMMIT SECURITIES LTD.
533315,Innovassynth Investments Limited
533316,STEL HoldingsÂ Limited
533317,OMKAR SPECIALITY CHEMICALS LIMITED
533320,Jubilant Industries Limited
533326,Texmaco Rail & Engineering Limited
533329,Indian Terrain Fashions Limited
533333,Fineotex Chemical Limited
533336,Dhunseri Investments Ltd
533339,Zen Technologies Ltd.
533343,Lovable Lingerie Limited
533344,PTC India Financial Services Limited
533398,MUTHOOT FINANCE LIMITED
533407,CIL Nova Petrochemicals Limited
533427,VMS INDUSTRIES LIMITED
533451,Karma Energy Limited
533452,DELPHI WORLD MONEY LIMITED
533470,Rushil Decor Limited
533477,Enkei wheels (India) Limited
533482,Kridhan Infra Limited
533506,INVENTURE GROWTH & SECURITIES LIMITED
533519,L&T Finance Limited
533520,Yaari Digital Integrated Services Ltd
533540,Tree House Education & Accessories Limited
533543,BROOKS LABORATORIES LIMITED
533552,RUPA & COMPANY LIMITED
533553,TD Power Systems Ltd
533573,ALEMBIC PHARMACEUTICALS LIMITED
533576,Vaswani Industries Limited
533581,PG Electroplast Limited
533602,Lesha Industries Limited
533608,RDB Rasayans Limited
533629,TIJARIA POLYPIPES LIMITED
533632,Onelife Capital Advisors Ltd
533638,FLEXITUFF VENTURES INTERNATIONAL LIMITED
533655,Triveni Turbine Limited
533676,Indo Thai Securities Limited
533704,Essar Shipping Ltd
533758,APL Apollo Tubes Limited
533761,GPT Infraprojects limited
533896,Fervent Synergies Limited
533941,THOMAS SCOTT (INDIA) LIMITED
533982,Tera Software Ltd.
534060,PMC Fincorp Limited
534063,Futuristic Solutions Ltd.
534064,Alliance Integrated Metaliks Limited
534076,RHI MAGNESITA INDIA LIMITED
534091,Multi Commodity Exchange of India Ltd
534109,Pyxis Finvest Limited
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED
534190,Olympic Cards Limited
534309,NBCC (India) Limited
534312,MT EDUCARE LIMITED
534328,Hexa Tradex Limited
534338,Maxheights Infrastructure Limited
534369,Tribhovandas Bhimji Zaveri Limited
534392,Vardhman Special Steels Ltd
534422,Looks Health Services Limited
534425,Speciality Restaurants Limited
534532,Lypsa Gems & Jewellery Limited
534597,RATTANINDIA ENTERPRISES LIMITED
534598,Sampann Utpadan India Limited
534600,JTL INDUSTRIES LIMITED
534612,ADVANCE METERING TECHNOLOGY LIMITED
534615,North Eastern Carrying Corporation Limited
534618,WAAREE RENEWABLE TECHNOLOGIES LIMITED
534623,Jupiter Infomedia Limited
534639,VINAYAK POLYCON INTERNATIONAL LIMITED
534659,Jointeca Education Solutions Limited
534674,Ducon Infratechnologies Limited
534675,PROZONE REALTY LIMITED
534680,SRG Housing Finance Limited
534691,Comfort Commotrade Limited
534708,SHANTI GURU INDUSTRIES LIMITED
534732,CASPIAN CORPORATE SERVICES LIMITED
534733,Aerpace Industries Limited
534741,VIRTUAL GLOBAL EDUCATION LTD.
534742,ZUARI AGRO CHEMICALS LIMITED
534748,Steel Exchange India Ltd.
534755,Trio Mercantile & Trading Limited
534758,Cigniti Technologies Ltd
534796,CDG PETCHEM LIMITED
534804,CARE Ratings Limited
534809,PC JEWELLER LIMITED
534816,INDUS TOWERS LIMITED
534976,V-Mart Retail Limited
535136,NIBE LIMITED
535204,Mukta Agriculture Limited
535205,Mystic Electronics Limited
535267,COMFORT FINCAP LIMITED
535276,SBI Mutual Fund
535279,Bothra Metals & Alloys Limited
535322,Repco Home Finance Limited
535387,LAKHOTIA POLYESTERS (INDIA) LIMITED
535431,GCM Securities Limited
535458,NRB INDUSTRIAL BEARINGS LIMITED
535514,Prime Capital Market Limited
535566,KIFS Financial Services Ltd
535601,Sreeleathers Limited
535602,Sharda Motor Industries Ltd
535621,S V Global Mill Limited
535647,SDC TECHMEDIA LIMITED
535648,Just Dial Limited
535657,ObjectOne Information Systems Ltd
535667,India Finsec Limited
535693,BRAHMAPUTRA INFRASTRUCTURE LIMITED
535719,QUEST SOFTECH (INDIA) LIMITED
535730,Khoobsurat Ltd.
535754,ORIENT CEMENT LIMITED
535755,Aditya Birla Fashion and Retail Limited
535789,INDIABULLS HOUSING FINANCE LIMITED
535910,Money Masters Leasing & Finance Limited
535916,Alacrity Securities Limited
535917,GCM Commodity & Derivatives Limited
535958,Integra Essentia Limited
536073,JULIEN AGRO INFRATECH LIMITED
536264,Tiger Logistics (India) Limited
536493,JK Agri Genetics Limited
536507,Future Lifestyle Fashions Limited
536659,PVV Infra Limited
536672,VCU Data Management Limited
536709,IND Renewable Energy Ltd
536710,S R G SECURITIES FINANCE LIMITED
536737,Amrapali Capital and Finance Services Limited
536738,STELLAR CAPITAL SERVICES LIMITED
536773,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED
536846,Yuranus Infrastructure Ltd
536960,Motilal Oswal Mutual Fund
536974,CAPTAIN POLYPLAST LIMITED
537007,ICICI Prudential Mutual Fund
537008,ICICI Prudential Mutual Fund
537069,Arnold Holdings Ltd
537253,Sunil Healthcare Limited
537254,RCI Industries & Technologies Limited
537259,Suyog Telematics Limited
537291,Nath Biogene India Ltd.
537292,Agri-Tech India Ltd.
537326,CHEMTECH INDUSTRIAL VALVES LIMITED
537483,Nippon India Mutual Fund
537536,Denis Chem Lab Limited
537573,Polymac Thermoformers Limited
537582,Unishire Urban Infra Limited
537669,LAXMIPATI ENGINEERING WORKS LIMITED
537707,ETT Limited
537708,Kotak Mahindra Mutual Fund
537709,SHREE HANUMAN SUGAR & INDUSTRIES LTD.
537750,Kiran Vyapar Limited
537766,B.C. Power Controls Limited
537784,Karnimata Cold Storage Limited
537785,RACE ECO CHAIN LIMITED
537800,Mangalam Industrial Finance Limited
537820,VIJI FINANCE LIMITED
537839,PHOENIX TOWNSHIP LIMITED
537840,Raunaq EPC International Limited
537985,INFRONICS SYSTEMS LIMITED
538057,Nippon India Mutual Fund
538081,Haria Apparels Limited
538092,SHRI VASUPRADA PLANTATIONS LIMITED
538119,R&B Denims Limited
538212,SHARP INVESTMENTS LTD
538268,Wonderla Holidays Limited
538273,Response Informatics Limited
538319,GCM Capital Advisors Limited
538351,A.F. Enterprises Limited
538365,INCREDIBLE INDUSTRIES LIMITED
538382,WEST LEISURE RESORTS LIMITED
538395,Nam Securities Ltd.
538401,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD
538402,SPS Finquest Limited
538422,Jackson Investments Limited
538446,MONEYBOXX FINANCE LIMITED
538451,Worth Investment & Trading Co Limited
538452,Quasar India Limited
538464,Thirani Projects Limited
538465,Amarnath Securities Ltd.
538476,Capital Trade Links Limited
538496,Tarini International Limited
538521,YAAN ENTERPRISES LIMITED
538539,J.Taparia Projects Ltd
538540,Ramchandra Leasing & Finance Limited
538542,GoldCoin Health Foods Limited
538546,Bansal Roofing Products Limited
538556,Arman Holdings Limited
538562,Skipper Limited
538563,Adarsh Mercantile Limited
538564,James Warren Tea Limited
538565,Vistar Amar Limited
538567,Gulf Oil Lubricants India Limited
538568,Fruition Venture Limited
538569,Triveni Enterprises Limited
538576,Bhanderi Infracon Limited
538579,ZINEMA MEDIA AND ENTERTAINMENT LIMITED
538596,Quantum Build-Tech Limited
538597,TTI Enterprise Limited
538598,Vishal Fabrics Limited
538607,TOYAM SPORTS LIMITED
538609,Gajanan Securities Services Ltd.
538610,Unison Metals Ltd
538611,Real Touch Finance Limited
538634,Vasundhara Rasayans Ltd.
538635,SNOWMAN LOGISTICS LIMITED
538646,QGO FINANCE LIMITED
538647,Purshottam Investofin Limited
538652,HIND COMMERCE LIMITED
538666,Sharda Cropchem Limited
538667,Sirohia & Sons Limited
538668,Meghna Infracon Infrastructure Limited
538674,City Online Services Limited
538683,Nippon India Mutual Fund
538685,SHEMAROO ENTERTAINMENT LIMITED
538706,Ultracab (India) Limited
538707,Rajasthan Cylinders & Containers Limited
538708,Econo Trade (India) Limited
538713,Atishay Limited
538714,Sangam Finserv Limited
538715,Dhabriya Polywood Limited
538716,Aryaman Capital Markets Limited
538730,PDS LIMITED
538731,HANMAN FIT LIMITED
538732,Vibrant Global Capital Limited
538733,Starlit Power Systems Limited
538734,CEINSYS TECH LIMITED
538742,PANABYTE TECHNOLOGIES LIMITED
538765,JLA Infraville Shoppers Limited
538770,Crane Infrastructure Limited
538772,Niyogin Fintech Limited
538777,ASIA CAPITAL LIMITED
538778,Kalyan Capitals Limited
538787,Goenka Business & Finance Limited
538788,Gilada Finance & Investments Ltd.
538794,Jet Infraventure Limited
538795,Shree Ajit Pulp And Paper Ltd
538817,Captain Pipes Limited
538833,KAIZEN AGRO INFRABUILD LIMITED
538834,JMJ Fintech Limited
538835,INTELLECT DESIGN ARENA LIMITED
538836,Monte Carlo Fashions Limited
538837,Jeevan Scientific Technology Limited
538838,Indo Cotspin Limited
538857,Scintilla Commercial & Credit  Limited
538860,PANAFIC INDUSTRIALS LTD
538862,My Money Securities Ltd.
538863,SRI AMARNATH FINANCE LIMITED
538868,Continental Securities Limited
538874,NEXUS SURGICAL AND MEDICARE LIMITED
538875,SELLWIN TRADERS LIMITED
538881,Galada Finance Limited
538882,Emerald Finance Limited
538890,M. K. Exim (India) Ltd.
538891,MAGELLANIC CLOUD LIMITED
538894,Octal Credit Capital Ltd.
538895,Mihika Industries Ltd.
538896,Kanchi Karpooram Ltd.
538897,Shri Niwas Leasing and Finance Limited
538902,Dhunseri Tea & Industries Ltd
538918,Vani Commercials Limited
538919,SKYLINE VENTURES INDIA  LIMITED
538920,VINTAGE COFFEE AND BEVERAGES LIMITED
538921,Raghuvansh Agrofarms Limited
538922,COSYN Limited
538923,SOFCOM SYSTEMS LIMITED
538926,Naturite Agro Products Limited
538928,Karnavati Finance Limited
538935,Abhishek Finlease limited
538942,Mercantile Ventures Limited
538943,Sonal Mercantile Limited
538952,Abhinav Leasing & Finance Limited
538961,GENUS PAPER & BOARDS LIMITED
538962,Minda Corporation Limited
538964,Mercury Laboratories Limited
538965,Concord Drugs Limited
538970,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED
538975,Shree Securities Ltd.
538979,Greenlam Industries Ltd
538987,TALBROS ENGINEERING LIMITED
538992,Sar  Auto Products Limited
539005,JAYATMA ENTERPRISES LIMITED
539006,PTC Industries Ltd.
539011,CHENNAI FERROUS INDUSTRIES LIMITED
539012,Megri Soft Limited
539013,GITA RENEWABLE ENERGY LIMITED
539016,Neil Industries Ltd.
539017,STAR HOUSING FINANCE LIMITED
539018,Beekay Steel Industries Ltd.
539026,SSPN Finance Limited
539031,SBI Mutual Fund
539032,Fraser And Company Limited
539040,Tirupati Tyres Ltd.
539041,GANESHA ECOVERSE LIMITED
539042,AGI Infra Limited
539044,Manaksia Steels Limited
539045,Manaksia Aluminium Company Ltd
539046,Manaksia Coated Metals & Industries Ltd
539056,IMAGICAAWORLD ENTERTAINMENT LIMITED
539083,Inox Wind Limited
539090,Rajputana Investment and Finance Ltd.
539091,Consecutive Investments & Trading Company Limited
539096,Aananda Lakshmi Spinning Mills Limited
539097,UR SUGAR INDUSTRIES LIMITED
539098,Filtra Consultants and Engineers Limited
539099,Athena Constructions Limited
539110,Northlink Fiscal And Capital Services Ltd.
539111,SHESHADRI INDUSTRIES LIMITED
539112,SAB INDUSTRIES LIMITED
539113,Paul Merchants Ltd.
539115,Alan Scott Industries Ltd.
539116,O. P. Chains Limited
539117,Sujala Trading & Holdings Ltd.
539118,VRL Logistics Limited
539119,Jain Marmo Industries Ltd.
539120,Bangalore Fort Farms Limited
539121,Palco Metals Limited
539123,V B INDUSTRIES LIMITED
539124,Sarvottam Finvest Limited
539126,MEP Infrastructure Developers Limited
539132,Wardwizard Foods and Beverages Limited
539141,UFO Moviez India Limited
539143,PANTH INFINITY LIMITED
539148,Shivalik Rasayan Ltd.
539149,Integrated Capital Services Ltd
539150,PNC Infratech Limited
539151,Arfin India Limited
539167,Virat Leasing Limited
539174,Helpage Finlease Ltd.
539175,Indra Industries Ltd.
539176,Hawa Engineers ltd.
539177,Authum Investment & Infrastructure Limited
539189,Adhbhut Infrastructure Ltd.
539190,Decillion Finance Ltd.
539195,POCL ENTERPRISES LTD
539196,Amba Enterprises Ltd.
539198,Capfin India Limited
539199,SG FINSERVE LIMITED
539201,SATIA INDUSTRIES LIMITED
539206,GENOMIC VALLEY BIOTECH LIMITED
539216,GARMENT MANTRA LIFESTYLE LIMITED
539217,Srestha Finvest Limited
539218,Saumya Consultants Ltd.
539219,MAURIA UDYOG LIMITED
539220,Mishka Exim Limited
539221,Sportking India Ltd.
539222,GROWINGTON VENTURES INDIA LIMITED
539224,HCKK Ventures Limited
539226,RUDRA GLOBAL INFRA PRODUCTS LIMITED
539227,Loyal Equipments Limited
539228,Gala Global Products Limited
539230,Chemiesynth (Vapi) Limited
539246,Jyotirgamya Enterprises Limited
539251,Balkrishna Paper Mills Ltd
539252,Shyam Century Ferrous Limited
539253,Surya India Limited
539254,Adani Energy Solutions Limited
539255,STAR DELTA TRANSFORMERS LIMITED
539265,Amrapali Fincap Limited
539267,SAMSRITA LABS LIMITED
539268,Syngene International Limited
539273,PECOS Hotels And Pubs Limited
539275,Mangalam Seeds Limited
539276,Kaya Limited
539277,Alstone Textiles (India) Limited
539278,Symbiox Investment & Trading Co. Ltd.
539287,Ortin Laboratories Limited
539288,Avi Polymers Ltd.
539289, Aurum PropTech Limited
539290,Oswal Greentech Limited
539291,Vasudhagama Enterprises Limited
539300,A.K. Spintex Ltd.
539301,Arvind SmartSpaces Limited
539302,Power Mech Projects Limited
539309,Rama Steel Tubes Limited
539310,THINKINK PICTUREZ LIMITED
539312,UTI Mutual Fund
539313,UTI Mutual Fund
539314,Universal Autofoundry Limited
539331,VETO SWITCHGEARS AND CABLES LIMITED
539332,Navkar Corporation Limited
539334,Shree Pushkar Chemicals & Fertilisers Limited
539336,Gujarat Gas Limited
539337,WAAREE TECHNOLOGIES LIMITED 
539346,Sadbhav Infrastructure Project Limited
539353,SAL AUTOMOTIVE LIMITED
539354,POLYSPIN EXPORTS LIMITED
539359,Pritika Auto Industries Limited
539378,Soni Medicare Limited
539383,Mahaveer Infoway Limited
539384,Krishna Capital And Securities Limited
539391,Acme Resources Limited
539393,Kabra Commercial Limited
539398,Vishal Bearings Limited
539399,Bella Casa Fashion & Retail Limited
539400,MALLCOM (INDIA) LTD.
539401,Patdiam Jewellery Limited
539402,Naksh Precious Metals Limited
539404,SATIN CREDITCARE NETWORK LIMITED
539405,Decorous Investment and Trading Co. Ltd.
539406,Swagtam Trading & Services Limited
539407,Generic Engineering Construction and Projects Limited
539408,Kuber Udyog Limited
539409,NEERAJ PAPER MARKETING LIMITED
539428,Tejnaksh Healthcare Limited
539434,Brilliant Portfolios Ltd.
