Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,53.12,53.12,51.40,52.63,52.358641301224208287,17399,543,910988.00,14334,82.38,1.72,-0.49
27-June-2024,55.12,55.84,51.56,51.94,53.450374126522787706,16171,354,864346.00,10856,67.13,4.28,-3.18
26-June-2024,53.98,55.40,53.75,54.43,54.426197024812941767,33813,512,1840313.00,21930,64.86,1.65,0.45
25-June-2024,55.79,55.79,52.05,53.00,53.505229240053521203,36621,810,1959415.00,25822,70.51,3.74,-2.79
24-June-2024,49.49,52.94,49.39,52.78,51.190338790727832711,30845,639,1578966.00,19377,62.82,3.55,3.29
21-June-2024,48.95,48.97,47.98,48.13,48.240567799775868509,2677,57,129140.00,2201,82.22,0.99,-0.82
20-June-2024,50.34,50.34,47.70,47.76,48.398558883134429182,4441,140,214938.00,3040,68.45,2.64,-2.58
19-June-2024,49.56,49.56,47.76,48.16,48.444097138735272902,16636,240,805916.00,12805,76.97,1.80,-1.40
18-June-2024,50.60,51.12,48.50,49.46,50.016586969515839808,26768,173,1338844.00,22381,83.61,2.62,-1.14
14-June-2024,47.32,50.00,46.15,49.61,49.023087836966335612,23259,432,1140228.00,16397,70.50,3.85,2.29
13-June-2024,44.87,46.36,44.60,45.94,45.457069784435513335,16422,311,746496.00,13227,80.54,1.76,1.07
12-June-2024,44.49,44.50,43.10,44.38,44.018948793142341529,4433,38,195136.00,3861,87.10,1.40,-0.11
11-June-2024,44.61,44.61,41.87,43.26,43.225475246518247433,19674,274,850418.00,13479,68.51,2.74,-1.35
10-June-2024,41.00,44.39,41.00,43.76,43.617615658362989323,5620,158,245131.00,4986,88.72,3.39,2.76
7-June-2024,44.06,45.10,42.99,43.34,43.943360304616849119,6303,124,276975.00,5113,81.12,2.11,-0.72
6-June-2024,44.74,45.00,43.50,44.31,44.084394484938965486,11387,162,501989.00,7308,64.18,1.50,-0.43
5-June-2024,41.25,43.86,40.72,43.76,42.735100788781770376,4564,84,195043.00,3715,81.40,3.14,2.51
4-June-2024,44.00,44.63,42.42,42.44,43.365638218462304055,16076,171,697146.00,13551,84.29,2.21,-1.56
3-June-2024,46.58,46.60,44.40,44.65,45.242713882795361955,6382,100,288739.00,4179,65.48,2.20,-1.93
31-May-2024,48.00,48.00,44.32,44.56,45.139841986455981941,8860,120,399939.00,6664,75.21,3.68,-3.44
30-May-2024,50.05,50.05,46.40,46.65,47.209474701901385755,6206,100,292982.00,5221,84.13,3.65,-3.40
29-May-2024,50.84,50.84,46.51,48.42,49.817612732095490716,160225,856,7982027.00,101229,63.18,4.33,-2.42
28-May-2024,48.42,48.42,48.42,48.42,48.419978700745473908,23475,70,1136659.00,23474,100.00,0.00,0.00
27-May-2024,46.12,46.12,46.12,46.12,46.119980195841126636,18178,54,838369.00,18178,100.00,0.00,0.00
