Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,400.00,405.55,386.20,391.40,392.731121780881711043,2291,266,899747.00,1379,60.19,19.35,-8.60
27-June-2024,395.00,405.85,391.80,395.90,397.427277302466029189,1987,240,789688.00,1124,56.57,14.05,0.90
26-June-2024,402.45,407.10,398.65,399.65,402.697889861039629439,1943,185,782442.00,1224,63.00,8.45,-2.80
25-June-2024,404.25,409.00,395.15,402.05,403.510875525498080789,5471,482,2207608.00,2849,52.07,13.85,-2.20
24-June-2024,399.00,405.00,397.10,399.55,400.794289645682834537,2907,250,1165109.00,1865,64.16,7.90,0.55
21-June-2024,414.80,425.75,384.20,401.70,409.467684928048472607,23766,1284,9731409.00,12407,52.20,41.55,-13.10
20-June-2024,385.10,414.80,385.10,409.25,402.134630503144654088,15264,1259,6138183.00,9824,64.36,29.70,24.15
19-June-2024,384.00,393.70,384.00,391.40,389.609731113956466069,3905,241,1521426.00,2047,52.42,9.70,7.40
18-June-2024,364.00,392.95,359.75,375.40,375.196104397726645698,18123,844,6799679.00,8606,47.49,33.20,11.40
14-June-2024,374.00,379.95,354.45,358.90,366.387520259319286871,6170,542,2260611.00,4326,70.11,25.50,-15.10
13-June-2024,370.00,387.00,363.25,366.90,372.546931818181818181,8800,656,3278413.00,6105,69.38,23.75,-3.10
12-June-2024,375.00,388.00,360.10,362.20,369.124709527498063516,7746,408,2859240.00,4881,63.01,27.90,-12.80
11-June-2024,371.30,371.30,366.30,367.15,368.439918946301925025,4935,203,1818251.00,4336,87.86,5.00,-4.15
10-June-2024,375.30,389.40,367.80,368.45,375.776308384918401800,7108,568,2671018.00,4736,66.63,21.60,-6.85
7-June-2024,387.05,403.65,381.50,384.60,391.016213983269647836,9683,647,3786210.00,5099,52.66,22.15,-2.45
6-June-2024,364.50,383.95,364.50,383.95,380.397652355684193600,6219,613,2365693.00,2986,48.01,19.45,19.45
5-June-2024,383.00,383.00,355.00,365.70,360.433862433862433862,11718,480,4223564.00,6344,54.14,28.00,-17.30
4-June-2024,382.00,382.00,373.65,373.65,376.866604766326214794,3231,113,1217656.00,2836,87.77,8.35,-8.35
3-June-2024,372.05,393.35,372.05,393.30,391.146465873208647073,4117,237,1610350.00,2551,61.96,21.30,21.25
31-May-2024,377.45,378.70,371.25,374.65,375.636012364760432766,1294,168,486073.00,681,52.63,7.45,-2.80
30-May-2024,382.35,382.35,373.00,374.55,377.564390396008730901,3207,221,1210849.00,2395,74.68,9.35,-7.80
29-May-2024,386.25,395.10,374.50,376.60,382.071629213483146067,2136,228,816105.00,1490,69.76,20.60,-9.65
28-May-2024,419.00,419.00,382.95,389.65,391.881699184983946653,8098,611,3173458.00,5631,69.54,36.05,-29.35
27-May-2024,412.30,429.90,397.70,402.70,405.924958949096880131,6090,331,2472083.00,3210,52.71,32.20,-9.60
24-May-2024,424.15,438.00,413.90,418.50,426.536943184849293144,7498,569,3198174.00,4621,61.63,24.10,-5.65
23-May-2024,428.25,430.00,422.20,424.30,426.176192522561237645,2327,280,991712.00,1429,61.41,7.80,-3.95
22-May-2024,412.00,437.00,412.00,429.05,430.472732843137254901,6528,614,2810126.00,3812,58.39,25.00,17.05
21-May-2024,428.00,428.25,412.65,419.55,420.205295315682281059,4910,581,2063208.00,2311,47.07,15.60,-8.45
18-May-2024,419.00,429.95,418.10,426.55,426.457969865186360031,2522,174,1075527.00,1754,69.55,11.85,7.55
17-May-2024,426.35,426.35,406.30,409.50,415.220504201680672268,11900,1023,4941124.00,6760,56.81,20.05,-16.85
16-May-2024,438.95,440.70,419.55,427.50,434.790964966195451751,16270,815,7074049.00,10813,66.46,21.15,-11.45
15-May-2024,414.75,419.75,408.90,419.75,416.931461049816115011,2991,133,1247042.00,2192,73.29,10.85,5.00
14-May-2024,389.90,399.80,386.50,399.80,394.213207547169811320,530,89,208933.00,340,64.15,13.30,9.90
13-May-2024,382.50,386.15,370.90,380.80,377.121884911644766651,2207,238,832308.00,1198,54.28,15.25,-1.70
10-May-2024,358.00,386.00,358.00,385.55,375.181775700934579439,2140,244,802889.00,788,36.82,28.00,27.55
9-May-2024,386.80,386.80,365.00,372.35,374.157367101965439915,7581,503,2836487.00,5379,70.95,21.80,-14.45
8-May-2024,380.65,386.60,379.00,380.25,381.522075410892684498,3103,274,1183863.00,1925,62.04,7.60,-0.40
7-May-2024,396.95,397.70,378.10,385.45,385.357115604731018695,10484,636,4040084.00,7404,70.62,19.60,-11.50
6-May-2024,407.65,407.65,385.20,397.85,393.942581888246628131,2595,333,1022281.00,1113,42.89,22.45,-9.80
3-May-2024,418.05,418.05,391.10,399.65,400.111071732350439466,14108,943,5644767.00,8922,63.24,26.95,-18.40
2-May-2024,379.35,398.15,379.35,398.15,393.951408406720379738,16011,704,6307556.00,12867,80.36,18.80,18.80
30-April-2024,363.80,380.25,362.05,379.20,376.129923518164435946,10460,267,3934319.00,9799,93.68,18.20,15.40
29-April-2024,362.00,368.90,352.05,362.15,365.213114754098360655,3782,472,1381236.00,2028,53.62,16.85,0.15
26-April-2024,371.65,376.10,353.10,358.10,366.619953368511473800,8149,482,2987586.00,5279,64.78,23.00,-13.55
25-April-2024,364.70,377.00,364.70,371.65,370.329866412213740458,10480,779,3881057.00,6487,61.90,12.30,6.95
