Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,3920.00,3920.00,3615.05,3615.05,3767.500000000000000000,2,2,7535.00,2,100.00,304.95,-304.95
27-June-2024,3737.00,3737.00,3737.00,3737.00,3737.000000000000000000,1,1,3737.00,1,100.00,0.00,0.00
26-June-2024,3922.55,3922.55,3918.75,3918.75,3920.333333333333333333,9,5,35283.00,9,100.00,3.80,-3.80
25-June-2024,4125.00,4125.00,4125.00,4125.00,4125.000000000000000000,1,1,4125.00,1,100.00,0.00,0.00
24-June-2024,3933.00,4051.00,3933.00,3934.00,3992.166666666666666666,6,4,23953.00,6,100.00,118.00,1.00
21-June-2024,3938.00,4140.00,3938.00,4140.00,4005.333333333333333333,3,3,12016.00,3,100.00,202.00,202.00
20-June-2024,3942.00,4145.00,3942.00,4145.00,3962.300000000000000000,10,5,39623.00,10,100.00,203.00,203.00
19-June-2024,4148.95,4148.95,4148.95,4148.95,4148.000000000000000000,1,1,4148.00,1,100.00,0.00,0.00
18-June-2024,3966.55,3966.55,3966.50,3966.50,3966.461538461538461538,13,6,51564.00,13,100.00,0.05,-0.05
14-June-2024,4176.00,4380.00,4175.25,4175.25,4204.714285714285714285,7,6,29433.00,7,100.00,204.75,-0.75
13-June-2024,4056.00,4395.00,4056.00,4395.00,4078.733333333333333333,15,7,61181.00,15,100.00,339.00,339.00
12-June-2024,4000.00,4268.95,4000.00,4268.95,4134.000000000000000000,2,2,8268.00,2,100.00,268.95,268.95
11-June-2024,4069.00,4069.00,4069.00,4069.00,4069.000000000000000000,3,3,12207.00,3,100.00,0.00,0.00
10-June-2024,3690.00,3879.00,3690.00,3879.00,3771.000000000000000000,7,2,26397.00,7,100.00,189.00,189.00
7-June-2024,3700.00,3700.00,3700.00,3700.00,3700.000000000000000000,2,2,7400.00,2,100.00,0.00,0.00
6-June-2024,3950.00,3950.00,3808.55,3827.35,3841.705882352941176470,17,11,65309.00,17,100.00,141.45,-122.65
5-June-2024,4009.00,4009.00,4009.00,4009.00,4009.000000000000000000,2,2,8018.00,2,100.00,0.00,0.00
4-June-2024,4010.05,4219.95,4009.00,4219.95,4024.142857142857142857,14,5,56338.00,14,100.00,210.95,209.90
