Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,1.56,1.59,1.45,1.50,1.575028460921346755,16300421,3379,25673627.00,9751205,59.82,0.14,-0.06
27-June-2024,1.47,1.52,1.45,1.52,1.507171550455910401,8598071,1461,12958768.00,5643501,65.64,0.07,0.05
26-June-2024,1.45,1.45,1.35,1.45,1.441729429509696060,11309903,1468,16305820.00,8775424,77.59,0.10,0.00
25-June-2024,1.39,1.39,1.39,1.39,1.389999945919344109,2588726,315,3598329.00,2394114,92.48,0.00,0.00
24-June-2024,1.30,1.33,1.30,1.33,1.324616185336231086,2023177,604,2679933.00,1542940,76.26,0.03,0.03
21-June-2024,1.22,1.27,1.22,1.27,1.261686563080950292,3286103,684,4146032.00,2713683,82.58,0.05,0.05
20-June-2024,1.18,1.22,1.16,1.21,1.182543923328425629,2693045,628,3184644.00,1560394,57.94,0.06,0.03
19-June-2024,1.20,1.20,1.15,1.18,1.167056113874810018,1344213,434,1568772.00,772631,57.48,0.05,-0.02
18-June-2024,1.18,1.21,1.16,1.18,1.192787208786551519,2227404,1116,2656819.00,1585766,71.19,0.05,0.00
14-June-2024,1.20,1.20,1.14,1.16,1.161043591774099225,2356362,785,2735839.00,1277224,54.20,0.06,-0.04
13-June-2024,1.15,1.19,1.14,1.19,1.180618907979835890,3852786,691,4548672.00,3519144,91.34,0.05,0.04
12-June-2024,1.14,1.17,1.12,1.14,1.152871737006012809,1720161,708,1983125.00,1588953,92.37,0.05,0.00
11-June-2024,1.19,1.21,1.11,1.13,1.150665313547426752,3899139,1034,4486604.00,2668238,68.43,0.10,-0.06
10-June-2024,1.14,1.16,1.12,1.16,1.156228358249527845,1545046,477,1786426.00,1104466,71.48,0.04,0.02
7-June-2024,1.09,1.11,1.08,1.11,1.099227273051593615,1401530,258,1540600.00,1401530,100.00,0.03,0.02
6-June-2024,1.07,1.09,1.02,1.06,1.074222067768091595,745277,543,800593.00,745277,100.00,0.07,-0.01
5-June-2024,1.10,1.12,1.05,1.06,1.064383580427294043,1312726,725,1397244.00,1312726,100.00,0.07,-0.04
4-June-2024,1.15,1.16,1.08,1.10,1.108214151298456906,956520,424,1060029.00,956520,100.00,0.08,-0.05
3-June-2024,1.14,1.16,1.13,1.13,1.145085206162991540,1016065,571,1163481.00,1016065,100.00,0.03,-0.01
31-May-2024,1.12,1.14,1.10,1.11,1.117491734168252710,1539470,570,1720345.00,1539470,100.00,0.04,-0.01
30-May-2024,1.13,1.14,1.10,1.11,1.115771930179405756,1236025,322,1379122.00,1236025,100.00,0.04,-0.02
29-May-2024,1.14,1.14,1.10,1.13,1.123394127490689980,649569,275,729722.00,649569,100.00,0.04,-0.01
28-May-2024,1.17,1.19,1.13,1.14,1.152450495394434302,1076415,391,1240515.00,1076415,100.00,0.06,-0.03
27-May-2024,1.20,1.21,1.16,1.18,1.184076087291842766,1296616,411,1535292.00,1296616,100.00,0.05,-0.02
24-May-2024,1.16,1.16,1.16,1.16,1.159998843381855070,830006,66,962806.00,830006,100.00,0.00,0.00
23-May-2024,1.14,1.14,1.14,1.14,1.139999919676456767,995972,235,1135408.00,995972,100.00,0.00,0.00
22-May-2024,1.17,1.17,1.15,1.16,1.161128705869962612,265862,78,308700.00,265862,100.00,0.02,-0.01
21-May-2024,1.20,1.20,1.17,1.17,1.176024631459189478,1176057,112,1383072.00,1176057,100.00,0.03,-0.03
18-May-2024,1.18,1.19,1.18,1.19,1.187556962632513071,41694,6,49514.00,41694,100.00,0.01,0.01
17-May-2024,1.20,1.20,1.16,1.17,1.176520054015187387,1140420,188,1341727.00,1140420,100.00,0.04,-0.03
16-May-2024,1.17,1.18,1.17,1.18,1.174056658765009909,514660,127,604240.00,514660,100.00,0.01,0.01
15-May-2024,1.16,1.16,1.16,1.16,1.159999496387479473,1111966,91,1289880.00,1111966,100.00,0.00,0.00
14-May-2024,1.11,1.14,1.11,1.14,1.121196199860466318,348303,117,390516.00,348303,100.00,0.03,0.03
13-May-2024,1.12,1.13,1.11,1.12,1.120171931107660765,166811,73,186857.00,166811,100.00,0.02,0.00
10-May-2024,1.15,1.15,1.13,1.13,1.136983769106755397,329988,142,375191.00,329988,100.00,0.02,-0.02
9-May-2024,1.17,1.17,1.15,1.15,1.168551579649755962,557497,167,651464.00,557497,100.00,0.02,-0.02
8-May-2024,1.12,1.15,1.12,1.15,1.123973308389794652,527057,245,592398.00,527057,100.00,0.03,0.03
7-May-2024,1.14,1.14,1.14,1.14,1.139998074839587032,488271,293,556628.00,488271,100.00,0.00,0.00
6-May-2024,1.18,1.18,1.16,1.16,1.169295490904781655,421925,106,493355.00,421925,100.00,0.02,-0.02
3-May-2024,1.19,1.19,1.18,1.18,1.183881885462743795,186734,113,221071.00,186734,100.00,0.01,-0.01
2-May-2024,1.20,1.21,1.19,1.19,1.200040582768556470,739230,297,887106.00,739230,100.00,0.02,-0.01
30-April-2024,1.23,1.23,1.21,1.21,1.225070533123951984,300568,135,368217.00,300568,100.00,0.02,-0.02
29-April-2024,1.21,1.22,1.21,1.21,1.215828556981293381,767322,258,932932.00,767322,100.00,0.01,0.00
26-April-2024,1.23,1.25,1.23,1.23,1.236277685062088083,1696944,295,2097894.00,1696944,100.00,0.02,0.00
25-April-2024,1.25,1.25,1.25,1.25,1.249999082134294767,544742,161,680927.00,544742,100.00,0.00,0.00
24-April-2024,1.27,1.27,1.27,1.27,1.269999918164483931,366589,95,465568.00,366589,100.00,0.00,0.00
23-April-2024,1.29,1.29,1.29,1.29,1.289999217089137412,664188,215,856802.00,664188,100.00,0.00,0.00
22-April-2024,1.35,1.35,1.31,1.31,1.342799761575040771,1894097,114,2543393.00,1894097,100.00,0.04,-0.04
19-April-2024,1.36,1.39,1.31,1.33,1.327254552928961342,3979636,809,5281990.00,3979636,100.00,0.08,-0.03
18-April-2024,1.42,1.44,1.34,1.37,1.415598484261241331,6708280,1768,9496231.00,6708280,100.00,0.10,-0.05
16-April-2024,1.38,1.38,1.35,1.38,1.379197391255052370,5909355,1323,8150167.00,5909355,100.00,0.03,0.00
15-April-2024,1.32,1.32,1.27,1.32,1.318048487012316149,8217747,1754,10831389.00,8217747,100.00,0.05,0.00
12-April-2024,1.26,1.26,1.26,1.26,1.259999101296176015,979188,235,1233776.00,979188,100.00,0.00,0.00
10-April-2024,1.23,1.23,1.17,1.20,1.204025549205735275,910087,532,1095768.00,910087,100.00,0.06,-0.03
9-April-2024,1.26,1.26,1.20,1.21,1.220186287007681912,782878,528,955257.00,782878,100.00,0.06,-0.05
8-April-2024,1.25,1.28,1.21,1.26,1.243153441907765095,868283,530,1079409.00,868283,100.00,0.07,0.01
5-April-2024,1.24,1.24,1.19,1.22,1.202779196925864052,2552392,758,3069964.00,2552392,100.00,0.05,-0.02
4-April-2024,1.32,1.32,1.24,1.25,1.248192255854451825,2235521,800,2790360.00,2235521,100.00,0.08,-0.07
3-April-2024,1.32,1.35,1.26,1.30,1.300336741672155736,1270707,685,1652347.00,1270707,100.00,0.09,-0.02
2-April-2024,1.35,1.35,1.29,1.32,1.328591788684985914,1020202,429,1355432.00,1020202,100.00,0.06,-0.03
1-April-2024,1.31,1.34,1.27,1.32,1.327949747239515968,895314,574,1188932.00,895314,100.00,0.07,0.01
28-March-2024,1.29,1.33,1.23,1.28,1.309079196404468367,2004043,810,2623451.00,2004043,100.00,0.10,-0.01
