Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,240.00,251.00,239.50,247.70,244.901942103334554781,27290,1599,6683374.00,18716,68.58,11.50,7.70
27-June-2024,236.65,240.85,232.25,240.25,237.578493817909329336,5338,340,1268194.00,2536,47.51,8.60,3.60
26-June-2024,240.55,244.35,236.40,239.45,240.644309737974188502,5114,329,1230655.00,2585,50.55,7.95,-1.10
25-June-2024,244.00,244.00,238.40,239.50,240.739961139896373056,12352,500,2973620.00,8854,71.68,5.60,-4.50
24-June-2024,234.00,242.70,232.65,238.45,238.241587175410704822,15096,879,3596495.00,6630,43.92,10.05,4.45
21-June-2024,251.90,251.90,235.40,236.40,241.454415137614678899,13952,727,3368772.00,4962,35.56,16.50,-15.50
20-June-2024,237.30,248.70,237.30,245.00,244.747248661511005353,26896,1587,6582722.00,19475,72.41,11.40,7.70
19-June-2024,243.00,245.00,235.05,237.75,239.986018874519398811,8583,350,2059800.00,4320,50.33,9.95,-5.25
18-June-2024,241.00,245.60,234.60,243.85,242.317904524994077232,33768,1156,8182591.00,19997,59.22,11.00,2.85
14-June-2024,222.00,242.95,219.65,241.05,237.066506774574884059,87976,3860,20856163.00,45489,51.71,23.30,19.05
13-June-2024,218.00,222.60,217.00,218.65,219.777146976660358655,11097,698,2438867.00,4784,43.11,5.60,0.65
12-June-2024,219.00,224.00,219.00,220.00,221.454703328509406657,3455,252,765126.00,1232,35.66,5.00,1.00
11-June-2024,215.00,225.50,215.00,218.75,221.534549625826186704,18307,917,4055633.00,12848,70.18,10.50,3.75
10-June-2024,207.00,224.35,207.00,217.55,218.164934909829212946,25119,1030,5480085.00,18016,71.72,17.35,10.55
7-June-2024,209.95,214.35,209.25,210.90,212.319982065461067105,6691,304,1420633.00,2354,35.18,5.10,0.95
6-June-2024,201.80,214.10,201.80,211.25,209.495752382359459259,13537,495,2835944.00,10816,79.90,12.30,9.45
5-June-2024,194.00,201.50,187.20,199.85,193.878076408196890124,9711,531,1882750.00,4973,51.21,14.30,5.85
4-June-2024,209.50,209.50,186.15,190.20,198.315824541921154913,9005,390,1785834.00,5410,60.08,23.35,-19.30
3-June-2024,216.00,216.00,206.70,207.70,209.866681743653530841,17687,716,3711912.00,12773,72.22,9.30,-8.30
31-May-2024,210.20,217.05,210.20,212.75,214.368389602629220197,3347,217,717491.00,2159,64.51,6.85,2.55
30-May-2024,220.75,220.75,212.65,213.70,215.587238848108413325,1771,130,381805.00,1233,69.62,8.10,-7.05
29-May-2024,214.50,221.35,211.30,216.40,214.822878228782287822,2710,177,582170.00,1642,60.59,10.05,1.90
28-May-2024,223.55,223.55,211.75,212.55,215.162951575710991544,3903,237,839781.00,1295,33.18,11.80,-11.00
27-May-2024,216.10,224.00,214.85,219.15,220.049387416072541011,28894,1273,6358107.00,21894,75.77,9.15,3.05
24-May-2024,212.90,219.35,210.95,217.10,214.885570209464701318,2578,180,553975.00,1283,49.77,8.40,4.20
23-May-2024,213.00,217.30,212.00,213.25,213.322422258592471358,6110,350,1303400.00,2876,47.07,5.30,0.25
22-May-2024,214.25,215.15,211.00,212.80,213.249303621169916434,7180,488,1531130.00,4789,66.70,4.15,-1.45
21-May-2024,216.20,216.20,209.05,210.20,211.738621586475942782,2307,169,488481.00,1235,53.53,7.15,-6.00
