Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-June-2024,150.10,156.10,150.10,152.90,152.611111111111111111,90,5,13735.00,70,77.78,6.00,2.80
26-June-2024,148.35,154.00,148.35,150.05,152.026995305164319248,852,21,129527.00,783,91.90,5.65,1.70
25-June-2024,156.95,157.95,152.95,153.00,155.591760299625468164,801,8,124629.00,666,83.15,5.00,-3.95
24-June-2024,149.05,152.00,148.35,149.10,149.882097791798107255,2536,49,380101.00,2422,95.50,3.65,0.05
21-June-2024,157.95,157.95,148.55,153.85,152.647877013177159590,1366,27,208517.00,1085,79.43,9.40,-4.10
20-June-2024,151.00,153.95,151.00,153.85,152.887096774193548387,62,7,9479.00,42,67.74,2.95,2.85
19-June-2024,159.95,159.95,151.00,151.45,151.480000000000000000,325,18,49231.00,263,80.92,8.95,-8.50
18-June-2024,150.00,154.50,148.10,152.15,150.469704816157431382,1931,24,290557.00,1386,71.78,6.40,2.15
14-June-2024,154.25,154.25,148.00,149.05,150.026578073089700996,301,23,45158.00,255,84.72,6.25,-5.20
13-June-2024,148.00,162.90,145.00,149.75,149.859266892389224201,6793,95,1017994.00,4245,62.49,17.90,1.75
12-June-2024,159.00,159.00,149.00,149.00,151.902173913043478260,92,7,13975.00,52,56.52,10.00,-10.00
11-June-2024,148.15,152.00,148.15,151.95,149.935085007727975270,647,15,97008.00,354,54.71,3.85,3.80
10-June-2024,159.90,159.90,148.35,149.00,149.220512820512820512,390,17,58196.00,292,74.87,11.55,-10.90
7-June-2024,150.00,157.20,149.00,149.20,154.830985915492957746,142,6,21986.00,139,97.89,8.20,-0.80
6-June-2024,154.40,154.40,146.25,150.00,148.437106918238993710,318,16,47203.00,274,86.16,8.15,-4.40
5-June-2024,147.05,148.00,146.00,148.00,146.823708206686930091,329,10,48305.00,318,96.66,2.00,0.95
4-June-2024,149.00,149.40,147.00,147.30,148.850364963503649635,274,18,40785.00,196,71.53,2.40,-1.70
3-June-2024,150.00,158.90,149.15,149.45,153.724890829694323144,687,12,105609.00,622,90.54,9.75,-0.55
31-May-2024,154.80,154.80,144.55,149.15,149.542372881355932203,413,30,61761.00,371,89.83,10.25,-5.65
30-May-2024,150.00,159.00,147.00,151.90,149.406576980568011958,669,23,99953.00,650,97.16,12.00,1.90
29-May-2024,150.25,155.00,145.50,147.95,149.207898658718330849,1342,83,200237.00,1236,92.10,9.50,-2.30
28-May-2024,161.00,161.00,149.20,152.95,155.713789682539682539,2016,38,313919.00,805,39.93,11.80,-8.05
27-May-2024,155.65,160.00,155.65,160.00,155.727272727272727272,55,2,8565.00,54,98.18,4.35,4.35
24-May-2024,155.00,159.90,155.00,155.65,156.171617161716171617,303,13,47320.00,185,61.06,4.90,0.65
23-May-2024,159.00,159.00,153.00,155.60,154.525928521373510861,2854,63,441017.00,1950,68.33,6.00,-3.40
22-May-2024,161.00,161.00,160.05,160.10,160.676470588235294117,34,5,5463.00,34,100.00,0.95,-0.90
21-May-2024,160.05,164.80,160.00,163.05,162.830449826989619377,289,16,47058.00,212,73.36,4.80,3.00
18-May-2024,162.90,162.90,155.60,160.00,160.968944099378881987,161,7,25916.00,159,98.76,7.30,-2.90
17-May-2024,162.90,162.90,162.90,162.90,162.900000000000000000,50,2,8145.00,50,100.00,0.00,0.00
16-May-2024,163.95,163.95,155.00,163.00,160.889352818371607515,479,20,77066.00,429,89.56,8.95,-0.95
15-May-2024,164.00,164.00,164.00,164.00,164.000000000000000000,97,4,15908.00,97,100.00,0.00,0.00
14-May-2024,164.00,164.00,164.00,164.00,164.000000000000000000,15,1,2460.00,15,100.00,0.00,0.00
13-May-2024,154.05,164.85,154.05,163.85,161.310526315789473684,190,7,30649.00,165,86.84,10.80,9.80
10-May-2024,158.70,166.45,153.50,154.00,154.426229508196721311,122,11,18840.00,111,90.98,12.95,-4.70
8-May-2024,158.65,158.70,158.65,158.70,158.673333333333333333,150,3,23801.00,75,50.00,0.05,0.05
7-May-2024,162.00,162.00,158.10,158.30,159.901337792642140468,598,18,95621.00,568,94.98,3.90,-3.70
6-May-2024,161.25,166.45,159.85,160.00,160.177283192632386799,1303,31,208711.00,1170,89.79,6.60,-1.25
3-May-2024,162.25,166.75,161.10,161.20,162.664285714285714285,420,11,68319.00,310,73.81,5.65,-1.05
2-May-2024,162.10,162.10,162.10,162.10,162.093023255813953488,43,3,6970.00,43,100.00,0.00,0.00
30-April-2024,179.40,179.40,161.70,166.95,168.080808080808080808,693,19,116480.00,408,58.87,17.70,-12.45
29-April-2024,169.00,169.00,160.00,160.70,160.627260083449235048,719,24,115491.00,407,56.61,9.00,-8.30
26-April-2024,166.85,174.00,161.00,168.90,167.802469135802469135,81,16,13592.00,56,69.14,13.00,2.05
25-April-2024,161.00,168.30,160.00,168.30,163.896860986547085201,223,5,36549.00,120,53.81,8.30,7.30
24-April-2024,165.10,168.95,160.00,161.00,163.389473684210526315,95,9,15522.00,71,74.74,8.95,-4.10
22-April-2024,162.80,164.75,159.05,164.75,164.419703103913630229,741,12,121835.00,690,93.12,5.70,1.95
19-April-2024,161.20,161.20,161.15,161.15,161.166666666666666666,24,3,3868.00,22,91.67,0.05,-0.05
18-April-2024,161.30,161.30,158.35,161.20,159.415384615384615384,130,8,20724.00,94,72.31,2.95,-0.10
16-April-2024,164.90,164.90,157.00,162.60,162.106976744186046511,215,7,34853.00,148,68.84,7.90,-2.30
15-April-2024,157.00,157.00,157.00,157.00,157.000000000000000000,5,1,785.00,5,100.00,0.00,0.00
10-April-2024,160.40,171.00,160.20,160.55,164.928571428571428571,406,10,66961.00,226,55.66,10.80,0.15
