Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,1295.00,1298.95,1261.55,1280.80,1279.354027664768104149,49160,4034,62893044.00,15947,32.44,37.40,-14.20
27-June-2024,1321.85,1325.55,1260.10,1274.95,1296.273952323935996516,45935,3473,59544344.00,12354,26.89,65.45,-46.90
26-June-2024,1217.80,1348.00,1211.05,1322.80,1283.424458255833295528,198387,12585,254614728.00,96050,48.42,136.95,105.00
25-June-2024,1189.95,1247.90,1186.55,1212.20,1218.486596523330283623,65580,5218,79908351.00,17051,26.00,61.35,22.25
24-June-2024,1163.95,1195.00,1145.10,1185.20,1174.278007451640892155,58779,3965,69022887.00,25118,42.73,49.90,21.25
21-June-2024,1182.05,1185.80,1152.40,1170.45,1169.675366813104775030,69654,5164,81472568.00,25573,36.71,33.40,-11.60
20-June-2024,1169.90,1219.85,1153.30,1190.65,1186.298234200239632635,184449,10600,218811523.00,77794,42.18,66.55,20.75
19-June-2024,1144.00,1174.95,1120.05,1144.35,1151.903620732099910996,105614,6831,121657149.00,44119,41.77,54.90,0.35
18-June-2024,1140.00,1144.75,1105.90,1130.05,1123.053502196950116309,23214,1199,26070564.00,7662,33.01,38.85,-9.95
14-June-2024,1143.90,1143.90,1114.05,1124.20,1121.179202689721421709,20820,1719,23342951.00,8108,38.94,29.85,-19.70
13-June-2024,1139.75,1143.15,1093.55,1129.85,1120.280890628823097626,49044,3107,54943056.00,12895,26.29,49.60,-9.90
12-June-2024,1173.75,1177.60,1113.15,1120.30,1136.300548724723097246,98410,5433,111823337.00,36163,36.75,64.45,-53.45
11-June-2024,1154.30,1181.00,1105.05,1173.20,1143.245726735225712444,142748,9752,163196041.00,42339,29.66,75.95,18.90
10-June-2024,1089.50,1176.95,1088.90,1154.30,1146.182359562801844656,192773,8848,220953012.00,79106,41.04,88.05,64.80
7-June-2024,1093.15,1109.00,1063.65,1081.80,1082.866941359323899880,123532,5668,133768719.00,38293,31.00,45.35,-11.35
6-June-2024,950.35,1087.35,950.35,1079.35,1045.787883675070192286,136411,4984,142656971.00,41498,30.42,137.00,129.00
