Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,552.60,567.00,552.60,563.55,561.476355341941265121,24551,1244,13784806.00,6131,24.97,14.40,10.95
27-June-2024,553.05,567.10,549.15,552.20,558.338027498929539940,105095,3751,58678535.00,49710,47.30,17.95,-0.85
26-June-2024,561.00,562.25,551.05,555.90,555.377566251498764284,40867,1406,22696615.00,11261,27.56,11.20,-5.10
25-June-2024,579.90,584.50,557.90,558.60,572.221963948459483924,89483,2923,51204138.00,22541,25.19,26.60,-21.30
24-June-2024,550.60,574.15,542.00,569.40,563.906605111156121444,143177,3305,80738456.00,64680,45.17,32.15,18.80
21-June-2024,541.90,556.45,534.80,551.80,547.701429236418805923,174009,6371,95304978.00,91581,52.63,21.65,9.90
20-June-2024,542.35,546.00,537.50,538.75,541.386120368555185257,25505,993,13808053.00,9660,37.87,8.50,-3.60
19-June-2024,552.60,552.60,541.50,544.05,547.295473595976529756,54878,1925,30034481.00,15638,28.50,11.10,-8.55
18-June-2024,531.05,552.35,531.05,550.65,546.333551873035968620,132699,3818,72497916.00,41410,31.21,21.30,19.60
14-June-2024,531.05,537.45,528.45,530.35,531.882099733702987633,27413,1105,14580484.00,11320,41.29,9.00,-0.70
13-June-2024,537.35,543.00,530.90,532.50,535.288588165841696562,44042,1524,23575180.00,13644,30.98,12.10,-4.85
12-June-2024,528.60,540.40,525.20,535.40,534.777285624016552886,161422,8542,86324819.00,99009,61.34,15.20,6.80
11-June-2024,527.00,533.70,522.05,528.60,529.644915123147347132,174547,8184,92447931.00,93553,53.60,11.65,1.60
10-June-2024,520.45,525.05,515.05,523.15,519.932197332494674996,139906,5595,72741634.00,62882,44.95,10.00,2.70
7-June-2024,524.15,526.00,514.65,518.50,519.174224248240563019,50016,1914,25967018.00,14801,29.59,11.35,-5.65
6-June-2024,535.30,536.45,515.50,521.60,521.925097180012721747,70745,2889,36923591.00,16048,22.68,20.95,-13.70
5-June-2024,500.15,541.35,497.80,530.45,526.452944914269182883,580713,25447,305718069.00,314379,54.14,43.55,30.30
4-June-2024,497.25,503.80,468.80,498.40,490.880055972995019464,150787,5211,74018331.00,30582,20.28,35.00,1.15
3-June-2024,510.00,512.00,493.05,497.25,498.767244759844661176,79053,2275,39429047.00,30708,38.84,18.95,-12.75
31-May-2024,506.00,508.75,491.25,493.95,498.932853288442025643,173456,6183,86542897.00,57532,33.17,17.50,-12.05
30-May-2024,513.00,523.55,501.45,503.65,515.179605812147542784,336743,9421,173483126.00,121690,36.14,22.10,-9.35
29-May-2024,498.40,520.50,498.40,513.00,514.793135775724933293,707203,18954,364063250.00,309707,43.79,22.10,14.60
28-May-2024,494.90,512.80,492.10,498.40,504.171447822096328966,290899,6345,146662970.00,65781,22.61,20.70,3.50
27-May-2024,466.80,501.00,465.60,491.10,486.530172114891197314,504721,22182,245561995.00,296039,58.65,35.40,24.30
24-May-2024,474.00,474.00,465.55,466.80,469.510409341771612435,93858,4846,44067308.00,19912,21.22,8.45,-7.20
23-May-2024,495.25,501.95,466.75,474.80,484.351247343303335886,335473,8735,162486766.00,77221,23.02,35.20,-20.45
22-May-2024,485.50,485.50,475.65,479.15,479.843723198119500651,125924,4841,60423841.00,64709,51.39,9.85,-6.35
21-May-2024,468.40,482.55,463.00,479.75,473.859075698890733275,151812,6229,71937494.00,79623,52.45,19.55,11.35
18-May-2024,465.05,473.55,465.05,469.60,469.456156292594275329,4402,283,2066546.00,2587,58.77,8.50,4.55
17-May-2024,471.15,472.35,466.10,470.25,469.858330742928193969,12868,747,6046137.00,3900,30.31,6.25,-0.90
16-May-2024,468.60,472.60,463.85,471.15,468.266868157162586817,49961,2165,23395081.00,27026,54.09,8.75,2.55
15-May-2024,472.60,479.60,467.00,468.55,471.763245736481155550,16477,863,7773243.00,5436,32.99,12.60,-4.05
14-May-2024,471.70,476.20,462.70,473.45,467.699811591350074519,35561,1558,16631873.00,12661,35.60,13.50,1.75
13-May-2024,462.45,474.80,455.05,472.30,463.669851762164992309,30559,1310,14169287.00,9435,30.87,19.75,9.85
10-May-2024,457.80,467.25,453.90,462.40,462.132217546745973993,31607,1097,14606613.00,9090,28.76,13.35,4.60
9-May-2024,468.30,472.40,452.80,454.95,464.380918840316277378,44012,1590,20438333.00,10285,23.37,19.60,-13.35
8-May-2024,481.60,482.45,466.10,468.25,477.087750523481902482,66860,2187,31898087.00,14829,22.18,16.35,-13.35
7-May-2024,475.15,497.80,471.60,479.85,483.235546497908398584,223752,4149,108124920.00,38787,17.33,26.20,4.70
6-May-2024,463.05,476.20,458.25,472.60,470.481435773553198193,152336,3352,71671260.00,43206,28.36,17.95,9.55
3-May-2024,461.10,466.80,454.90,462.10,460.268038700668284735,150385,4558,69217409.00,70274,46.73,11.90,1.00
2-May-2024,463.95,469.55,453.15,457.65,461.697862880091795754,69720,2215,32189575.00,19219,27.57,16.40,-6.30
30-April-2024,441.90,467.70,440.40,462.90,458.597110887203690937,471425,11021,216194143.00,215785,45.77,27.30,21.00
29-April-2024,439.50,443.30,437.95,439.05,439.732553656342372445,15562,830,6843118.00,6577,42.26,5.35,-0.45
26-April-2024,439.55,442.10,436.00,437.25,438.056439113951214859,83878,4098,36743298.00,39593,47.20,6.10,-2.30
25-April-2024,440.45,441.85,437.30,439.05,439.076970727209865160,69416,3460,30478967.00,31857,45.89,4.55,-1.40
