Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,40.39,40.39,39.59,39.59,40.109599324387726377,10657,37,427448.00,10657,100.00,0.80,-0.80
27-June-2024,41.25,41.25,40.00,40.39,40.455585519326632344,48948,55,1980220.00,48948,100.00,1.25,-0.86
26-June-2024,41.70,41.70,40.77,40.77,41.598355601233299075,9730,33,404752.00,9730,100.00,0.93,-0.93
25-June-2024,40.55,41.63,40.55,41.60,41.045042702562153729,49997,39,2052129.00,49997,100.00,1.08,1.05
24-June-2024,40.82,40.82,40.82,40.82,40.819983017265779790,24731,22,1009519.00,24731,100.00,0.00,0.00
21-June-2024,41.65,41.65,41.65,41.65,41.649972519923055784,14556,19,606257.00,14556,100.00,0.00,0.00
20-June-2024,44.00,44.00,42.42,42.50,43.848625650786542014,71452,46,3133072.00,71452,100.00,1.58,-1.50
19-June-2024,43.28,43.28,43.28,43.28,43.279995120761161258,81980,64,3548094.00,81980,100.00,0.00,0.00
18-June-2024,42.44,42.44,42.44,42.44,42.439973002615371635,23706,51,1006082.00,23706,100.00,0.00,0.00
14-June-2024,41.61,41.61,41.61,41.61,41.609958717700423016,19621,26,816429.00,19621,100.00,0.00,0.00
13-June-2024,40.16,40.80,40.16,40.80,40.728089021098441029,36306,46,1478674.00,36306,100.00,0.64,0.64
12-June-2024,39.60,40.00,39.60,40.00,39.838942307692307692,11648,47,464044.00,11648,100.00,0.40,0.40
11-June-2024,39.59,40.09,39.59,39.65,39.781685678073510773,6312,19,251102.00,6312,100.00,0.50,0.06
10-June-2024,38.90,39.40,38.90,39.40,39.206641864536601378,18278,41,716619.00,18278,100.00,0.50,0.50
7-June-2024,38.30,39.00,38.30,39.00,38.613444893248701673,17330,25,669171.00,17330,100.00,0.70,0.70
6-June-2024,38.25,38.25,38.25,38.25,38.249998882476789042,671127,51,25670607.00,671127,100.00,0.00,0.00
5-June-2024,39.03,39.04,39.03,39.03,39.030078508341511285,20380,9,795433.00,20380,100.00,0.01,0.00
4-June-2024,40.00,40.00,39.82,39.82,39.824532525206183534,1115996,26,44444019.00,1115996,100.00,0.18,-0.18
3-June-2024,40.04,40.85,40.04,40.63,40.056946326944334857,256013,49,10255099.00,256013,100.00,0.81,0.59
31-May-2024,41.68,41.68,40.85,40.85,40.851028552158273381,35584,15,1453643.00,35584,100.00,0.83,-0.83
30-May-2024,41.67,41.68,41.67,41.68,41.669991095280498664,5615,13,233977.00,5615,100.00,0.01,0.01
29-May-2024,42.52,42.52,42.52,42.52,42.519991432243324289,14006,19,595535.00,14006,100.00,0.00,0.00
28-May-2024,43.38,43.38,43.38,43.38,43.379647749510763209,2555,11,110835.00,2555,100.00,0.00,0.00
27-May-2024,44.30,45.95,44.25,44.26,44.341377280753384343,5097,19,226008.00,5097,100.00,1.70,-0.04
24-May-2024,45.15,45.22,45.15,45.15,45.163376446562287270,2938,17,132690.00,2938,100.00,0.07,0.00
23-May-2024,47.50,47.50,46.00,46.04,46.800924363202035676,38513,118,1802444.00,38513,100.00,1.50,-1.46
22-May-2024,45.86,47.20,44.55,47.04,46.233871827681808487,37512,147,1734325.00,37512,100.00,2.65,1.18
21-May-2024,43.99,45.90,43.11,45.86,45.821557495435428343,550435,255,25221789.00,550435,100.00,2.79,1.87
18-May-2024,44.20,44.44,42.00,43.72,44.411067808922044529,520374,60,23110365.00,520374,100.00,2.44,-0.48
17-May-2024,39.62,42.45,39.62,42.33,42.262306447885370926,17308,41,731476.00,17308,100.00,2.83,2.71
16-May-2024,41.31,41.31,40.43,40.43,40.467043314500941619,2124,7,85952.00,2124,100.00,0.88,-0.88
15-May-2024,41.36,41.36,40.05,40.50,40.676602086438152011,1342,17,54588.00,1342,100.00,1.31,-0.86
14-May-2024,40.01,41.40,40.01,40.55,40.966120625465376023,2686,10,110035.00,2686,100.00,1.39,0.54
13-May-2024,41.25,41.25,39.50,40.02,39.935922648312028843,6102,75,243689.00,6102,100.00,1.75,-1.23
10-May-2024,40.72,41.98,40.60,41.25,40.817488789237668161,2230,13,91023.00,2230,100.00,1.38,0.53
9-May-2024,41.20,41.90,40.55,40.72,40.718270571827057182,717,12,29195.00,717,100.00,1.35,-0.48
8-May-2024,40.00,42.00,39.70,41.53,40.654632972322503008,10803,54,439192.00,10803,100.00,2.30,1.53
7-May-2024,41.06,42.50,39.80,40.10,40.296130117779024116,5349,41,215544.00,5349,100.00,2.70,-0.96
6-May-2024,40.20,42.44,40.20,41.01,41.630136331021286773,20905,101,870278.00,20905,100.00,2.24,0.81
3-May-2024,42.30,42.30,40.16,40.74,40.494136460554371002,3752,45,151934.00,3752,100.00,2.14,-1.56
2-May-2024,42.57,42.57,40.61,41.39,41.413333333333333333,1950,32,80756.00,1950,100.00,1.96,-1.18
30-April-2024,42.60,42.60,40.75,41.33,41.606270358306188925,2456,27,102185.00,2456,100.00,1.85,-1.27
29-April-2024,40.65,44.25,40.65,42.37,42.604357798165137614,1744,39,74302.00,1744,100.00,3.60,1.72
26-April-2024,41.80,43.28,41.80,42.25,42.260503821627244358,22111,36,934422.00,22111,100.00,1.48,0.45
25-April-2024,41.90,42.90,41.01,41.22,41.422857142857142857,4725,30,195723.00,4725,100.00,1.89,-0.68
24-April-2024,43.95,43.95,41.90,42.34,42.706091337768877979,15481,71,661133.00,15481,100.00,2.05,-1.61
23-April-2024,39.55,42.57,39.55,42.32,42.151680879189238226,38581,102,1626254.00,38581,100.00,3.02,2.77
22-April-2024,39.99,41.00,39.50,40.55,40.337090163934426229,15616,36,629904.00,15616,100.00,1.50,0.56
19-April-2024,40.00,40.00,39.00,39.31,39.115880398671096345,7525,59,294347.00,7525,100.00,1.00,-0.69
18-April-2024,41.65,41.65,39.01,40.49,39.867684478371501272,786,21,31336.00,786,100.00,2.64,-1.16
16-April-2024,41.16,41.16,40.00,40.01,40.424860853432282003,1078,17,43578.00,1078,100.00,1.16,-1.15
15-April-2024,39.67,41.99,39.67,40.07,40.183390528483184625,7285,68,292736.00,7285,100.00,2.32,0.40
12-April-2024,42.85,42.85,41.01,41.75,42.268332428028245518,1841,30,77816.00,1841,100.00,1.84,-1.10
10-April-2024,42.00,42.90,41.51,42.01,41.980564024390243902,7872,69,330471.00,7872,100.00,1.39,0.01
9-April-2024,42.40,43.48,41.35,42.75,42.315976331360946745,2535,32,107271.00,2535,100.00,2.13,0.35
8-April-2024,44.92,45.88,42.37,42.38,42.851138552169480004,8827,102,378247.00,8827,100.00,3.51,-2.54
5-April-2024,42.28,44.00,40.50,43.81,42.508793998581982023,43723,160,1858612.00,43723,100.00,3.50,1.53
4-April-2024,40.75,42.43,40.75,42.28,42.224037132135097768,50630,166,2137803.00,50630,100.00,1.68,1.53
3-April-2024,39.00,40.41,39.00,40.41,40.176108117762629119,33593,151,1349636.00,33593,100.00,1.41,1.41
2-April-2024,37.50,38.49,37.50,38.49,38.357961593807373592,20153,73,773028.00,20153,100.00,0.99,0.99
1-April-2024,35.40,36.66,35.13,36.66,36.510833333333333333,15600,44,569569.00,15600,100.00,1.53,1.26
28-March-2024,35.00,36.95,34.10,34.92,35.750650304495516724,32677,182,1168224.00,32677,100.00,2.85,-0.08
27-March-2024,36.96,36.96,35.00,35.76,35.682282153218007951,9307,89,332095.00,9307,100.00,1.96,-1.20
26-March-2024,38.98,38.98,36.32,36.32,37.294594917074334804,16762,79,625132.00,16762,100.00,2.66,-2.66
22-March-2024,38.74,39.49,37.50,38.23,38.758999658086259952,20473,113,793513.00,20473,100.00,1.99,-0.51
21-March-2024,36.40,37.98,36.40,37.98,37.462444771723122238,12222,82,457866.00,12222,100.00,1.58,1.58
20-March-2024,36.74,37.20,36.00,36.18,36.738437001594896331,8151,64,299455.00,8151,100.00,1.20,-0.56
19-March-2024,38.68,38.76,36.60,36.74,37.231713828083288841,13111,111,488145.00,13111,100.00,2.16,-1.94
18-March-2024,39.49,39.84,37.26,38.00,38.073540706605222734,15624,101,594861.00,15624,100.00,2.58,-1.49
15-March-2024,38.79,39.37,37.15,39.09,38.405191354555209238,19571,71,751628.00,19571,100.00,2.22,0.30
14-March-2024,36.44,37.51,34.00,37.50,34.647596057131361899,24855,60,861166.00,24855,100.00,3.51,1.06
13-March-2024,37.05,37.79,35.73,35.73,36.198081180811808118,6775,56,245242.00,6775,100.00,2.06,-1.32
12-March-2024,39.55,39.89,37.61,37.61,38.316398795640558076,23581,102,903539.00,23581,100.00,2.28,-1.94
11-March-2024,41.10,42.15,39.58,39.58,40.196098920236851271,5742,75,230806.00,5742,100.00,2.57,-1.52
7-March-2024,41.90,42.50,41.00,41.66,41.653190297013849971,12491,130,520290.00,12491,100.00,1.50,-0.24
6-March-2024,43.50,43.50,41.42,42.10,41.936066278479033959,25589,188,1073102.00,25589,100.00,2.08,-1.40
5-March-2024,43.70,45.00,43.50,43.60,43.778180406367283551,7727,44,338274.00,7727,100.00,1.50,-0.10
4-March-2024,44.51,46.44,44.00,44.42,44.537534178473775789,24138,133,1075047.00,24138,100.00,2.44,-0.09
2-March-2024,46.10,47.15,44.26,46.20,45.066813186813186813,4550,11,205054.00,4550,100.00,2.89,0.10
1-March-2024,44.39,45.45,44.39,44.95,44.997223764575235980,9005,54,405200.00,9005,100.00,1.06,0.56
29-February-2024,43.78,43.78,41.35,43.50,42.581650983746792130,46760,278,1991118.00,46760,100.00,2.43,-0.28
28-February-2024,45.00,46.30,43.18,43.49,43.999161470651472801,46510,306,2046401.00,46510,100.00,3.12,-1.51
27-February-2024,45.90,46.69,44.16,45.45,45.741849695080012838,21809,210,997584.00,21809,100.00,2.53,-0.45
26-February-2024,46.01,47.50,45.55,45.95,45.947955974842767295,25440,98,1168916.00,25440,100.00,1.95,-0.06
23-February-2024,47.95,47.95,46.75,47.14,47.264100268576544315,15638,166,739116.00,15638,100.00,1.20,-0.81
22-February-2024,47.50,48.40,45.35,48.17,46.652818520574010941,12613,90,588432.00,12613,100.00,3.05,0.67
21-February-2024,49.99,49.99,47.40,47.51,48.451225542134633043,28314,133,1371848.00,28314,100.00,2.59,-2.48
20-February-2024,51.00,51.40,48.87,49.70,49.842804927575470421,36935,237,1840944.00,36935,100.00,2.53,-1.30
19-February-2024,50.55,53.00,50.55,51.44,51.624005455785405774,13197,140,681282.00,13197,100.00,2.45,0.89
16-February-2024,52.50,53.20,52.00,52.46,52.744222967013582642,5669,36,299007.00,5669,100.00,1.20,-0.04
15-February-2024,51.94,52.45,50.73,51.66,51.468155197657393850,2732,38,140611.00,2732,100.00,1.72,-0.28
14-February-2024,47.35,51.80,47.33,51.36,49.660312584695997831,11069,81,549690.00,11069,100.00,4.47,4.01
13-February-2024,50.05,50.10,49.82,49.82,49.936121514773200166,4806,59,239993.00,4806,100.00,0.28,-0.23
12-February-2024,54.69,54.69,52.44,52.44,52.530035963237579363,22523,86,1183134.00,22523,100.00,2.25,-2.25
9-February-2024,54.45,56.10,51.97,55.19,53.125447302680440213,44433,355,2360523.00,44433,100.00,4.13,0.74
8-February-2024,55.03,56.99,53.50,54.70,54.073513215859030837,21792,115,1178370.00,21792,100.00,3.49,-0.33
7-February-2024,57.10,58.00,55.56,56.00,56.223639320218091381,31363,222,1763342.00,31363,100.00,2.44,-1.10
6-February-2024,57.49,58.29,54.20,57.09,56.081520680475293812,30802,132,1727423.00,30802,100.00,4.09,-0.40
5-February-2024,59.20,59.75,56.24,56.24,58.291533162447933354,24968,145,1455423.00,24968,100.00,3.51,-2.96
2-February-2024,60.98,60.98,58.00,59.20,59.224340656766758795,21347,132,1264262.00,21347,100.00,2.98,-1.78
1-February-2024,62.00,63.00,59.42,59.65,60.250689121957778674,59496,438,3584675.00,59496,100.00,3.58,-2.35
31-January-2024,62.65,64.00,61.15,62.54,62.884042566494516625,79969,277,5028774.00,79969,100.00,2.85,-0.11
30-January-2024,59.50,62.65,59.50,61.69,61.234401513526164888,51271,1026,3139549.00,22402,43.69,3.15,2.19
29-January-2024,58.59,59.96,57.44,59.09,58.528740306924787159,73764,1405,4317314.00,45189,61.26,2.52,0.50
25-January-2024,60.39,60.39,58.23,58.55,59.255854194967332945,61836,1040,3664145.00,45427,73.46,2.16,-1.84
24-January-2024,58.52,61.05,58.50,59.93,59.894543505023628926,50362,971,3016409.00,31173,61.90,2.55,1.41
23-January-2024,61.92,64.54,59.13,59.70,61.284691184702735843,112543,847,6897163.00,81404,72.33,5.41,-2.22
20-January-2024,57.12,60.85,57.12,59.76,59.548168001705601072,65666,891,3910290.00,45941,69.96,3.73,2.64
19-January-2024,59.46,59.84,57.49,57.96,58.547261484098939929,9056,380,530204.00,6028,66.56,2.35,-1.50
18-January-2024,57.13,59.50,55.75,58.79,58.269363534111623938,25783,611,1502359.00,11656,45.21,3.75,1.66
17-January-2024,58.10,60.00,56.00,58.14,57.830952711135764803,21633,456,1251057.00,9817,45.38,4.00,0.04
16-January-2024,60.05,60.90,55.29,58.12,57.835117196565328382,107725,1234,6230288.00,67472,62.63,5.61,-1.93
15-January-2024,57.90,61.36,57.55,60.23,59.748181034764870790,91673,1455,5477295.00,64913,70.81,3.81,2.33
12-January-2024,59.35,59.65,57.00,57.67,58.380380197585873157,54761,1126,3196968.00,41780,76.30,2.65,-1.68
11-January-2024,60.00,60.20,59.00,59.28,59.422983060579959804,13932,425,827881.00,9607,68.96,1.20,-0.72
10-January-2024,61.15,62.05,59.00,59.64,60.443941512429793587,42197,940,2550553.00,24046,56.98,3.05,-1.51
9-January-2024,60.91,62.85,58.71,61.14,61.224669728411861427,35274,903,2159639.00,18346,52.01,4.14,0.23
8-January-2024,57.61,62.02,57.61,59.72,60.707474604585367215,214901,1705,13046097.00,149812,69.71,4.41,2.11
5-January-2024,58.51,59.85,56.64,57.91,58.221281101111699311,64226,895,3739320.00,38780,60.38,3.21,-0.60
4-January-2024,58.24,60.70,58.24,58.75,59.264156942851912162,103783,1485,6150612.00,72687,70.04,2.46,0.51
3-January-2024,58.69,61.00,58.23,58.79,59.457742946708463949,63800,982,3793404.00,40330,63.21,2.77,0.10
2-January-2024,61.59,61.75,56.25,57.69,58.747727836539545792,133023,1557,7814799.00,83241,62.58,5.50,-3.90
1-January-2024,55.00,62.90,55.00,61.04,60.878382796854108401,342542,2839,20853403.00,179644,52.44,7.90,6.04
29-December-2023,50.44,55.00,48.43,53.66,51.569656885656296618,312374,2329,16109020.00,167247,53.54,6.57,3.22
28-December-2023,43.86,48.80,42.65,47.53,46.259527732015376166,91050,1093,4211930.00,59975,65.87,6.15,3.67
