Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,127.95,127.95,123.05,124.85,124.369121427491305005,6613,199,822453.00,4693,70.97,4.90,-3.10
27-June-2024,126.50,127.95,123.15,123.75,125.182710501419110690,8456,687,1058545.00,5877,69.50,4.80,-2.75
26-June-2024,129.50,131.20,125.60,127.20,129.196689426857024622,24165,912,3122038.00,19235,79.60,5.60,-2.30
25-June-2024,125.40,130.10,123.60,128.25,127.607542930508746589,31155,1275,3975613.00,19951,64.04,6.50,2.85
24-June-2024,122.20,123.80,121.00,122.45,122.772088353413654618,2988,131,366843.00,2049,68.57,2.80,0.25
21-June-2024,125.20,127.90,118.80,122.20,122.146525380005556217,50394,380,6155452.00,46725,92.72,9.10,-3.00
20-June-2024,129.60,129.60,123.45,123.95,124.880158281514980214,3538,233,441826.00,2844,80.38,6.15,-5.65
19-June-2024,124.10,127.10,121.45,123.95,123.938292476754015215,9464,253,1172952.00,7474,78.97,5.65,-0.15
18-June-2024,120.25,123.15,120.25,122.50,122.525193798449612403,516,32,63223.00,411,79.65,2.90,2.25
14-June-2024,124.75,124.75,122.40,123.00,123.434145187987703948,4229,197,522003.00,3748,88.63,2.35,-1.75
13-June-2024,122.45,123.35,121.50,122.75,122.493629343629343629,5180,192,634517.00,3898,75.25,1.85,0.30
12-June-2024,118.60,122.50,118.60,120.75,121.629487880444687443,5487,172,667381.00,4621,84.22,3.90,2.15
11-June-2024,121.00,122.05,120.35,121.00,120.969164958559843151,11221,336,1357395.00,10349,92.23,1.70,0.00
10-June-2024,121.00,123.45,120.25,120.70,121.319188191881918819,5420,160,657550.00,4262,78.63,3.20,-0.30
7-June-2024,123.30,125.25,119.80,120.80,122.448084397556912826,1801,52,220529.00,1390,77.18,5.45,-2.50
6-June-2024,119.90,121.70,118.00,120.90,120.673666940114848236,6095,158,735506.00,4543,74.54,3.70,1.00
5-June-2024,112.00,118.45,112.00,116.90,116.223620522749273959,3099,130,360177.00,1904,61.44,6.45,4.90
4-June-2024,127.00,127.00,111.10,114.40,118.950594693504117108,3279,239,390039.00,2903,88.53,15.90,-12.60
3-June-2024,124.50,124.75,120.90,121.25,122.530571992110453648,2028,46,248492.00,1734,85.50,3.85,-3.25
31-May-2024,125.20,125.20,120.20,120.40,121.171626984126984126,1008,59,122141.00,678,67.26,5.00,-4.80
30-May-2024,122.70,125.35,121.50,123.35,122.456958970233306516,2486,105,304428.00,1934,77.80,3.85,0.65
29-May-2024,123.50,124.20,121.75,122.70,123.075194115243154883,2447,128,301165.00,1382,56.48,2.45,-0.80
28-May-2024,126.60,126.70,121.00,122.25,124.399232245681381957,3647,227,453684.00,2054,56.32,5.70,-4.35
27-May-2024,125.10,129.00,125.10,125.55,127.218123667377398720,4690,290,596653.00,2427,51.75,3.90,0.45
24-May-2024,129.10,132.00,128.50,129.00,129.941912972085385878,4872,213,633077.00,3542,72.70,3.50,-0.10
23-May-2024,129.05,133.15,128.20,130.50,130.261457758144671452,3622,241,471807.00,2020,55.77,4.95,1.45
22-May-2024,127.30,134.00,126.60,127.50,131.206621580700514787,9907,534,1299864.00,4473,45.15,7.40,0.20
21-May-2024,125.00,128.90,122.10,124.10,124.552534562211981566,6510,314,810837.00,3454,53.06,6.80,-0.90
18-May-2024,127.85,129.00,124.00,126.50,127.208842105263157894,2375,74,302121.00,1025,43.16,5.00,-1.35
17-May-2024,122.00,128.65,121.80,125.85,126.996902426432627774,15496,319,1967944.00,2325,15.00,6.85,3.85
16-May-2024,123.30,124.80,121.20,121.75,122.204276169265033407,11225,279,1371743.00,7049,62.80,3.60,-1.55
