Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,112.30,112.30,109.12,110.52,110.679440141323549395,7359,306,814490.00,6316,85.83,3.18,-1.78
27-June-2024,115.00,117.00,111.00,111.35,114.242950551695954229,4894,256,559105.00,2895,59.15,6.00,-3.65
26-June-2024,115.00,116.69,111.15,114.98,114.762435110901368570,10595,272,1215908.00,6604,62.33,5.54,-0.02
25-June-2024,109.24,113.40,108.69,112.03,109.985639487596583977,39344,1037,4327275.00,37650,95.69,4.71,2.79
24-June-2024,111.70,111.70,107.07,107.39,109.181405289874432273,3743,141,408666.00,3049,81.46,4.63,-4.31
21-June-2024,112.74,113.71,109.10,111.43,111.376352191775658663,26531,826,2954926.00,19803,74.64,4.61,-1.31
20-June-2024,104.50,111.00,101.43,110.53,108.571011317999269806,38346,1542,4163264.00,29565,77.10,9.57,6.03
19-June-2024,103.70,104.20,102.30,103.13,103.175899186138093987,3809,160,392997.00,2950,77.45,1.90,-0.57
18-June-2024,106.00,106.00,103.53,104.22,104.708588957055214723,2282,31,238945.00,2171,95.14,2.47,-1.78
14-June-2024,107.40,107.40,103.60,103.60,104.583998066231568769,4137,93,432664.00,3760,90.89,3.80,-3.80
13-June-2024,104.38,106.00,103.61,104.40,104.895362318840579710,6900,291,723778.00,4453,64.54,2.39,0.02
12-June-2024,106.00,106.00,103.26,103.63,103.562149532710280373,2140,145,221623.00,1606,75.05,2.74,-2.37
11-June-2024,102.50,103.05,101.38,101.62,102.228438578071096445,6667,315,681557.00,4314,64.71,1.67,-0.88
10-June-2024,105.00,105.00,97.95,102.38,102.407656492498706673,9665,359,989770.00,8174,84.57,7.05,-2.62
7-June-2024,100.00,103.70,99.99,101.14,102.228562961011591148,30368,368,3104477.00,20529,67.60,3.71,1.14
6-June-2024,99.15,100.60,98.00,99.06,99.342562177381511027,6393,151,635097.00,5321,83.23,2.60,-0.09
5-June-2024,99.29,99.29,96.46,98.89,98.125412541254125412,4242,68,416248.00,1979,46.65,2.83,-0.40
4-June-2024,99.41,99.41,93.60,96.07,96.788857913258077784,21881,344,2117837.00,11457,52.36,5.81,-3.34
3-June-2024,101.05,102.95,98.15,99.64,99.782322320195474343,9413,239,939251.00,6896,73.26,4.80,-1.41
31-May-2024,101.20,102.00,98.80,99.50,99.650556328233657858,2876,201,286595.00,1340,46.59,3.20,-1.70
30-May-2024,103.50,103.50,99.75,100.35,101.393377844392969069,7339,247,744126.00,4414,60.14,3.75,-3.15
29-May-2024,103.00,103.00,100.55,101.05,101.338613861386138613,2020,103,204704.00,1635,80.94,2.45,-1.95
28-May-2024,104.05,104.05,101.00,101.95,102.430374904361132364,2614,182,267753.00,2175,83.21,3.05,-2.10
27-May-2024,108.80,108.80,103.80,103.95,105.500867553499132446,1729,87,182411.00,1477,85.43,5.00,-4.85
24-May-2024,109.80,109.80,105.00,106.60,106.928114414753481369,2657,181,284108.00,1924,72.41,4.80,-3.20
23-May-2024,108.95,111.85,105.95,106.55,108.579021970233876683,7055,292,766025.00,4177,59.21,5.90,-2.40
22-May-2024,110.50,113.85,107.50,108.40,111.330478109954092486,17862,406,1988585.00,12441,69.65,6.35,-2.10
21-May-2024,112.90,113.50,109.95,111.55,112.250146972369194591,3402,151,381875.00,2609,76.69,3.55,-1.35
18-May-2024,110.75,114.00,106.65,111.65,112.445456889882231582,11633,572,1308078.00,8821,75.83,7.35,0.90
17-May-2024,108.95,111.55,107.55,108.75,109.739594998133631952,21432,630,2351939.00,14720,68.68,4.00,-0.20
16-May-2024,103.15,110.00,103.15,109.00,107.678808510638297872,17625,690,1897839.00,12195,69.19,6.85,5.85
15-May-2024,108.00,114.90,103.60,104.40,110.297590526387843110,58436,1649,6445350.00,30934,52.94,11.30,-3.60
14-May-2024,99.85,102.15,95.25,100.75,99.588980553918680023,3394,108,338005.00,978,28.82,6.90,0.90
13-May-2024,99.05,100.80,97.25,98.95,99.323939881910896403,3726,207,370081.00,2377,63.79,3.55,-0.10
10-May-2024,95.00,100.60,95.00,99.90,99.603658536585365853,1640,94,163350.00,1099,67.01,5.60,4.90
9-May-2024,102.00,102.20,96.50,98.50,99.443235704323570432,3585,123,356504.00,2981,83.15,5.70,-3.50
8-May-2024,98.25,110.40,98.25,102.25,102.261161700999027495,11311,390,1156676.00,6739,59.58,12.15,4.00
7-May-2024,100.10,103.00,98.20,99.80,99.633022490400438837,12761,196,1271417.00,11712,91.78,4.80,-0.30
6-May-2024,105.05,106.65,99.95,103.00,102.142353273137697516,7088,120,723985.00,6272,88.49,6.70,-2.05
3-May-2024,104.05,108.00,103.65,104.60,105.334622276714137508,10603,253,1116863.00,9694,91.43,4.35,0.55
2-May-2024,106.15,108.05,105.65,105.70,106.821645628798503973,4278,79,456983.00,4108,96.03,2.40,-0.45
30-April-2024,110.00,110.19,105.70,106.22,108.652933186727895996,15461,240,1679883.00,8491,54.92,4.49,-3.78
29-April-2024,106.66,106.89,104.34,104.52,105.235360360360360360,888,43,93449.00,661,74.44,2.55,-2.14
26-April-2024,106.69,107.20,105.60,105.90,106.323507737656595431,5428,85,577124.00,3834,70.63,1.60,-0.79
25-April-2024,109.97,109.97,105.61,106.56,107.506842619745845552,2046,60,219959.00,1635,79.91,4.36,-3.41
24-April-2024,106.00,106.95,102.95,105.34,105.380791342576936083,8871,146,934833.00,6890,77.67,4.00,-0.66
23-April-2024,105.94,106.00,104.90,105.17,105.825659741718135878,3562,187,376951.00,3380,94.89,1.10,-0.77
