Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,468.65,475.95,468.00,473.10,472.798524556178610615,593313,13561,280517511.00,352648,59.44,7.95,4.45
27-June-2024,469.95,469.95,461.60,467.20,465.498539597763498289,491303,12494,228700829.00,209107,42.56,8.35,-2.75
26-June-2024,469.75,471.50,465.10,468.80,469.437261965570700146,223182,3817,104769947.00,148284,66.44,6.40,-0.95
25-June-2024,476.00,477.80,465.50,469.20,470.685179938975399748,430646,11777,202698690.00,199261,46.27,12.30,-6.80
24-June-2024,480.10,480.10,472.15,473.80,473.918761405600034408,325498,6204,154259609.00,186812,57.39,7.95,-6.30
21-June-2024,483.95,491.30,479.00,480.00,485.438112714771399093,525326,10720,255013262.00,260756,49.64,12.30,-3.95
20-June-2024,481.00,487.30,471.60,483.15,481.974845776155105124,675155,11786,325407727.00,203322,30.11,15.70,2.15
19-June-2024,491.75,491.75,476.50,478.20,481.765216391306014489,521740,9618,251356184.00,336330,64.46,15.25,-13.55
18-June-2024,489.95,492.75,485.25,488.85,488.534045016803637493,177045,4813,86492510.00,71223,40.23,7.50,-1.10
14-June-2024,488.95,492.25,485.00,486.75,488.036834276818050586,273631,5085,133542007.00,147402,53.87,7.25,-2.20
13-June-2024,493.80,493.80,483.50,487.80,487.166636494912200194,237529,5368,115716204.00,90310,38.02,10.30,-6.00
12-June-2024,481.60,494.10,479.15,488.65,488.959664623610249244,1061971,19860,519260984.00,564073,53.12,14.95,7.05
11-June-2024,482.50,483.15,475.50,476.65,479.212142280951100526,260330,5199,124753297.00,128645,49.42,7.65,-5.85
10-June-2024,485.75,488.00,475.35,476.95,482.079465781393998951,392798,8880,189359850.00,179164,45.61,12.65,-8.80
7-June-2024,474.95,481.00,467.45,479.05,474.900412011049788840,679108,16946,322508669.00,383554,56.48,13.55,4.10
6-June-2024,473.15,484.55,464.95,472.95,474.075322969845204287,913785,13095,433202919.00,416877,45.62,19.60,-0.20
5-June-2024,455.05,462.75,425.15,460.40,444.641141698223166071,1161673,32491,516527609.00,409282,35.23,37.60,5.35
4-June-2024,514.85,514.85,410.00,441.95,452.336744875244641886,2082636,42517,942052789.00,779909,37.45,104.85,-72.90
3-June-2024,511.30,527.20,505.55,512.05,514.715919866486288293,2214604,48823,1139891935.00,1139758,51.47,21.65,0.75
31-May-2024,484.40,493.00,479.25,491.25,485.941323054087551805,534929,13368,259944106.00,267728,50.05,13.75,6.85
30-May-2024,486.20,487.50,479.50,482.45,483.598753133234783726,202267,4182,97816069.00,91681,45.33,8.00,-3.75
29-May-2024,484.95,491.85,482.80,486.05,487.588144422647338924,227859,6364,111101347.00,118033,51.80,9.05,1.10
28-May-2024,497.95,497.95,484.25,487.50,489.520115663143888021,195395,4161,95649783.00,71165,36.42,13.70,-10.45
27-May-2024,502.45,502.90,490.70,494.30,495.139614421919483348,471033,13891,233227098.00,219250,46.55,12.20,-8.15
24-May-2024,496.90,505.25,489.15,501.10,497.891829250403403256,374935,6500,186677073.00,88122,23.50,16.10,4.20
23-May-2024,504.15,504.15,492.20,497.25,497.187983614019116977,487734,6188,242495484.00,140996,28.91,11.95,-6.90
22-May-2024,494.70,507.30,491.50,501.60,501.436789539374167684,1890059,26772,947745117.00,569193,30.12,15.80,6.90
21-May-2024,469.70,493.80,469.70,490.75,486.962109409489523017,702206,19556,341947715.00,202367,28.82,24.10,21.05
18-May-2024,474.30,474.30,468.10,469.35,471.019886192439803376,116161,3632,54714141.00,86303,74.30,6.20,-4.95
17-May-2024,469.75,473.60,467.00,470.35,470.789857452763691857,292254,4394,137590219.00,72301,24.74,6.60,0.60
16-May-2024,470.95,474.80,457.85,468.10,467.173917654545026042,424310,6976,198226565.00,108454,25.56,16.95,-2.85
15-May-2024,450.50,469.75,450.00,467.45,462.423865836228455455,651383,8719,301215045.00,132719,20.37,19.75,16.95
14-May-2024,447.00,450.80,445.00,448.60,448.482869135159757922,245872,5791,110269380.00,81734,33.24,5.80,1.60
13-May-2024,451.80,451.80,434.80,444.00,441.510335524706684553,539692,12846,238279596.00,160373,29.72,17.00,-7.80
10-May-2024,448.45,450.85,440.35,449.40,447.248514814677125543,268990,7000,120305378.00,60794,22.60,10.50,0.95
9-May-2024,471.90,471.90,441.65,443.35,450.673549284725768373,405369,8203,182689086.00,151613,37.40,30.25,-28.55
8-May-2024,456.15,471.45,455.15,464.35,465.713848771364746220,461976,6616,215148621.00,104414,22.60,16.30,8.20
7-May-2024,463.50,469.45,452.85,455.90,461.544448568854766938,441814,6181,203916799.00,109605,24.81,16.60,-7.60
6-May-2024,479.85,481.50,444.05,460.45,463.401487193400517995,1835538,32883,850591039.00,426213,23.22,37.45,-19.40
3-May-2024,458.45,476.30,449.55,474.80,466.141568821759137042,1969784,28486,918198204.00,357650,18.16,26.75,16.35
2-May-2024,458.05,459.65,449.55,453.25,454.919580997945070395,628732,11099,286022498.00,192600,30.63,10.10,-4.80
30-April-2024,456.50,458.45,452.60,454.30,455.749371327313710927,153498,3129,69956617.00,54212,35.32,5.85,-2.20
29-April-2024,457.80,458.70,450.65,453.20,454.088554155138846193,146385,3036,66471753.00,61836,42.24,8.05,-4.60
26-April-2024,452.80,460.00,452.05,455.55,455.567493041388005810,500459,10015,227992852.00,260869,52.13,7.95,2.75
25-April-2024,442.55,454.00,441.95,452.75,448.516451942078312045,324369,4803,145484833.00,77342,23.84,12.05,10.20
24-April-2024,441.15,448.65,441.15,443.45,444.875931784208461420,402722,7553,179161325.00,224182,55.67,7.50,2.30
23-April-2024,446.00,446.35,439.30,440.95,441.913575676986936443,278255,6328,122964662.00,101154,36.35,7.05,-5.05
22-April-2024,441.55,444.55,438.30,443.30,442.037204084091319800,132808,2535,58706077.00,55212,41.57,6.25,1.75
19-April-2024,436.65,438.70,428.10,435.25,434.253390919113556596,395468,10225,171733320.00,153739,38.88,10.60,-1.40
18-April-2024,455.45,456.85,435.30,438.75,448.420654084780660651,292378,5537,131108334.00,96972,33.17,21.55,-16.70
16-April-2024,449.00,456.40,446.15,453.10,451.370298577623315780,189331,3361,85458390.00,79124,41.79,10.25,4.10
15-April-2024,440.20,455.60,440.20,450.90,448.370759041464295749,622825,14710,279256518.00,317367,50.96,15.40,10.70
12-April-2024,455.95,463.55,452.55,455.60,458.510426341104014361,385466,6060,176740180.00,96447,25.02,11.00,-0.35
10-April-2024,443.00,458.40,442.15,456.05,452.162384629580630888,449747,6409,203358676.00,136989,30.46,16.25,13.05
9-April-2024,448.25,450.35,437.30,439.75,442.169824417749904625,537355,11231,237602166.00,191197,35.58,13.05,-8.50
8-April-2024,449.45,450.35,444.60,447.50,447.502868824189674741,159473,2881,71364625.00,56643,35.52,5.75,-1.95
5-April-2024,449.00,449.00,444.00,446.90,446.676626472685475888,187922,2615,83940365.00,74623,39.71,5.00,-2.10
4-April-2024,450.95,453.50,442.60,448.70,448.593938730199818799,502205,9051,225286119.00,182702,36.38,10.90,-2.25
3-April-2024,443.05,447.10,441.20,445.60,444.923666306170211548,174759,3235,77754415.00,56176,32.14,5.90,2.55
2-April-2024,442.50,448.40,436.10,443.05,442.375520476466557739,227676,3263,100718289.00,57734,25.36,12.30,0.55
1-April-2024,436.10,443.65,434.75,442.00,440.388101131541725601,169680,2849,74725053.00,56693,33.41,8.90,5.90
28-March-2024,430.50,438.40,430.40,433.75,434.680198792002887481,396193,7209,172217252.00,193058,48.73,8.00,3.25
27-March-2024,439.00,439.35,426.20,430.75,433.599576995385404204,187232,2937,81183716.00,74770,39.93,13.15,-8.25
26-March-2024,434.70,440.80,430.85,435.90,437.226041618065599776,171464,3052,74968526.00,46209,26.95,9.95,1.20
22-March-2024,431.95,436.15,428.35,431.30,432.309588439461500454,163937,2893,70871537.00,54105,33.00,7.80,-0.65
21-March-2024,424.45,433.50,422.95,431.95,429.059687161513392836,211419,3667,90711370.00,63225,29.90,10.55,7.50
20-March-2024,420.00,422.75,412.80,419.35,419.294922848466475179,194617,3211,81601920.00,70450,36.20,9.95,-0.65
