Date,Open,High,Low,Close,No. of Shares
2015-01-01 00:00:00+05:30,154.36022579211502,166.65186758580782,149.69131119803282,160.88719177246094,56201
2015-01-02 00:00:00+05:30,163.8886380660042,163.8886380660042,152.07341648622753,152.7404022216797,31199
2015-01-05 00:00:00+05:30,152.7404268900708,156.21829099039257,150.69180985986407,152.16871643066406,18862
2015-01-06 00:00:00+05:30,147.73801115011878,152.40692658814473,142.5450302145509,143.54550170898438,29124
2015-01-07 00:00:00+05:30,142.92614450348745,147.45213907943122,141.11575248878964,142.64028930664062,34380
2015-01-08 00:00:00+05:30,146.6898783197508,147.21394381073594,136.25627161770382,139.40065002441406,24896
2015-01-09 00:00:00+05:30,140.92519117926358,141.02048110379798,133.54067274308497,135.1128692626953,26261
2015-01-12 00:00:00+05:30,135.7798246122522,139.9723186442496,135.54161439363423,137.44729614257812,25495
2015-01-13 00:00:00+05:30,136.73269067026985,140.11527930549295,133.87416752036873,136.16098022460938,22402
2015-01-14 00:00:00+05:30,134.7793426513672,137.68551030968817,133.01659570656145,134.7793426513672,15077
2015-01-15 00:00:00+05:30,133.3977373239675,136.25626026662394,131.5397003190807,133.5883026123047,17829
2015-01-16 00:00:00+05:30,131.96848529437642,135.3510739263684,131.49206476984799,132.20669555664062,22807
2015-01-19 00:00:00+05:30,133.39774620575716,136.25626933873767,128.72883090423588,132.92132568359375,16890
2015-01-20 00:00:00+05:30,132.25434290171236,138.92423036538025,129.58638500840502,131.68263244628906,17889
2015-01-21 00:00:00+05:30,134.35059348402373,136.35156558563648,130.06280858559745,135.1128692626953,10924
2015-01-22 00:00:00+05:30,134.44586349126027,137.0185311413515,132.63545696771533,133.11187744140625,9581
2015-01-23 00:00:00+05:30,131.49204070376655,133.87414289042897,129.77692422153,130.53919982910156,11871
2015-01-27 00:00:00+05:30,130.63449422658303,132.25432086140225,122.9164770605877,125.58443450927734,13791
2015-01-28 00:00:00+05:30,125.58445144453027,128.53824993241932,121.96365260012402,126.53729248046875,5256
2015-01-29 00:00:00+05:30,123.86932196958041,130.4439186276709,123.86932196958041,127.58539581298828,5017
2015-01-30 00:00:00+05:30,125.87029493651788,132.9213121298784,125.7750050261215,126.91841125488281,15076
2015-02-02 00:00:00+05:30,127.68070093916886,129.30052781936297,125.10803300718992,128.34768676757812,6179
2015-02-03 00:00:00+05:30,127.68069881575484,131.01564244153948,125.10803092656104,126.53729248046875,3510
2015-02-04 00:00:00+05:30,125.87030420966381,128.63353734434375,125.87030420966381,127.1089859008789,6240
2015-02-05 00:00:00+05:30,125.77500737586786,128.63353027077395,121.58250567608566,123.29761505126953,6981
2015-02-06 00:00:00+05:30,121.86836100992205,123.58347038702703,118.62870027147979,119.39097595214844,6529
2015-02-09 00:00:00+05:30,117.19944729273764,119.86740509829858,111.5776837329058,114.05506896972656,4269
2015-02-10 00:00:00+05:30,111.76824916929223,117.00887452681984,110.52955299512764,113.29279327392578,16014
2015-02-11 00:00:00+05:30,118.05699744945628,118.34284537824256,114.34091621843713,116.34188079833984,6556
2015-02-12 00:00:00+05:30,121.01081525058262,121.01081525058262,112.53052831847211,118.34285736083984,6737
2015-02-13 00:00:00+05:30,108.62386677182954,113.67392664362278,106.24176443034204,110.52954864501953,15458
2015-02-16 00:00:00+05:30,109.57672002343509,110.43427841666897,103.95495641179097,106.3370590209961,11099
2015-02-18 00:00:00+05:30,107.67102291392249,108.52858118751074,101.00113653872374,102.52568054199219,9774
2015-02-19 00:00:00+05:30,99.57188173336989,104.24080395756268,98.14262027308229,101.66812896728516,15713
2015-02-20 00:00:00+05:30,99.19075110641118,112.435243055899,99.09546845604658,110.24370574951172,18073
2015-02-23 00:00:00+05:30,113.38807101345917,127.39482981904672,110.52954821480054,119.77210235595703,23106
2015-02-24 00:00:00+05:30,122.82121481415109,122.82121481415109,111.29184596109364,115.10321044921875,4642
2015-02-25 00:00:00+05:30,114.43621002769345,121.86837321493898,114.43621002769345,117.48530578613281,5532
2015-02-26 00:00:00+05:30,119.10512928018143,121.77308708389756,113.57864837374093,115.57962036132812,1924
2015-02-27 00:00:00+05:30,116.24660450444561,117.10416287684104,108.71915898835248,113.864501953125,14512
