Date,Open,High,Low,Close,No. of Shares
2020-03-27 00:00:00+05:30,12.5,13.119999885559082,12.5,13.119999885559082,2204
2020-03-30 00:00:00+05:30,13.770000457763672,13.770000457763672,13.770000457763672,13.770000457763672,200
2020-03-31 00:00:00+05:30,14.449999809265137,14.449999809265137,14.449999809265137,14.449999809265137,127
2020-04-01 00:00:00+05:30,15.170000076293945,15.170000076293945,15.170000076293945,15.170000076293945,200
2020-04-03 00:00:00+05:30,15.920000076293945,15.920000076293945,15.920000076293945,15.920000076293945,100
2020-04-07 00:00:00+05:30,16.709999084472656,16.709999084472656,16.709999084472656,16.709999084472656,150
2020-04-08 00:00:00+05:30,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,197
2020-04-09 00:00:00+05:30,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211,204
2020-04-13 00:00:00+05:30,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,500
2020-04-15 00:00:00+05:30,20.290000915527344,20.290000915527344,20.290000915527344,20.290000915527344,529
2020-04-16 00:00:00+05:30,22.309999465942383,22.309999465942383,22.239999771118164,22.309999465942383,7051
2020-04-17 00:00:00+05:30,24.540000915527344,24.540000915527344,24.540000915527344,24.540000915527344,1500
2020-04-20 00:00:00+05:30,26.989999771118164,26.989999771118164,26.989999771118164,26.989999771118164,1777
2020-04-21 00:00:00+05:30,28.329999923706055,28.329999923706055,28.329999923706055,28.329999923706055,4454
2020-04-22 00:00:00+05:30,29.739999771118164,29.739999771118164,28.700000762939453,29.739999771118164,20194
2020-04-23 00:00:00+05:30,31.219999313354492,31.219999313354492,30.0,31.1299991607666,19707
2020-04-24 00:00:00+05:30,32.66999816894531,32.66999816894531,30.600000381469727,31.850000381469727,5067
2020-04-27 00:00:00+05:30,33.349998474121094,33.439998626708984,32.9900016784668,33.439998626708984,13326
2020-04-28 00:00:00+05:30,35.11000061035156,35.11000061035156,33.900001525878906,35.11000061035156,8260
2020-04-29 00:00:00+05:30,36.84000015258789,36.849998474121094,33.36000061035156,33.36000061035156,8677
2020-04-30 00:00:00+05:30,31.700000762939453,31.700000762939453,31.700000762939453,31.700000762939453,278
2020-05-04 00:00:00+05:30,30.149999618530273,30.149999618530273,30.149999618530273,30.149999618530273,202
2020-05-05 00:00:00+05:30,28.649999618530273,28.649999618530273,28.649999618530273,28.649999618530273,55
2020-05-06 00:00:00+05:30,27.25,27.25,27.25,27.25,2
2020-05-08 00:00:00+05:30,25.899999618530273,25.899999618530273,25.899999618530273,25.899999618530273,2
2020-05-11 00:00:00+05:30,24.649999618530273,24.649999618530273,24.649999618530273,24.649999618530273,2
2020-05-13 00:00:00+05:30,23.450000762939453,23.450000762939453,23.450000762939453,23.450000762939453,2
2020-05-14 00:00:00+05:30,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,401
2020-05-15 00:00:00+05:30,21.200000762939453,21.200000762939453,21.200000762939453,21.200000762939453,1
2020-05-20 00:00:00+05:30,20.149999618530273,20.149999618530273,20.149999618530273,20.149999618530273,150
2020-05-26 00:00:00+05:30,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,173
2020-05-27 00:00:00+05:30,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,2
2020-05-28 00:00:00+05:30,17.299999237060547,18.200000762939453,17.299999237060547,17.899999618530273,2494
2020-05-29 00:00:00+05:30,18.5,18.5,17.049999237060547,17.600000381469727,1690
2020-06-01 00:00:00+05:30,17.399999618530273,17.950000762939453,17.350000381469727,17.950000762939453,549
2020-06-02 00:00:00+05:30,18.75,18.75,18.0,18.100000381469727,1247
2020-06-03 00:00:00+05:30,17.25,18.75,17.25,18.200000762939453,1203
2020-06-05 00:00:00+05:30,17.649999618530273,18.850000381469727,17.649999618530273,18.600000381469727,278
2020-06-08 00:00:00+05:30,17.700000762939453,17.700000762939453,17.700000762939453,17.700000762939453,250
2020-06-10 00:00:00+05:30,17.049999237060547,18.200000762939453,17.049999237060547,18.200000762939453,300
2020-06-11 00:00:00+05:30,17.299999237060547,19.0,17.299999237060547,17.299999237060547,2974
2020-06-15 00:00:00+05:30,17.25,17.399999618530273,17.0,17.0,650
2020-06-16 00:00:00+05:30,17.649999618530273,17.649999618530273,16.149999618530273,17.149999618530273,2280
2020-06-17 00:00:00+05:30,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,20
2020-06-18 00:00:00+05:30,16.100000381469727,16.100000381469727,16.100000381469727,16.100000381469727,50
2020-06-23 00:00:00+05:30,16.0,16.25,15.199999809265137,15.25,2001
2020-06-24 00:00:00+05:30,16.0,16.0,16.0,16.0,50
2020-06-25 00:00:00+05:30,16.799999237060547,16.799999237060547,16.399999618530273,16.399999618530273,1260
2020-06-26 00:00:00+05:30,15.649999618530273,16.350000381469727,15.649999618530273,16.350000381469727,406
2020-06-29 00:00:00+05:30,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,95
2020-06-30 00:00:00+05:30,15.550000190734863,15.550000190734863,15.149999618530273,15.25,500
2020-07-01 00:00:00+05:30,14.800000190734863,16.0,14.800000190734863,14.850000381469727,1162
2020-07-02 00:00:00+05:30,14.850000381469727,14.899999618530273,14.850000381469727,14.899999618530273,102
2020-07-06 00:00:00+05:30,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,500
2020-07-07 00:00:00+05:30,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,477
2020-07-08 00:00:00+05:30,14.100000381469727,14.199999809265137,14.100000381469727,14.199999809265137,411
2020-07-09 00:00:00+05:30,13.5,13.75,13.5,13.699999809265137,256
2020-07-10 00:00:00+05:30,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,300
2020-07-13 00:00:00+05:30,15.050000190734863,15.050000190734863,13.850000381469727,13.850000381469727,385
2020-07-15 00:00:00+05:30,13.300000190734863,14.5,13.300000190734863,13.350000381469727,520
2020-07-16 00:00:00+05:30,13.449999809265137,14.0,13.449999809265137,14.0,378
2020-07-17 00:00:00+05:30,13.949999809265137,14.699999809265137,13.949999809265137,14.699999809265137,523
2020-07-20 00:00:00+05:30,14.149999618530273,14.149999618530273,14.0,14.100000381469727,2000
2020-07-21 00:00:00+05:30,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,254
2020-07-22 00:00:00+05:30,15.5,15.5,14.149999618530273,15.5,1351
2020-07-23 00:00:00+05:30,16.149999618530273,16.200000762939453,14.75,15.949999809265137,2855
2020-07-24 00:00:00+05:30,15.199999809265137,15.199999809265137,15.199999809265137,15.199999809265137,101
2020-07-27 00:00:00+05:30,14.449999809265137,15.949999809265137,14.449999809265137,15.949999809265137,107
2020-07-28 00:00:00+05:30,15.949999809265137,15.949999809265137,15.949999809265137,15.949999809265137,3
2020-07-29 00:00:00+05:30,15.199999809265137,15.199999809265137,15.199999809265137,15.199999809265137,25
2020-07-31 00:00:00+05:30,15.850000381469727,15.850000381469727,15.850000381469727,15.850000381469727,200
2020-08-06 00:00:00+05:30,15.850000381469727,15.850000381469727,15.850000381469727,15.850000381469727,200
2020-08-10 00:00:00+05:30,15.949999809265137,15.949999809265137,15.149999618530273,15.149999618530273,73
2020-08-11 00:00:00+05:30,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,102
2020-08-12 00:00:00+05:30,14.0,15.0,13.699999809265137,15.0,385
2020-08-13 00:00:00+05:30,15.600000381469727,15.600000381469727,15.25,15.25,76
2020-08-14 00:00:00+05:30,14.5,14.5,14.5,14.5,500
2020-08-17 00:00:00+05:30,13.800000190734863,14.899999618530273,13.800000190734863,14.899999618530273,278
2020-08-18 00:00:00+05:30,14.850000381469727,14.850000381469727,14.800000190734863,14.800000190734863,2
2020-08-19 00:00:00+05:30,14.800000190734863,15.350000381469727,14.800000190734863,14.800000190734863,583
2020-08-24 00:00:00+05:30,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,500
2020-08-27 00:00:00+05:30,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,1150
2020-08-28 00:00:00+05:30,14.899999618530273,15.600000381469727,14.899999618530273,15.399999618530273,350
2020-08-31 00:00:00+05:30,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,27
2020-09-01 00:00:00+05:30,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,5
2020-09-02 00:00:00+05:30,15.9399995803833,15.9399995803833,15.9399995803833,15.9399995803833,15
2020-09-08 00:00:00+05:30,16.510000228881836,16.510000228881836,16.489999771118164,16.489999771118164,2
2020-09-09 00:00:00+05:30,16.450000762939453,16.450000762939453,16.450000762939453,16.450000762939453,1
2020-09-10 00:00:00+05:30,17.0,17.0,16.0,16.0,7
2020-09-11 00:00:00+05:30,15.199999809265137,15.199999809265137,15.199999809265137,15.199999809265137,1100
2020-09-16 00:00:00+05:30,15.170000076293945,15.170000076293945,15.170000076293945,15.170000076293945,1
2020-09-25 00:00:00+05:30,14.420000076293945,14.420000076293945,14.420000076293945,14.420000076293945,1
2020-09-30 00:00:00+05:30,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,1
2020-10-01 00:00:00+05:30,13.020000457763672,13.020000457763672,13.020000457763672,13.020000457763672,200
2020-10-05 00:00:00+05:30,12.5,12.5,12.5,12.5,125
2020-10-06 00:00:00+05:30,11.890000343322754,11.890000343322754,11.890000343322754,11.890000343322754,5
2020-10-07 00:00:00+05:30,11.399999618530273,11.420000076293945,11.399999618530273,11.420000076293945,12
2020-10-08 00:00:00+05:30,11.420000076293945,11.420000076293945,10.850000381469727,10.850000381469727,150
2020-10-09 00:00:00+05:30,10.600000381469727,10.600000381469727,10.350000381469727,10.369999885559082,82
2020-10-12 00:00:00+05:30,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,5
2020-10-13 00:00:00+05:30,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,145
2020-10-14 00:00:00+05:30,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,145
2020-10-15 00:00:00+05:30,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,100
2020-10-16 00:00:00+05:30,9.920000076293945,10.0,9.920000076293945,10.0,277
2020-10-19 00:00:00+05:30,9.920000076293945,10.0,9.920000076293945,10.0,277
2020-10-20 00:00:00+05:30,9.5,9.5,9.5,9.5,10
2020-10-21 00:00:00+05:30,9.039999961853027,9.970000267028809,9.039999961853027,9.970000267028809,2592
