Date,Open,High,Low,Close,Total Trades,Traded Quantity
2017-03-16 00:00:00+05:30,58.0,60.70000076293945,57.0,57.0,48000,2736000.0
2017-03-17 00:00:00+05:30,60.0,60.0,60.0,60.0,3000,180000.0
2017-03-20 00:00:00+05:30,60.25,60.25,60.25,60.25,3000,180750.0
2017-03-21 00:00:00+05:30,60.25,60.25,60.25,60.25,0,0.0
2017-03-22 00:00:00+05:30,60.25,60.25,60.25,60.25,0,0.0
2017-03-23 00:00:00+05:30,60.25,60.25,60.25,60.25,0,0.0
2017-03-24 00:00:00+05:30,60.25,60.25,60.25,60.25,0,0.0
2017-03-27 00:00:00+05:30,60.25,60.25,60.25,60.25,0,0.0
2017-03-28 00:00:00+05:30,57.0,57.0,57.0,57.0,12000,684000.0
2017-03-29 00:00:00+05:30,57.0,57.0,57.0,57.0,0,0.0
2017-03-30 00:00:00+05:30,57.0,57.0,57.0,57.0,0,0.0
2017-03-31 00:00:00+05:30,57.0,57.0,57.0,57.0,0,0.0
2017-04-03 00:00:00+05:30,57.0,57.0,57.0,57.0,0,0.0
2017-04-05 00:00:00+05:30,57.0,57.0,57.0,57.0,0,0.0
2017-04-06 00:00:00+05:30,57.0,57.0,57.0,57.0,0,0.0
2017-04-07 00:00:00+05:30,57.0,57.0,57.0,57.0,0,0.0
2017-04-10 00:00:00+05:30,59.5,59.5,59.5,59.5,3000,178500.0
2017-04-11 00:00:00+05:30,59.5,59.5,59.5,59.5,3000,178500.0
2017-04-12 00:00:00+05:30,56.0,56.0,55.0,55.0,9000,495000.0
2017-04-13 00:00:00+05:30,55.0,55.0,55.0,55.0,0,0.0
2017-04-17 00:00:00+05:30,55.0,55.0,55.0,55.0,0,0.0
2017-04-18 00:00:00+05:30,56.75,60.25,56.75,59.95000076293945,9000,539550.0068664551
2017-04-19 00:00:00+05:30,54.900001525878906,59.45000076293945,54.75,58.0,12000,696000.0
2017-04-20 00:00:00+05:30,58.0,58.0,58.0,58.0,0,0.0
