Date,Open,High,Low,Close,Total Trades,Dividends,Stock Splits,Traded Quantity
2021-06-24 00:00:00+05:30,358.87141345432946,376.81498412704593,349.42742888974186,355.2354736328125,27035744,0.0,0.0,9604055324.855469
2021-06-25 00:00:00+05:30,357.3603430368619,383.4257442209592,352.92168792084357,367.3709716796875,10269222,0.0,0.0,3772614064.534424
2021-06-28 00:00:00+05:30,366.23764425036126,372.04571677327976,354.38545727421973,357.12420654296875,3087635,0.0,0.0,1102669199.4692993
2021-06-29 00:00:00+05:30,357.12423459273884,361.6573640198265,342.06109802113434,344.0443115234375,2125937,0.0,0.0,731416531.5072021
2021-06-30 00:00:00+05:30,347.53863929090227,356.46321642056006,341.0222955683487,349.0496826171875,1886702,0.0,0.0,658552734.2932129
2021-07-01 00:00:00+05:30,349.5218217037533,355.6131735353525,348.95517695131986,350.0412292480469,943360,0.0,0.0,330214894.0234375
2021-07-02 00:00:00+05:30,351.31622388385347,355.9437705310761,347.68028408219516,350.8440246582031,961818,0.0,0.0,337448098.1087036
2021-07-05 00:00:00+05:30,353.8188756448402,371.054147460439,353.25223080729995,361.04351806640625,2291282,0.0,0.0,827252514.1622314
2021-07-06 00:00:00+05:30,362.6489985104673,386.02285974258734,362.6489985104673,369.1181335449219,6408745,0.0,0.0,2365583992.7653503
2021-07-07 00:00:00+05:30,370.20415764868153,393.8141166823985,370.20415764868153,389.94207763671875,5818253,0.0,0.0,2268781663.036072
2021-07-08 00:00:00+05:30,394.4279799284413,400.8026690303807,379.837042165342,393.48358154296875,8518828,0.0,0.0,3352018951.9885254
2021-07-09 00:00:00+05:30,396.6473190637077,404.5802596808316,390.50872960200746,395.37237548828125,4367357,0.0,0.0,1726732311.6953735
2021-07-12 00:00:00+05:30,403.25811503716994,404.6747126309773,390.6976279003785,396.45843505859375,1994569,0.0,0.0,790763704.3563843
2021-07-13 00:00:00+05:30,400.04715098343286,402.03039330320263,392.8697176846591,394.7585144042969,1193228,0.0,0.0,471036912.62561035
2021-07-14 00:00:00+05:30,392.96417188338717,396.2223290036049,389.7059859424181,390.5559387207031,985470,0.0,0.0,384881160.9310913
2021-07-15 00:00:00+05:30,392.01979482022585,393.4363924679833,381.7730660706298,383.6146545410156,988576,0.0,0.0,379232240.72753906
2021-07-16 00:00:00+05:30,385.31455464787973,394.7585388304258,384.46460183560106,390.3198547363281,1120122,0.0,0.0,437205856.32696533
2021-07-19 00:00:00+05:30,391.78366144146224,411.09659041537583,390.0365187290103,406.2801818847656,3215214,0.0,0.0,1306277728.7184448
2021-07-20 00:00:00+05:30,411.2854698720497,435.50928110495624,401.463733072091,417.7073669433594,10403297,0.0,0.0,4345533797.39975
2021-07-22 00:00:00+05:30,424.50708655882414,432.2511650721804,414.68534882973375,420.2572937011719,2861222,0.0,0.0,1202449414.3982544
2021-07-23 00:00:00+05:30,423.37380404929195,424.8376389061989,403.63588265401427,407.31903076171875,1766694,0.0,0.0,719608087.732544
2021-07-26 00:00:00+05:30,406.0440967237661,409.7272446571674,399.4805164267517,404.1080627441406,1356084,0.0,0.0,548004478.1583252
2021-07-27 00:00:00+05:30,402.7858767269188,414.0242107823477,400.6609805425447,405.0052185058594,1451770,0.0,0.0,587974426.0702515
2021-07-28 00:00:00+05:30,404.2024718582569,405.5718609197211,391.216995250661,395.7973327636719,1145843,0.0,0.0,453521603.1659241
2021-07-29 00:00:00+05:30,397.3556206479163,421.3905710840944,393.10582791371394,412.3243408203125,2619010,0.0,0.0,1079881571.8518066
2021-07-30 00:00:00+05:30,410.71883947697125,421.2016669982528,406.6107008620534,412.13543701171875,1633309,0.0,0.0,673144518.4901733
2021-08-02 00:00:00+05:30,414.35476476495916,417.896258480899,403.2580844550144,405.1468811035156,1402611,0.0,0.0,568263472.0514832
2021-08-03 00:00:00+05:30,405.6190866773738,407.79119132918544,399.10274390118883,402.36090087890625,1398636,0.0,0.0,562756440.9616699
2021-08-04 00:00:00+05:30,406.28021409429317,410.81331500745364,399.48053390379977,400.9915771484375,1158467,0.0,0.0,464535509.40441895
2021-08-05 00:00:00+05:30,402.31366925962817,404.2024658289222,390.5086907015405,400.047119140625,1356995,0.0,0.0,542861940.4382324
2021-08-06 00:00:00+05:30,401.558165472122,405.9968201541224,396.7417284165483,397.6861267089844,734435,0.0,0.0,292074610.46951294
2021-08-09 00:00:00+05:30,401.36929733493315,405.0996823325815,394.90016289609065,398.5361022949219,1206755,0.0,0.0,480935434.12490845
2021-08-10 00:00:00+05:30,397.5917026065527,399.90549007638737,377.80654578227336,384.51177978515625,849161,0.0,0.0,326512407.43414307
2021-08-11 00:00:00+05:30,386.44783642451847,391.7364444026648,370.2041724323493,383.89794921875,1175593,0.0,0.0,451307741.81591797
2021-08-12 00:00:00+05:30,385.8339267107897,396.36399116101546,383.3785141060956,394.097412109375,790842,0.0,0.0,311668785.58740234
2021-08-13 00:00:00+05:30,396.64731300436375,398.0639105508079,388.80881810900644,391.87811279296875,590276,0.0,0.0,231316244.90698242
2021-08-16 00:00:00+05:30,390.9809158418006,403.63584793339965,383.61462026003784,392.255859375,1003609,0.0,0.0,393671510.7714844
2021-08-17 00:00:00+05:30,392.25583615660946,406.84677246850237,391.26420065803995,393.3418884277344,1256146,0.0,0.0,494094839.7809448
2021-08-18 00:00:00+05:30,394.7585164530053,395.7029148177254,384.37013444108413,388.9976806640625,553236,0.0,0.0,215207520.85986328
