Date,Open,High,Low,Close,Total Trades,Traded Quantity
2015-01-01 00:00:00+05:30,622.1302173625496,655.1201988022335,621.4283028638329,649.5048828125,272124,176745866.73046875
2015-01-02 00:00:00+05:30,661.2034416524557,676.6455602473113,641.6902419131894,652.172119140625,420093,273972942.0461426
2015-01-05 00:00:00+05:30,655.0733135077442,664.4789548956111,640.4734599439165,646.0419921875,181228,117080898.16015625
2015-01-06 00:00:00+05:30,640.3332296796319,642.8601333713254,615.8130044021473,619.509765625,216495,134120766.70898438
2015-01-07 00:00:00+05:30,624.9846343460457,642.0645531620241,618.6206212253031,632.79931640625,147335,93233487.28271484
2015-01-08 00:00:00+05:30,642.9067463342706,662.6071305279825,637.7125916930779,649.4579467773438,198115,128667361.12579346
2015-01-09 00:00:00+05:30,654.9329114589924,659.7995293409305,641.0818121965068,653.4822998046875,145745,95241777.78503418
2015-01-12 00:00:00+05:30,649.9727189487382,657.2258342429826,637.3382600490867,640.5670776367188,125757,80555793.98236084
2015-01-13 00:00:00+05:30,640.1459691051136,650.4407142223012,637.3383113458807,643.4215698242188,78582,50561353.79992676
2015-01-14 00:00:00+05:30,646.6970989544916,654.1841854836318,633.5946975284961,635.7940063476562,87951,55918718.652282715
2015-01-15 00:00:00+05:30,653.1547881766649,662.6072128559175,635.0453618572258,639.6312255859375,140463,89844520.83947754
2015-01-16 00:00:00+05:30,640.5203905360197,668.971290187007,636.402469356113,652.3593139648438,273827,178633593.86505127
2015-01-19 00:00:00+05:30,652.3592431584414,666.3507485301982,650.440688523157,657.2726440429688,102008,67047067.873535156
2015-01-20 00:00:00+05:30,657.9277632317147,677.5813664007986,655.2136713738747,669.4391479492188,328845,220141716.60736084
2015-01-21 00:00:00+05:30,666.9590369302069,676.6454320927184,641.0817717614275,643.7490234375,275268,177203506.18359375
2015-01-22 00:00:00+05:30,644.8255204217282,652.967740884826,642.017862132519,647.6331787109375,74918,48519382.482666016
2015-01-23 00:00:00+05:30,653.9970685516312,653.9970685516312,624.2359077618851,626.5756225585938,177555,111251634.66339111
2015-01-27 00:00:00+05:30,630.3659565136553,638.1806382996755,625.171801028303,626.8563842773438,91115,57116019.453430176
2015-01-28 00:00:00+05:30,629.8512324764046,630.9743070196221,608.4194217766467,611.0867309570312,188118,114956413.6541748
2015-01-29 00:00:00+05:30,621.8025813158304,631.9569199350974,602.0553556163352,627.1370849609375,214842,134735385.60717773
2015-01-30 00:00:00+05:30,627.979405219299,655.1200948636503,622.3640901204677,648.0073852539062,207826,134672782.84777832
2015-02-02 00:00:00+05:30,647.5861840841015,662.2327624305292,623.2999363991182,626.7159423828125,326295,204494278.4197998
2015-02-03 00:00:00+05:30,629.8979549252764,633.7819040207662,620.4455307639759,625.8736572265625,152421,95396288.70812988
2015-02-04 00:00:00+05:30,631.5357915080646,636.3088438531851,610.6655474413537,615.5321655273438,111148,68415169.1340332
2015-02-05 00:00:00+05:30,614.8769465603319,620.3050725637228,603.6463173994126,605.1905517578125,95483,57785409.45349121
2015-02-06 00:00:00+05:30,607.3898977547095,607.3898977547095,582.4017349126784,588.7657470703125,156636,92221911.55810547
2015-02-09 00:00:00+05:30,590.5440667168609,597.0952687248134,580.202537828697,592.60302734375,157192,93152455.07421875
2015-02-10 00:00:00+05:30,588.5787289632545,611.5547188667554,586.4729854606984,592.60302734375,150212,89016085.94335938
2015-02-11 00:00:00+05:30,595.2233472380348,616.7487198582782,595.2233472380348,613.613525390625,101588,62335770.81738281
2015-02-12 00:00:00+05:30,616.7488140466121,645.7612772263466,616.7488140466121,643.1408081054688,188750,121392827.52990723
2015-02-13 00:00:00+05:30,646.6971686217053,653.248370040449,640.3799386822024,650.7682495117188,169271,110156192.36309814
2015-02-16 00:00:00+05:30,653.2483157933199,656.523916230679,637.104285066336,639.397216796875,96813,61901962.74975586
2015-02-18 00:00:00+05:30,645.761336956023,645.761336956023,637.3383629957272,640.005615234375,35505,22723399.368896484
2015-02-19 00:00:00+05:30,640.1460576093394,643.562064537468,620.2116961871232,623.20654296875,84649,52753810.65576172
2015-02-20 00:00:00+05:30,625.1717913115863,640.0991830824117,624.3294711391857,635.9812622070312,182144,115840171.0234375
2015-02-23 00:00:00+05:30,640.9883192074777,641.081884955043,616.7020670318719,622.3173828125,66796,41568311.90234375
2015-02-24 00:00:00+05:30,623.3000079318612,633.4075642036651,606.5476275125433,611.4142456054688,82466,50420887.178100586
2015-02-25 00:00:00+05:30,612.116131824453,620.7262931118319,596.1592894266671,602.0553588867188,120847,72756583.9553833
2015-02-26 00:00:00+05:30,604.4887233734823,620.4923493542032,591.7138580380014,615.5321655273438,112124,69015928.52758789
2015-02-27 00:00:00+05:30,621.100801384945,622.3642247066215,595.2235291930997,608.5131225585938,267638,162861235.0953369
2015-03-02 00:00:00+05:30,622.3640811888365,636.3088029995873,608.2322279083616,628.8217163085938,80158,50405091.13586426
2015-03-03 00:00:00+05:30,629.8512783172933,642.6261450725082,622.8789161893914,641.1754760742188,89181,57180670.1317749
2015-03-04 00:00:00+05:30,650.4406121179837,657.7405097216836,641.0817543896675,644.170166015625,151741,97747025.16137695
2015-03-05 00:00:00+05:30,644.2639049806309,665.3681215371735,641.081869930737,656.6175537109375,171663,112716939.12268066
2015-03-09 00:00:00+05:30,661.6245623876345,664.479003018466,641.081855024858,643.4215698242188,97279,62591406.890930176
2015-03-10 00:00:00+05:30,645.761260560264,649.5048040997438,628.9153146326049,633.173583984375,36486,23101971.385253906
2015-03-11 00:00:00+05:30,635.4665594043846,642.6728926364523,622.3641561176963,625.1718139648438,37978,23742775.150756836
2015-03-12 00:00:00+05:30,627.9794678449796,631.6294458719921,611.18030374128,626.0609130859375,85808,53721034.830078125
2015-03-13 00:00:00+05:30,627.9794088698413,627.9794088698413,614.4090639687792,620.86669921875,56179,34879670.295410156
2015-03-16 00:00:00+05:30,621.8025869366182,624.2358673187701,613.0052370221806,616.8423461914062,53381,32927661.282043457
2015-03-17 00:00:00+05:30,620.8667265615646,624.7974016291508,612.0693762860466,615.5321655273438,95846,58996295.93713379
2015-03-18 00:00:00+05:30,619.1821511741105,622.3641864045067,609.7297254774978,612.4906005859375,40427,24761157.509887695
2015-03-19 00:00:00+05:30,617.6379541874504,618.761028770133,609.3553291218695,613.9879760742188,39042,23971318.56188965
2015-03-20 00:00:00+05:30,608.5130486639226,619.5564913143207,603.6464303591191,614.4091186523438,232473,142833531.0404663
2015-03-23 00:00:00+05:30,611.4141787646236,614.8769676322976,595.2233659271557,597.60986328125,42597,25456387.346191406
2015-03-24 00:00:00+05:30,599.0137154394289,612.0225513550067,594.5214748695249,599.4348754882812,34461,20657125.24420166
2015-03-25 00:00:00+05:30,604.4418574848007,604.4418574848007,590.9183525578727,596.7676391601562,128522,76697770.5201416
2015-03-26 00:00:00+05:30,592.4158233995231,602.0554375375588,592.4158233995231,597.4227905273438,30138,18005128.060913086
2015-03-27 00:00:00+05:30,609.2616587483355,609.2616587483355,589.6080568532279,591.526611328125,63302,37444817.55029297
2015-03-30 00:00:00+05:30,596.4868078638025,617.5910789203682,596.4400249969284,611.8821411132812,51416,31460532.16748047
2015-03-31 00:00:00+05:30,614.8303091769058,617.6847500063334,591.7606968013752,597.5164184570312,185216,110669600.9609375
2015-04-01 00:00:00+05:30,604.8629580468383,605.5180895062396,591.433020177815,596.9547119140625,71775,42846424.447631836
2015-04-06 00:00:00+05:30,599.9029355461543,618.6206558440063,599.9029355461543,617.1700439453125,62777,38744083.84875488
2015-04-07 00:00:00+05:30,630.7403564834422,630.7403564834422,608.3258762347124,622.3173828125,74730,46505778.017578125
2015-04-08 00:00:00+05:30,624.1891138410016,627.0435544180684,609.402128011949,620.9135131835938,88948,55229015.1706543
2015-04-09 00:00:00+05:30,625.9204463702386,655.0265306395337,614.8770047414317,646.0419921875,196572,126993766.48828125
2015-04-10 00:00:00+05:30,646.6970642085923,657.9276933989007,636.6362922256077,642.90673828125,181470,116668285.79589844
