Date,Open,High,Low,Close,Total Trades,Dividends,Stock Splits,Traded Quantity
2021-07-28 00:00:00+05:30,182.9499969482422,200.0,150.5500030517578,174.3000030517578,105787,0.0,0.0,18438674.422836304
2021-07-29 00:00:00+05:30,192.0,198.8000030517578,152.39999389648438,187.25,299214,0.0,0.0,56027821.5
2021-07-30 00:00:00+05:30,196.89999389648438,197.0,190.0,192.6999969482422,126940,0.0,0.0,24461337.612609863
2021-08-02 00:00:00+05:30,198.75,198.75,184.0,187.0,37190,0.0,0.0,6954530.0
2021-08-03 00:00:00+05:30,190.0,190.0,176.89999389648438,177.9499969482422,42930,0.0,0.0,7639393.368988037
2021-08-04 00:00:00+05:30,179.6999969482422,179.9499969482422,173.0,173.14999389648438,22727,0.0,0.0,3935179.9112854004
2021-08-05 00:00:00+05:30,175.35000610351562,180.0,169.85000610351562,178.75,12012,0.0,0.0,2147145.0
2021-08-06 00:00:00+05:30,189.0,189.0,171.60000610351562,176.89999389648438,13274,0.0,0.0,2348170.5189819336
2021-08-09 00:00:00+05:30,194.0,194.0,171.0,171.5,8489,0.0,0.0,1455863.5
2021-08-10 00:00:00+05:30,174.0,174.10000610351562,156.1999969482422,163.8000030517578,17880,0.0,0.0,2928744.0545654297
2021-08-11 00:00:00+05:30,165.10000610351562,168.85000610351562,150.9499969482422,164.25,18273,0.0,0.0,3001340.25
2021-08-12 00:00:00+05:30,165.0500030517578,179.0,165.0500030517578,177.9499969482422,17660,0.0,0.0,3142596.946105957
2021-08-13 00:00:00+05:30,184.89999389648438,185.0,166.0,167.85000610351562,8208,0.0,0.0,1377712.8500976562
2021-08-16 00:00:00+05:30,170.0,174.0,162.14999389648438,173.35000610351562,7410,0.0,0.0,1284523.5452270508
2021-08-17 00:00:00+05:30,172.9499969482422,173.0,164.14999389648438,165.64999389648438,8358,0.0,0.0,1384502.6489868164
2021-08-18 00:00:00+05:30,163.9499969482422,169.0,159.0,159.60000610351562,2461,0.0,0.0,392775.61502075195
2021-08-20 00:00:00+05:30,163.89999389648438,163.89999389648438,150.8000030517578,153.10000610351562,42260,0.0,0.0,6470006.25793457
2021-08-23 00:00:00+05:30,167.9499969482422,167.9499969482422,142.25,150.0500030517578,8914,0.0,0.0,1337545.7272033691
2021-08-24 00:00:00+05:30,150.0,162.0,150.0,160.0500030517578,5087,0.0,0.0,814174.365524292
2021-08-25 00:00:00+05:30,163.9499969482422,163.9499969482422,155.0,156.0,3361,0.0,0.0,524316.0
2021-08-26 00:00:00+05:30,158.0,158.0,151.3000030517578,153.1999969482422,2873,0.0,0.0,440143.5912322998
2021-08-27 00:00:00+05:30,150.10000610351562,155.14999389648438,150.0500030517578,153.9499969482422,3245,0.0,0.0,499567.7400970459
2021-08-30 00:00:00+05:30,155.0500030517578,159.0,152.35000610351562,153.39999389648438,4554,0.0,0.0,698583.5722045898
2021-08-31 00:00:00+05:30,152.5,168.0,152.5,159.5500030517578,10052,0.0,0.0,1603796.6306762695
2021-09-01 00:00:00+05:30,164.35000610351562,164.35000610351562,157.10000610351562,159.89999389648438,6203,0.0,0.0,991859.6621398926
2021-09-02 00:00:00+05:30,164.60000610351562,164.60000610351562,155.25,159.0,3149,0.0,0.0,500691.0
2021-09-03 00:00:00+05:30,160.0,162.0,153.75,155.0,6275,0.0,0.0,972625.0
2021-09-06 00:00:00+05:30,158.0,161.64999389648438,155.3000030517578,158.8000030517578,2544,0.0,0.0,403987.2077636719
2021-09-07 00:00:00+05:30,163.85000610351562,163.85000610351562,154.0,155.4499969482422,5483,0.0,0.0,852332.3332672119
2021-09-08 00:00:00+05:30,155.4499969482422,159.5500030517578,152.25,155.10000610351562,3015,0.0,0.0,467626.5184020996
2021-09-09 00:00:00+05:30,153.0500030517578,160.0,152.35000610351562,158.9499969482422,7397,0.0,0.0,1175753.1274261475
2021-09-13 00:00:00+05:30,157.89999389648438,162.9499969482422,149.0500030517578,152.5,25119,0.0,0.0,3830647.5
2021-09-14 00:00:00+05:30,152.5,154.1999969482422,148.14999389648438,149.25,8049,0.0,0.0,1201313.25
2021-09-15 00:00:00+05:30,152.25,157.0500030517578,147.10000610351562,155.85000610351562,40511,0.0,0.0,6313639.5972595215
2021-09-16 00:00:00+05:30,159.85000610351562,159.85000610351562,150.60000610351562,152.10000610351562,7771,0.0,0.0,1181969.14743042
2021-09-17 00:00:00+05:30,155.14999389648438,155.14999389648438,149.14999389648438,150.0,9389,0.0,0.0,1408350.0
2021-09-20 00:00:00+05:30,150.0,153.0,149.0,149.1999969482422,4962,0.0,0.0,740330.3848571777
2021-09-21 00:00:00+05:30,145.0,152.8000030517578,143.0,150.0,17074,0.0,0.0,2561100.0
2021-09-22 00:00:00+05:30,150.0,153.0,143.14999389648438,148.39999389648438,8657,0.0,0.0,1284698.7471618652
2021-09-23 00:00:00+05:30,152.0,152.0,144.0,148.6999969482422,6944,0.0,0.0,1032572.7788085938
2021-09-24 00:00:00+05:30,152.89999389648438,152.89999389648438,145.0,147.9499969482422,7482,0.0,0.0,1106961.877166748
2021-09-27 00:00:00+05:30,147.9499969482422,149.5,138.60000610351562,141.64999389648438,8404,0.0,0.0,1190426.5487060547
2021-09-28 00:00:00+05:30,147.0,149.10000610351562,141.0,145.25,6131,0.0,0.0,890527.75
2021-09-29 00:00:00+05:30,148.0,148.0,141.0500030517578,144.5500030517578,1869,0.0,0.0,270163.95570373535
2021-09-30 00:00:00+05:30,146.75,150.25,144.5500030517578,146.14999389648438,12121,0.0,0.0,1771484.076019287
2021-10-01 00:00:00+05:30,148.64999389648438,148.64999389648438,139.89999389648438,142.39999389648438,15895,0.0,0.0,2263447.902984619
2021-10-04 00:00:00+05:30,146.0,150.0,137.85000610351562,143.35000610351562,27667,0.0,0.0,3966064.618865967
2021-10-05 00:00:00+05:30,147.60000610351562,147.60000610351562,138.14999389648438,142.1999969482422,11658,0.0,0.0,1657767.5644226074
2021-10-06 00:00:00+05:30,147.5,147.64999389648438,141.89999389648438,143.3000030517578,18665,0.0,0.0,2674694.5569610596
2021-10-07 00:00:00+05:30,145.0,148.4499969482422,142.0,142.64999389648438,15897,0.0,0.0,2267706.952972412
2021-10-08 00:00:00+05:30,142.64999389648438,147.14999389648438,139.9499969482422,141.39999389648438,14248,0.0,0.0,2014667.1130371094
2021-10-11 00:00:00+05:30,144.0,156.0,142.0,150.8000030517578,35176,0.0,0.0,5304540.907348633
