Date,Open,High,Low,Close,Total Trades,Traded Quantity
2020-09-21 00:00:00+05:30,702.9893070864975,720.637574210008,612.7870528996666,638.5731201171875,29189613,18639702248.423218
2020-09-22 00:00:00+05:30,651.7113373065847,690.1453555233945,623.4250493535452,680.6838989257812,6302377,4289926548.8601685
2020-09-23 00:00:00+05:30,700.0480257265127,816.8207186859124,694.3123620577678,808.1436767578125,14866529,12014291406.686646
2020-09-24 00:00:00+05:30,814.271498884602,959.4775062357571,790.5443703923142,885.9430541992188,17844880,15809547489.018555
2020-09-25 00:00:00+05:30,913.7880887693556,968.693810841334,878.8837608177358,920.4552001953125,9589972,8827139597.127441
2020-09-28 00:00:00+05:30,926.4851150602693,950.0651514851854,892.2180473183888,901.6795043945312,2803949,2528263344.6675415
2020-09-29 00:00:00+05:30,908.8858501012865,915.5039509515386,811.5262451171875,811.5262451171875,3583098,2907778065.8269043
2020-09-30 00:00:00+05:30,769.6606638234283,830.4491493738137,757.1107949041059,790.9856567382812,4641613,3671449307.129944
2020-10-01 00:00:00+05:30,804.9571047779904,815.7421573389622,743.1881673833334,768.140869140625,1835678,1410059294.3823242
2020-10-05 00:00:00+05:30,775.2001177580726,832.8020977896774,756.0811626837526,811.2319946289062,3141795,2548724624.5651245
2020-10-06 00:00:00+05:30,818.6835723917866,818.6835723917866,785.4459758750519,790.8875732421875,916522,724865860.4030762
2020-10-07 00:00:00+05:30,793.1916030934023,793.1916030934023,764.9543861755094,769.2193603515625,621669,478199830.5303955
2020-10-08 00:00:00+05:30,768.6801930571959,812.6047635491082,766.7192741973561,783.2890625,1414742,1108151934.859375
2020-10-09 00:00:00+05:30,787.9951516956299,790.4462999466164,766.7191729085699,772.6019287109375,368973,285069251.44226074
2020-10-12 00:00:00+05:30,774.4649164836881,774.5629384882714,743.4333520363693,750.1494750976562,389181,291943922.86798096
2020-10-13 00:00:00+05:30,750.1494757810243,783.3870739441895,738.3349517782746,762.9445190429688,759721,579624972.9518433
2020-10-14 00:00:00+05:30,763.5816670560907,776.3766485535297,753.1888227372286,757.5028076171875,398436,301816388.6557617
2020-10-15 00:00:00+05:30,764.7582717835264,765.7387311063259,736.4720442577591,749.0219116210938,298018,223222012.05749512
